MaSanPham,Thang,TonDauKy,Nhap,Xuat,HaoHut,TonCuoiKy
SP0054,2025-08,668.0,31.0,16.0,1.0,682.0
SP0055,2025-08,667.0,56.0,31.0,1.0,691.0
SP0056,2025-08,515.0,155.0,148.0,1.0,521.0
SP0057,2025-08,315.0,18.0,2.0,0.0,331.0
SP0058,2025-08,625.0,46.0,19.0,0.0,652.0
SP0059,2025-08,442.0,3.0,0.0,0.0,445.0
SP0060,2025-08,640.0,50.0,20.0,0.0,670.0
SP0061,2025-08,593.0,334.0,345.0,3.0,579.0
SP0062,2025-08,546.0,350.0,339.0,4.0,553.0
SP0063,2025-08,507.0,16.0,1.0,0.0,522.0
SP0064,2025-08,0.48,0.03,0.01,0.0,0.5
SP9500,2025-08,647000.0,161000.0,145000.0,0.0,663000.0
SP0066,2025-08,397.0,253.0,229.0,1.0,420.0
SP0067,2025-08,263.0,189.0,166.0,1.0,285.0
SP0068,2025-08,690.0,73.0,22.0,0.0,741.0
SP0069,2025-08,284.0,14.0,1.0,0.0,297.0
SP0070,2025-08,223.0,340.0,318.0,3.0,242.0
SP0071,2025-08,679.0,176.0,156.0,0.0,699.0
SP0072,2025-08,478.0,201.0,198.0,1.0,480.0
SP0073,2025-08,320.0,8.0,0.0,0.0,328.0
SP0074,2025-08,664.0,30.0,15.0,0.0,679.0
SP0075,2025-08,553.0,51.0,27.0,1.0,576.0
SP0076,2025-08,262.0,239.0,216.0,2.0,283.0
SP0077,2025-08,270.0,342.0,327.0,4.0,281.0
SP0078,2025-08,534.0,361.0,325.0,4.0,566.0
SP0079,2025-08,461.0,328.0,329.0,3.0,457.0
SP0080,2025-08,603.0,61.0,35.0,0.0,629.0
SP0081,2025-08,694.0,41.0,17.0,0.0,718.0
SP0082,2025-08,285.0,15.0,1.0,0.0,299.0
SP0083,2025-08,382.0,4.0,0.0,0.0,386.0
SP0084,2025-08,396000.0,328000.0,288000.0,3000.0,433000.0
SP0085,2025-08,399.0,45.0,16.0,1.0,427.0
SP0086,2025-08,605.0,16.0,0.0,0.0,621.0
,2025-08,639.0,23.0,9.0,0.0,653.0
SP0088,2025-08,408.0,226.0,197.0,2.0,435.0
SP0089,2025-08,422.0,189.0,192.0,3.0,416.0
SP0090,2025-08,345.0,152.0,142.0,1.0,354.0
,2025-08,220.0,4.0,0.0,0.0,224.0
SP0092,2025-08,506.0,359.0,311.0,2.0,552.0
SP0093,2025-08,523.0,167.0,175.0,0.0,515.0
SP0094,2025-08,682.0,47.0,26.0,0.0,703.0
SP0095,2025-08,305.0,308.0,298.0,4.0,311.0
SP0096,2025-08,575.0,356.0,372.0,2.0,557.0
SP0097,2025-08,569.0,154.0,160.0,2.0,561.0
SP9500,2025-08,0.75,0.04,0.02,0.0,0.78
SP0099,2025-08,380.0,243.0,240.0,1.0,382.0
SP0100,2025-08,459.0,55.0,20.0,1.0,493.0
SP0101,2025-08,398.0,274.0,249.0,1.0,422.0
SP0102,2025-08,524.0,52.0,28.0,0.0,548.0
SP0103,2025-08,458.0,351.0,306.0,4.0,499.0
SP0104,2025-08,459.0,166.0,157.0,1.0,467.0
SP0105,2025-08,752.0,55.0,28.0,1.0,778.0
SP0106,2025-08,467.0,231.0,223.0,4.0,471.0
SP0107,2025-08,425.0,207.0,200.0,0.0,432.0
SP0108,2025-08,218.0,375.0,385.0,5.0,203.0
SP0109,2025-08,612.0,29.0,14.0,0.0,627.0
SP0110,2025-08,532000.0,220000.0,212000.0,1000.0,539000.0
SP0111,2025-08,519.0,45.0,20.0,0.0,544.0
SP0112,2025-08,434.0,241.0,240.0,2.0,433.0
SP0113,2025-08,0.37,0.31,0.3,0.0,0.38
SP0114,2025-08,416.0,272.0,252.0,2.0,434.0
SP0115,2025-08,577.0,185.0,169.0,2.0,591.0
SP0116,2025-08,250.0,148.0,150.0,0.0,248.0
SP0117,2025-08,314.0,274.0,287.0,1.0,300.0
SP0118,2025-08,337.0,277.0,243.0,3.0,368.0
SP0119,2025-08,550.0,12.0,0.0,0.0,562.0
SP0120,2025-08,521.0,183.0,183.0,2.0,519.0
SP0121,2025-08,289.0,240.0,205.0,3.0,321.0
SP0122,2025-08,712.0,43.0,17.0,0.0,738.0
SP0123,2025-08,0.32,0.17,0.18,0.0,0.31
SP0124,2025-08,385.0,277.0,250.0,4.0,408.0
SP0125,2025-08,586.0,47.0,24.0,0.0,609.0
SP0126,2025-08,511.0,10.0,1.0,0.0,520.0
SP0127,2025-08,617.0,334.0,326.0,1.0,624.0
SP0128,2025-08,271.0,9.0,0.0,0.0,280.0
SP0129,2025-08,623.0,235.0,233.0,2.0,623.0
SP0130,2025-08,567.0,357.0,312.0,6.0,606.0
SP0131,2025-08,310.0,186.0,175.0,1.0,320.0
SP0132,2025-08,151.0,12.0,0.0,0.0,163.0
SP0133,2025-08,249.0,269.0,278.0,3.0,237.0
SP0134,2025-08,233.0,148.0,129.0,2.0,250.0
SP0135,2025-08,583000.0,248000.0,217000.0,0.0,614000.0
SP0136,2025-08,350.0,159.0,139.0,0.0,370.0
SP0137,2025-08,256.0,339.0,291.0,1.0,303.0
SP0138,2025-08,373.0,339.0,298.0,1.0,413.0
SP0139,2025-08,228.0,165.0,169.0,1.0,223.0
SP0140,2025-08,240.0,251.0,219.0,2.0,270.0
SP0141,2025-08,449.0,275.0,270.0,5.0,449.0
SP0142,2025-08,586.0,233.0,199.0,1.0,619.0
SP0143,2025-08,601.0,228.0,197.0,2.0,630.0
SP0144,2025-08,273.0,373.0,390.0,3.0,253.0
SP0145,2025-08,378.0,72.0,38.0,1.0,411.0
SP0146,2025-08,342.0,337.0,314.0,5.0,360.0
SP0147,2025-08,563.0,56.0,31.0,1.0,587.0
SP0148,2025-08,620.0,307.0,317.0,2.0,608.0
SP0149,2025-08,589.0,163.0,142.0,1.0,609.0
SP9503,2025-08,374.0,226.0,197.0,3.0,400.0
SP0151,2025-08,216.0,212.0,221.0,2.0,205.0
SP0152,2025-08,315.0,280.0,249.0,5.0,341.0
SP0153,2025-08,368.0,185.0,181.0,2.0,370.0
SP0154,2025-08,302.0,189.0,182.0,2.0,307.0
SP0155,2025-08,480.0,368.0,360.0,7.0,481.0
SP0156,2025-08,556.0,257.0,225.0,4.0,584.0
SP0157,2025-08,374.0,168.0,167.0,3.0,372.0
SP0158,2025-08,471.0,313.0,309.0,2.0,473.0
SP0159,2025-08,392.0,261.0,265.0,1.0,387.0
SP0160,2025-08,905.0,75.0,42.0,0.0,938.0
SP0161,2025-08,426.0,287.0,262.0,1.0,450.0
SP0162,2025-08,455.0,58.0,20.0,1.0,492.0
SP0163,2025-08,125.0,189.0,187.0,1.0,126.0
SP0164,2025-08,272.0,177.0,156.0,1.0,292.0
SP0165,2025-08,626.0,42.0,23.0,0.0,645.0
SP9504,2025-08,0.23,0.01,0.0,0.0,0.24
SP0167,2025-08,473.0,301.0,264.0,1.0,509.0
SP0168,2025-08,517.0,267.0,279.0,2.0,503.0
SP0169,2025-08,553.0,24.0,12.0,0.0,565.0
SP0170,2025-08,481.0,54.0,18.0,0.0,517.0
SP0171,2025-08,486.0,377.0,373.0,1.0,489.0
SP0172,2025-08,504.0,227.0,208.0,1.0,522.0
SP0173,2025-08,630.0,346.0,318.0,4.0,654.0
SP0174,2025-08,654.0,144.0,130.0,0.0,668.0
SP0175,2025-08,264.0,294.0,255.0,2.0,301.0
SP0176,2025-08,462.0,188.0,162.0,3.0,485.0
SP0177,2025-08,0.54,0.18,0.18,0.0,0.54
SP0178,2025-08,697000.0,75000.0,38000.0,1000.0,733000.0
SP0179,2025-08,457.0,285.0,284.0,2.0,456.0
SP0180,2025-08,589.0,347.0,341.0,1.0,594.0
SP0181,2025-08,758.0,60.0,20.0,0.0,798.0
SP0182,2025-08,533.0,20.0,11.0,0.0,542.0
,2025-08,607.0,329.0,330.0,2.0,604.0
SP0184,2025-08,153.0,320.0,290.0,6.0,177.0
SP0185,2025-08,250.0,152.0,148.0,1.0,253.0
SP0186,2025-08,284.0,275.0,274.0,0.0,285.0
SP0187,2025-08,228.0,347.0,359.0,4.0,212.0
SP0188,2025-08,199000.0,323000.0,333000.0,6000.0,183000.0
SP0189,2025-08,587.0,289.0,268.0,3.0,605.0
SP0190,2025-08,377.0,270.0,236.0,2.0,409.0
SP0191,2025-08,646.0,371.0,359.0,2.0,656.0
SP0192,2025-08,331.0,356.0,335.0,1.0,351.0
SP0193,2025-08,615.0,356.0,335.0,3.0,633.0
SP0194,2025-08,0.34,0.36,0.34,0.0,0.36
SP0195,2025-08,122.0,290.0,250.0,5.0,157.0
SP0196,2025-08,814.0,35.0,19.0,0.0,830.0
SP0197,2025-08,667.0,294.0,256.0,0.0,705.0
SP0198,2025-08,690.0,29.0,13.0,0.0,706.0
SP0199,2025-08,735.0,37.0,20.0,0.0,752.0
SP0200,2025-08,384.0,218.0,220.0,1.0,381.0
SP0201,2025-08,221.0,175.0,171.0,0.0,225.0
SP0202,2025-08,581.0,264.0,256.0,1.0,588.0
SP0203,2025-08,242.0,315.0,273.0,0.0,284.0
SP0204,2025-08,526.0,47.0,22.0,0.0,551.0
SP0205,2025-08,299.0,275.0,262.0,0.0,312.0
SP0206,2025-08,441.0,324.0,316.0,3.0,446.0
SP0207,2025-08,541.0,366.0,313.0,3.0,591.0
SP0208,2025-08,326.0,357.0,371.0,4.0,308.0
SP0209,2025-08,421.0,151.0,131.0,2.0,439.0
SP0210,2025-08,146.0,246.0,247.0,1.0,144.0
SP0211,2025-08,325.0,353.0,306.0,4.0,368.0
SP0212,2025-08,309.0,8.0,0.0,0.0,317.0
SP0213,2025-08,491.0,362.0,332.0,2.0,519.0
SP0214,2025-08,0.34,0.26,0.25,0.0,0.35
SP0215,2025-08,151.0,367.0,358.0,7.0,153.0
SP0216,2025-08,431.0,150.0,153.0,3.0,425.0
,2025-08,306.0,288.0,287.0,3.0,304.0
SP0218,2025-08,415.0,325.0,287.0,2.0,451.0
SP0219,2025-08,484.0,271.0,276.0,1.0,478.0
SP0220,2025-08,388.0,297.0,253.0,1.0,431.0
SP9506,2025-09,464.0,57.0,25.0,0.0,496.0
SP0002,2025-09,555.0,270.0,231.0,2.0,592.0
SP0003,2025-09,525.0,173.0,151.0,1.0,546.0
SP0004,2025-09,186.0,10.0,0.0,0.0,196.0
SP0005,2025-09,459.0,325.0,280.0,2.0,502.0
SP0006,2025-09,668.0,295.0,259.0,1.0,703.0
SP0007,2025-09,477.0,184.0,183.0,2.0,476.0
SP0008,2025-09,594.0,387.0,347.0,1.0,633.0
SP0009,2025-09,552.0,205.0,208.0,1.0,548.0
SP0010,2025-09,251.0,150.0,146.0,0.0,255.0
SP0011,2025-09,618.0,201.0,200.0,1.0,618.0
SP9503,2025-09,369.0,288.0,245.0,5.0,407.0
SP0013,2025-09,654000.0,44000.0,20000.0,1000.0,677000.0
SP0014,2025-09,0.65,0.2,0.2,0.0,0.65
SP0015,2025-09,352.0,16.0,0.0,0.0,368.0
SP0016,2025-09,366.0,240.0,220.0,1.0,385.0
SP0017,2025-09,602.0,258.0,262.0,2.0,596.0
SP0018,2025-09,502.0,37.0,14.0,0.0,525.0
SP0019,2025-09,582.0,278.0,237.0,3.0,620.0
SP0020,2025-09,540.0,12.0,1.0,0.0,551.0
SP0021,2025-09,601.0,243.0,227.0,1.0,616.0
SP0022,2025-09,0.56,0.02,0.0,0.0,0.58
SP0023,2025-09,218.0,273.0,239.0,1.0,251.0
SP0024,2025-09,555.0,63.0,22.0,0.0,596.0
SP0025,2025-09,299.0,264.0,265.0,1.0,297.0
SP0026,2025-09,154.0,19.0,0.0,0.0,173.0
SP0027,2025-09,623.0,371.0,384.0,4.0,606.0
SP0028,2025-09,362.0,323.0,304.0,2.0,379.0
SP0029,2025-09,398.0,1.0,0.0,0.0,399.0
SP0030,2025-09,286.0,153.0,149.0,0.0,290.0
SP0031,2025-09,523.0,359.0,312.0,2.0,568.0
SP0032,2025-09,0.83,0.04,0.01,0.0,0.85
SP0033,2025-09,445.0,327.0,280.0,4.0,488.0
SP0034,2025-09,637.0,308.0,293.0,4.0,648.0
SP0035,2025-09,324.0,293.0,296.0,0.0,321.0
SP0036,2025-09,389.0,10.0,0.0,0.0,399.0
SP0037,2025-09,426.0,157.0,140.0,1.0,442.0
SP0038,2025-09,0.49,0.38,0.38,0.0,0.49
SP0039,2025-09,321.0,10.0,1.0,0.0,330.0
SP0040,2025-09,827.0,44.0,24.0,1.0,846.0
SP0041,2025-09,337.0,237.0,203.0,0.0,371.0
SP0042,2025-09,427.0,311.0,324.0,3.0,411.0
SP0043,2025-09,683.0,350.0,357.0,2.0,674.0
SP0044,2025-09,565.0,396.0,413.0,1.0,547.0
SP0045,2025-09,338.0,285.0,276.0,2.0,345.0
SP0046,2025-09,0.28,0.28,0.27,0.0,0.29
SP0047,2025-09,425.0,176.0,177.0,2.0,422.0
SP0048,2025-09,378.0,193.0,198.0,1.0,372.0
SP0049,2025-09,172.0,18.0,1.0,0.0,189.0
SP0050,2025-09,243.0,2.0,0.0,0.0,245.0
SP0051,2025-09,591.0,24.0,12.0,0.0,603.0
SP0052,2025-09,496.0,241.0,215.0,1.0,521.0
SP0053,2025-09,590000.0,245000.0,236000.0,2000.0,597000.0
SP0054,2025-09,682.0,64.0,34.0,1.0,711.0
SP0055,2025-09,691.0,47.0,21.0,0.0,717.0
SP0056,2025-09,521.0,265.0,240.0,2.0,544.0
SP0057,2025-09,331.0,5.0,0.0,0.0,336.0
SP0058,2025-09,652.0,71.0,35.0,1.0,687.0
SP0059,2025-09,445000.0,15000.0,0.0,0.0,460000.0
SP0060,2025-09,670.0,77.0,23.0,1.0,723.0
SP0061,2025-09,579.0,224.0,206.0,3.0,594.0
SP0062,2025-09,553.0,352.0,336.0,5.0,564.0
SP9509,2025-09,522.0,15.0,0.0,0.0,537.0
SP0064,2025-09,505.0,21.0,11.0,0.0,515.0
SP0065,2025-09,663.0,151.0,140.0,1.0,673.0
SP0066,2025-09,420.0,174.0,174.0,1.0,419.0
SP0067,2025-09,285.0,362.0,340.0,3.0,304.0
SP0068,2025-09,741.0,55.0,31.0,0.0,765.0
SP0069,2025-09,297.0,10.0,1.0,0.0,306.0
SP0070,2025-09,242.0,220.0,193.0,3.0,266.0
SP0071,2025-09,699.0,173.0,173.0,1.0,698.0
SP0072,2025-09,480000.0,202000.0,211000.0,1000.0,470000.0
SP0073,2025-09,328.0,6.0,0.0,0.0,334.0
SP0074,2025-09,679000.0,77000.0,39000.0,0.0,717000.0
SP0075,2025-09,576.0,28.0,14.0,0.0,590.0
SP0076,2025-09,283.0,150.0,152.0,1.0,280.0
SP0077,2025-09,281.0,337.0,327.0,5.0,286.0
SP0078,2025-09,0.57,0.29,0.28,0.0,0.57
SP0079,2025-09,457.0,383.0,383.0,2.0,455.0
SP0080,2025-09,629.0,64.0,37.0,1.0,655.0
SP0081,2025-09,718.0,67.0,36.0,0.0,749.0
SP0082,2025-09,299.0,6.0,0.0,0.0,305.0
SP0083,2025-09,386.0,8.0,0.0,0.0,394.0
,2025-09,433.0,185.0,165.0,3.0,450.0
SP0085,2025-09,427.0,59.0,27.0,1.0,458.0
SP0086,2025-09,621.0,6.0,0.0,0.0,627.0
SP0087,2025-09,653.0,20.0,6.0,0.0,667.0
SP0088,2025-09,435.0,198.0,177.0,1.0,455.0
SP0089,2025-09,416.0,173.0,162.0,2.0,425.0
SP0090,2025-09,354.0,294.0,264.0,1.0,383.0
SP0091,2025-09,224.0,9.0,0.0,0.0,233.0
SP0092,2025-09,552.0,203.0,187.0,1.0,567.0
SP0093,2025-09,515.0,151.0,133.0,0.0,533.0
SP0094,2025-09,703.0,64.0,20.0,1.0,746.0
SP0095,2025-09,311.0,263.0,270.0,3.0,301.0
SP0096,2025-09,0.56,0.15,0.14,0.0,0.57
SP0097,2025-09,561.0,308.0,279.0,4.0,586.0
SP0098,2025-09,776.0,31.0,14.0,0.0,793.0
SP0099,2025-09,382.0,178.0,180.0,1.0,379.0
SP0100,2025-09,493.0,28.0,14.0,0.0,507.0
SP0101,2025-09,422.0,356.0,330.0,0.0,448.0
SP0102,2025-09,548.0,73.0,25.0,0.0,596.0
SP0103,2025-09,499.0,176.0,172.0,1.0,502.0
SP0104,2025-09,467.0,316.0,313.0,1.0,469.0
SP0105,2025-09,778.0,29.0,13.0,0.0,794.0
SP0106,2025-09,471.0,208.0,190.0,3.0,486.0
SP0107,2025-09,432.0,360.0,339.0,2.0,451.0
SP0108,2025-09,203.0,355.0,346.0,2.0,210.0
SP0109,2025-09,627.0,46.0,17.0,0.0,656.0
SP0110,2025-09,539.0,372.0,355.0,4.0,552.0
SP0111,2025-09,544.0,44.0,19.0,0.0,569.0
SP0112,2025-09,433.0,379.0,327.0,4.0,481.0
,2025-09,377.0,159.0,153.0,1.0,382.0
SP0114,2025-09,434.0,216.0,218.0,3.0,429.0
SP0115,2025-09,0.59,0.19,0.18,0.0,0.6
SP0116,2025-09,248.0,179.0,181.0,1.0,245.0
SP0117,2025-09,300.0,197.0,181.0,1.0,315.0
SP0118,2025-09,368.0,298.0,258.0,1.0,407.0
,2025-09,562.0,16.0,1.0,0.0,577.0
SP0120,2025-09,519.0,367.0,350.0,5.0,531.0
SP0121,2025-09,321.0,358.0,329.0,3.0,347.0
SP0122,2025-09,738.0,75.0,25.0,1.0,787.0
SP9506,2025-09,314.0,311.0,312.0,2.0,311.0
SP0124,2025-09,408.0,150.0,137.0,2.0,419.0
SP0125,2025-09,609.0,47.0,14.0,1.0,641.0
SP0126,2025-09,520.0,7.0,0.0,0.0,527.0
SP0127,2025-09,624.0,280.0,242.0,2.0,660.0
SP0128,2025-09,280.0,6.0,0.0,0.0,286.0
SP0129,2025-09,623.0,351.0,322.0,5.0,647.0
SP0130,2025-09,606.0,343.0,349.0,6.0,594.0
SP0131,2025-09,320.0,157.0,161.0,1.0,315.0
SP0132,2025-09,163.0,15.0,2.0,0.0,176.0
SP0133,2025-09,237.0,181.0,188.0,1.0,229.0
SP0134,2025-09,250.0,257.0,262.0,3.0,242.0
SP0135,2025-09,614.0,386.0,365.0,0.0,635.0
SP0136,2025-09,370.0,256.0,250.0,1.0,375.0
SP0137,2025-09,303.0,339.0,316.0,1.0,325.0
SP0138,2025-09,413.0,398.0,378.0,2.0,431.0
SP0139,2025-09,223.0,225.0,225.0,3.0,220.0
SP0140,2025-09,270.0,351.0,354.0,1.0,266.0
SP0141,2025-09,449.0,191.0,170.0,3.0,467.0
SP0142,2025-09,619.0,388.0,384.0,1.0,622.0
SP0143,2025-09,630.0,251.0,234.0,2.0,645.0
SP0144,2025-09,253.0,310.0,267.0,3.0,293.0
SP0145,2025-09,411.0,41.0,23.0,0.0,429.0
SP0146,2025-09,360.0,225.0,221.0,4.0,360.0
SP0147,2025-09,587.0,69.0,29.0,0.0,627.0
SP0148,2025-09,608.0,321.0,310.0,1.0,618.0
SP0149,2025-09,609.0,153.0,148.0,1.0,613.0
SP0150,2025-09,400.0,252.0,227.0,3.0,422.0
SP0151,2025-09,205.0,241.0,223.0,3.0,220.0
SP0152,2025-09,341.0,160.0,158.0,2.0,341.0
SP0153,2025-09,370.0,177.0,182.0,1.0,364.0
SP0154,2025-09,307.0,198.0,168.0,2.0,335.0
SP0155,2025-09,481.0,385.0,371.0,3.0,492.0
SP0156,2025-09,584.0,232.0,228.0,2.0,586.0
SP0157,2025-09,372.0,214.0,223.0,1.0,362.0
SP0158,2025-09,473.0,388.0,348.0,2.0,511.0
SP0159,2025-09,387.0,200.0,188.0,0.0,399.0
SP0160,2025-09,938000.0,46000.0,14000.0,1000.0,969000.0
SP0161,2025-09,450.0,327.0,342.0,3.0,432.0
SP0162,2025-09,492.0,40.0,14.0,0.0,518.0
,2025-09,126.0,290.0,256.0,4.0,156.0
SP0164,2025-09,292.0,389.0,353.0,2.0,326.0
SP0165,2025-09,645.0,36.0,20.0,0.0,661.0
SP0166,2025-09,238000.0,10000.0,0.0,0.0,248000.0
SP0167,2025-09,509.0,231.0,220.0,1.0,519.0
SP0168,2025-09,503.0,394.0,396.0,2.0,499.0
SP0169,2025-09,565.0,72.0,31.0,0.0,606.0
SP0170,2025-09,517.0,24.0,8.0,0.0,533.0
SP0171,2025-09,489.0,288.0,279.0,2.0,496.0
SP0172,2025-09,522.0,152.0,147.0,0.0,527.0
SP0173,2025-09,654.0,381.0,387.0,5.0,643.0
SP0174,2025-09,668.0,199.0,201.0,0.0,666.0
SP0175,2025-09,301.0,287.0,253.0,2.0,333.0
SP0176,2025-09,485.0,268.0,253.0,4.0,496.0
SP0177,2025-09,541.0,160.0,152.0,2.0,547.0
SP0178,2025-09,733.0,54.0,24.0,0.0,763.0
SP0179,2025-09,456.0,270.0,246.0,2.0,478.0
SP0180,2025-09,594.0,234.0,234.0,1.0,593.0
SP0181,2025-09,798.0,45.0,15.0,0.0,828.0
SP0182,2025-09,542.0,63.0,23.0,1.0,581.0
SP0183,2025-09,0.6,0.16,0.15,0.0,0.62
SP0184,2025-09,177.0,176.0,172.0,3.0,178.0
SP0185,2025-09,253.0,379.0,366.0,3.0,263.0
SP0186,2025-09,285.0,304.0,293.0,1.0,295.0
SP0187,2025-09,212.0,191.0,191.0,1.0,211.0
SP0188,2025-09,183.0,369.0,358.0,6.0,188.0
SP0189,2025-09,605.0,186.0,168.0,1.0,622.0
SP0190,2025-09,409.0,150.0,136.0,1.0,422.0
SP0191,2025-09,656.0,297.0,293.0,2.0,658.0
SP0192,2025-09,351.0,300.0,268.0,0.0,383.0
SP0193,2025-09,633.0,362.0,311.0,3.0,681.0
SP0194,2025-09,362.0,251.0,254.0,3.0,356.0
SP0195,2025-09,157.0,285.0,294.0,2.0,146.0
SP0196,2025-09,830.0,65.0,35.0,1.0,859.0
SP0197,2025-09,705.0,302.0,304.0,1.0,702.0
SP0198,2025-09,706.0,55.0,20.0,0.0,741.0
SP0199,2025-09,752.0,65.0,22.0,1.0,794.0
SP0200,2025-09,381.0,395.0,385.0,1.0,390.0
SP0201,2025-09,225.0,382.0,387.0,2.0,218.0
SP0202,2025-09,588.0,342.0,347.0,1.0,582.0
SP0203,2025-09,284.0,246.0,231.0,1.0,298.0
SP0204,2025-09,551.0,58.0,19.0,0.0,590.0
SP0205,2025-09,312.0,392.0,369.0,1.0,334.0
SP0206,2025-09,446.0,309.0,313.0,2.0,440.0
SP0207,2025-09,0.59,0.24,0.22,0.0,0.62
SP0208,2025-09,308.0,294.0,258.0,6.0,338.0
SP0209,2025-09,439.0,238.0,229.0,2.0,446.0
SP0210,2025-09,144.0,169.0,162.0,1.0,150.0
SP0211,2025-09,368.0,280.0,249.0,3.0,396.0
SP0212,2025-09,317.0,13.0,1.0,0.0,329.0
,2025-09,519.0,205.0,179.0,0.0,545.0
SP0214,2025-09,349.0,206.0,193.0,2.0,360.0
SP0215,2025-09,153.0,383.0,371.0,4.0,161.0
SP0216,2025-09,425000.0,293000.0,277000.0,2000.0,439000.0
SP0217,2025-09,304.0,342.0,352.0,4.0,290.0
SP0218,2025-09,451.0,355.0,335.0,4.0,467.0
SP0219,2025-09,478.0,318.0,278.0,5.0,513.0
SP0220,2025-09,431.0,336.0,352.0,2.0,413.0
SP0001,2025-10,0.5,0.07,0.03,0.0,0.54
SP0002,2025-10,592.0,277.0,280.0,1.0,588.0
SP0003,2025-10,546.0,281.0,240.0,2.0,585.0
SP0004,2025-10,196.0,17.0,0.0,0.0,213.0
SP0005,2025-10,502.0,236.0,243.0,3.0,492.0
SP9508,2025-10,703.0,313.0,279.0,0.0,737.0
SP0007,2025-10,476.0,268.0,252.0,1.0,491.0
SP0008,2025-10,633.0,317.0,286.0,1.0,663.0
SP0009,2025-10,548.0,274.0,240.0,1.0,581.0
SP0010,2025-10,255.0,427.0,428.0,2.0,252.0
SP0011,2025-10,618.0,310.0,316.0,2.0,610.0
SP0012,2025-10,407.0,204.0,212.0,2.0,397.0
SP0013,2025-10,677.0,75.0,36.0,1.0,715.0
SP0014,2025-10,654.0,438.0,425.0,2.0,665.0
SP0015,2025-10,0.37,0.01,0.0,0.0,0.38
SP0016,2025-10,385.0,294.0,262.0,1.0,416.0
SP0017,2025-10,596.0,172.0,161.0,1.0,606.0
SP0018,2025-10,525.0,42.0,23.0,0.0,544.0
SP0019,2025-10,620.0,388.0,341.0,4.0,663.0
SP0020,2025-10,551.0,15.0,2.0,0.0,564.0
SP0021,2025-10,616.0,249.0,249.0,1.0,615.0
SP0022,2025-10,578.0,14.0,0.0,0.0,592.0
SP0023,2025-10,251.0,207.0,188.0,2.0,268.0
SP0024,2025-10,596.0,77.0,27.0,1.0,645.0
SP0025,2025-10,297.0,223.0,197.0,1.0,322.0
SP0026,2025-10,173.0,13.0,0.0,0.0,186.0
SP0027,2025-10,606.0,223.0,200.0,3.0,626.0
SP0028,2025-10,379.0,217.0,192.0,2.0,402.0
SP0029,2025-10,0.4,0.02,0.0,0.0,0.41
SP0030,2025-10,290.0,204.0,175.0,1.0,318.0
SP0031,2025-10,568.0,344.0,335.0,2.0,575.0
SP0032,2025-10,849.0,72.0,43.0,1.0,877.0
SP0033,2025-10,488.0,413.0,388.0,6.0,507.0
SP0034,2025-10,648.0,275.0,267.0,4.0,652.0
SP0035,2025-10,321.0,311.0,283.0,1.0,348.0
SP0036,2025-10,399.0,7.0,0.0,0.0,406.0
SP0037,2025-10,442.0,285.0,260.0,4.0,463.0
,2025-10,490.0,371.0,356.0,1.0,504.0
SP0039,2025-10,330.0,17.0,2.0,0.0,345.0
SP0040,2025-10,846.0,36.0,18.0,0.0,864.0
SP0041,2025-10,371.0,279.0,280.0,1.0,369.0
SP0042,2025-10,411000.0,199000.0,189000.0,2000.0,419000.0
SP0043,2025-10,674.0,302.0,292.0,1.0,683.0
SP0044,2025-10,547.0,371.0,324.0,0.0,594.0
SP0045,2025-10,345.0,298.0,299.0,3.0,341.0
SP0046,2025-10,287.0,365.0,342.0,1.0,309.0
SP0047,2025-10,422.0,166.0,174.0,1.0,413.0
SP0048,2025-10,372.0,394.0,365.0,2.0,399.0
SP0049,2025-10,189.0,11.0,1.0,0.0,199.0
SP0050,2025-10,245.0,2.0,0.0,0.0,247.0
SP0051,2025-10,603.0,75.0,41.0,0.0,637.0
SP0052,2025-10,0.52,0.38,0.38,0.0,0.52
SP0053,2025-10,597.0,226.0,208.0,2.0,613.0
SP0054,2025-10,711.0,56.0,27.0,1.0,739.0
SP0055,2025-10,717.0,59.0,19.0,1.0,756.0
SP0056,2025-10,544.0,187.0,177.0,1.0,553.0
SP0057,2025-10,336.0,7.0,0.0,0.0,343.0
SP0058,2025-10,687.0,81.0,33.0,1.0,734.0
SP0059,2025-10,460.0,4.0,0.0,0.0,464.0
SP0060,2025-10,723.0,83.0,33.0,0.0,773.0
SP0061,2025-10,594.0,336.0,346.0,3.0,581.0
SP0062,2025-10,564.0,289.0,261.0,2.0,590.0
SP0063,2025-10,537.0,15.0,1.0,0.0,551.0
SP0064,2025-10,515.0,60.0,28.0,0.0,547.0
SP0065,2025-10,673.0,392.0,379.0,0.0,686.0
SP0066,2025-10,419.0,438.0,433.0,1.0,423.0
SP0067,2025-10,304.0,335.0,348.0,3.0,288.0
SP0068,2025-10,765.0,53.0,24.0,0.0,794.0
SP0069,2025-10,306.0,18.0,2.0,0.0,322.0
SP0070,2025-10,266.0,301.0,309.0,3.0,255.0
SP0071,2025-10,698.0,409.0,369.0,0.0,738.0
SP0072,2025-10,470.0,404.0,385.0,1.0,488.0
SP0073,2025-10,334.0,5.0,0.0,0.0,339.0
SP0074,2025-10,717.0,53.0,26.0,0.0,744.0
SP0075,2025-10,590.0,59.0,26.0,0.0,623.0
SP0076,2025-10,280.0,218.0,196.0,1.0,301.0
SP0077,2025-10,286.0,335.0,305.0,3.0,313.0
