MaDonMuaHang,MaNhaCungCap,MaSanPham,NgayDatHang,SoLuong,DonGiaMua
PO000735,NCC013,SP0162,07/07/2026,156,116300.0
PO002166,NCC006,SP0168,01/06/2026,829,20500.0
PO001505,NCC005,SP0154,05/02/2025,345,24200.0
PO001506,NCC043,SP0041,16/12/2024,534,832800.0
PO001193,NCC024,SP0076,12/25/2025,59,52700.0
PO000226,NCC025,SP0030,15/03/2025,350,681900.0
PO000540,NCC009,SP0110,28/02/2025,368,39500.0
PO000563,NCC015,SP0126,08/07/2025,221,56900.0
PO002040,NCC034,,11/02/2025,926,148900.0
PO002604,NCC045,SP0074,27/01/2026,967,640000.0
PO003431,NCC026,SP0206,12/07/2026,314,37200.0
PO002342,NCC008,SP0116,17/03/2025,565,349000.0
PO001289,NCC001,SP0031,09/02/2025,676,40600.0
PO002708,NCC035,SP0176,09/04/2026,796,75200.0
PO000411,NCC012,SP0017,20/09/2024,969,40700.0
PO003493,NCC040,SP0128,24/11/2024,718,156400.0
PO002019,NCC032,,24/09/2025,553,126900.0
PO000126,NCC028,SP0151,10/04/2025,544,133800.0
PO002217,NCC031,SP0002,02/02/2025,508,26100.0
PO003330,NCC034,SP0209,12/01/2026,66,76700.0
PO001932,NCC033,SP0195,24/12/2024,794,141500.0
PO000262,NCC014,SP0138,18/02/2026,525,24500.0
PO002283,NCC002,SP0045,2025-06-10,753,121200.0
PO000155,NCC008,SP0215,02/06/2026,66,48800.0
PO000552,NCC026,SP0044,15/01/2026,927,800000.0
PO002480,NCC022,SP0004,23/06/2026,533,119200.0
PO000562,NCC035,SP0114,14/09/2025,39,58300.0
PO001736,NCC043,SP0205,13/01/2025,466,312200.0
PO002843,NCC010,SP0002,15/05/2026,951,25400.0
PO002624,NCC038,SP0065,21/08/2025,205,539000.0
PO002870,NCC021,SP0121,03/05/2026,156,126100.0
PO000708,NCC037,SP0039,13/03/2026,735,15400.0
PO001558,NCC041,SP0010,2025-10-26,152,577600.0
PO001919,NCC008,SP0066,27/02/2025,889,304300.0
PO002168,NCC045,SP0102,30/05/2025,70,499400.0
PO001026,NCC006,SP0164,13/04/2025,979,532100.0
PO000064,NCC031,SP0073,06/02/2026,599,62500.0
PO002842,NCC019,SP0155,24/10/2025,670,135100.0
PO000022,NCC018,SP0135,21/09/2025,820,576700.0
PO001664,NCC011,SP0064,01/10/2024,219,100700.0
PO001556,NCC018,SP0180,28/05/2025,178,685300.0
PO001768,NCC043,SP0086,20/11/2024,302,89600.0
PO000500,NCC041,SP0110,20/11/2024,342,38400.0
PO001095,NCC032,SP0211,09/10/2025,296,156000.0
PO002639,NCC034,SP0135,07/05/2026,456,569000.0
PO002171,NCC022,SP0025,31/03/2026,802,23000.0
PO002972,NCC022,SP0201,06/26/2026,20,555900.0
PO000469,NCC025,SP0204,09/07/2025,507,789200.0
PO001617,NCC029,SP0101,15/10/2024,766,197000.0
PO003030,NCC045,SP0070,26/04/2025,365,110000.0
PO001915,NCC011,SP0177,02/08/2025,797,169200.0
PO002856,NCC003,SP0111,01/03/2026,471,38900.0
PO002537,NCC022,SP0110,02/03/2026,518,37900.0
PO001104,NCC900,SP0063,20/04/2026,673,58700.0
PO002556,NCC008,SP0026,22/02/2026,800,68200.0
PO003183,NCC030,,12/12/2025,766,124700.0
PO000676,NCC020,SP0056,18/12/2024,20,42100.0
PO002477,NCC043,SP0145,06/04/2026,574,90600.0
PO003260,NCC037,SP0012,28/03/2025,703,92700.0
PO002080,NCC013,SP0063,31/03/2025,534,66300.0
PO001494,NCC039,SP0141,30/04/2026,234,51600.0
PO002576,NCC012,SP0130,13/06/2026,347,148500.0
PO002278,NCC041,SP0103,06/05/2026,344,125400.0
PO001499,NCC022,SP0140,27/06/2026,91,166500.0
PO000321,NCC032,SP0102,28/05/2026,574,493200.0
PO002173,NCC030,SP0016,25/03/2026,235,638900.0
PO000453,NCC034,SP0148,07/09/2024,346,35100.0
PO002023,NCC017,SP0096,18/06/2026,65,39900.0
PO001536,NCC033,SP0010,16/02/2025,958,529700.0
PO002528,NCC007,SP0159,12/02/2025,659,470800.0
PO002203,NCC011,SP0120,07/11/2024,496,103700.0
PO000351,NCC005,SP0210,01/06/2025,479,21300.0
PO001857,NCC024,SP0028,10/10/2024,683,115700.0
PO000076,NCC023,SP0130,08/11/2025,698,141300.0
PO000165,NCC021,SP0007,17/09/2025,525,124700.0
PO000622,NCC004,SP0206,18/10/2024,237,36900.0
PO003267,NCC039,SP0045,02/05/2026,690,134000.0
PO003334,NCC019,SP0122,14/02/2026,822,74500.0
PO001148,NCC016,SP0109,21/08/2025,373,622500.0
PO003196,NCC039,SP0190,13/07/2025,196,29600.0
PO002872,NCC002,SP0020,10/01/2025,978,55900.0
PO002375,NCC008,SP0119,19/12/2025,943,155600.0
PO001534,NCC032,SP0190,24/05/2026,752,29100.0
PO002308,NCC036,SP0105,08/03/2026,883,119700.0
PO000558,NCC025,SP0033,13/11/2024,663,70000.0
PO001921,NCC021,SP0158,09/04/2025,165,114600.0
PO002861,NCC012,SP0145,01/11/2024,220,94000.0
PO000657,NCC044,SP0038,18/10/2024,261,660600.0
PO000463,NCC031,,03/06/2026,861,99400.0
PO000850,NCC044,SP0129,01/10/2024,611,120600.0
PO000158,NCC019,SP0135,17/03/2026,209,675700.0
PO003048,NCC001,SP0074,11/09/2025,140,688900.0
PO003490,NCC023,SP0079,27/05/2025,653,23100.0
PO003167,NCC004,SP0072,26/10/2024,803,424200.0
PO001002,NCC020,SP0034,21/05/2025,707,169400.0
PO000346,NCC006,SP0038,11/11/2025,707,746600.0
PO003105,NCC024,SP0194,24/01/2025,60,90800.0
PO003484,NCC033,SP0105,04/07/2026,207,121200.0
PO002879,NCC904,SP0187,11/06/2025,722,133200.0
PO001186,NCC026,SP0177,06/03/2026,258,160600.0
PO002015,NCC031,SP0199,26/06/2025,729,81900.0
PO003224,NCC905,SP0124,08/05/2026,766,39300.0
PO9900016,NCC009,SP0131,29/10/2025,391,27600.0
PO001707,NCC023,SP0137,15/07/2026,118,532500.0
PO002293,NCC026,SP0156,16/09/2025,572,64300.0
PO003385,NCC005,SP0030,27/06/2026,627,697100.0
PO001474,NCC035,SP0140,04/09/2025,554,147500.0
PO000882,NCC024,SP0068,12/02/2025,784,38000.0
PO003037,NCC013,SP0044,13/09/2024,375,832300.0
PO002167,NCC016,SP0185,22/03/2026,316,19000.0
PO000357,NCC041,SP0186,09/11/2025,768,605000.0
PO003302,NCC044,SP0100,15/01/2025,921,153300.0
PO000690,NCC044,SP0004,19/04/2026,944,130400.0
PO003300,NCC018,SP0157,26/08/2025,402,200700.0
PO000285,NCC044,SP0199,23/05/2025,289,88400.0
PO001246,NCC015,SP0037,22/09/2024,442,93600.0
PO002143,NCC032,SP0126,20/03/2025,144,71800.0
PO000995,NCC044,SP0218,13/11/2025,350,115700.0
PO002955,NCC013,SP0205,06/10/2025,370,261500.0
PO000249,NCC036,SP0120,13/09/2025,111,111300.0
PO001100,NCC016,SP0159,26/10/2025,724,491900.0
PO000103,NCC028,SP0085,16/08/2025,842,68600.0
PO001565,NCC021,SP0001,07/07/2026,869,29100.0
PO002020,NCC035,SP0020,17/09/2025,72,74200.0
PO003396,NCC005,SP0123,21/11/2025,570,159500.0
PO001176,NCC023,SP0170,22/08/2024,953,122500.0
PO001789,NCC035,SP0014,15/07/2026,311,417300.0
PO002961,NCC021,SP0170,12/02/2026,428,122500.0
PO003439,NCC018,SP0183,15/03/2025,36,96100.0
PO000782,NCC033,SP0207,25/05/2025,752,21200.0
PO001501,NCC009,SP0182,10/12/2025,37,82700.0
PO002748,NCC041,SP0182,20/06/2026,378,76500.0
PO001142,NCC023,SP0158,10/04/2025,838,90000.0
PO002553,NCC027,SP0080,19/02/2026,635,119300.0
PO001760,NCC019,SP0015,25/11/2025,362,63300.0
PO000788,NCC042,SP0058,28/11/2025,153,30800.0
PO001747,NCC025,SP0026,05/06/2026,496,59100.0
PO002239,NCC021,SP0176,23/10/2025,418,68100.0
PO9900004,NCC037,SP0196,29/07/2025,271,80800.0
PO003138,NCC002,SP0084,25/07/2026,629,101800.0
PO000312,NCC004,SP0038,13/08/2025,790,643800.0
PO001550,NCC027,,25/11/2025,900,39300.0
PO000229,NCC018,SP0058,13/04/2026,939,31300.0
PO003321,NCC006,SP0216,21/02/2025,88,53300.0
PO003208,NCC004,SP0151,07/11/2024,676,136100.0
PO002415,NCC015,SP0119,04/05/2025,546,148100.0
PO001333,NCC013,SP0118,13/06/2025,991,107600.0
PO001228,NCC903,SP0004,20/03/2026,592,124500.0
PO000669,NCC038,SP0101,08/11/2025,927,186600.0
PO001929,NCC007,SP0049,21/10/2025,345,137800.0
PO000418,NCC014,SP0091,07/05/2025,194,47100.0
PO002470,NCC002,SP0078,18/09/2024,51,105000.0
PO000057,NCC006,SP0044,04/03/2025,235,721100.0
PO002749,NCC042,SP0195,19/07/2026,531,114600.0
PO000786,NCC030,SP0182,04/02/2025,833,65600.0
PO001278,NCC040,SP0169,10/11/2025,950,443800.0
PO000533,NCC015,SP0108,08/06/2026,400,96400.0
PO002196,NCC010,SP0189,03/01/2025,222,97200.0
PO000370,NCC033,SP0102,12/05/2026,98,463500.0
PO002685,NCC008,SP0004,27/02/2026,295,99500.0
PO001973,NCC002,SP0171,13/08/2025,770,18800.0
PO003366,NCC002,SP0047,16/11/2024,874,76200.0
PO001755,NCC021,SP0055,05/12/2024,208,136900.0
PO003092,NCC033,SP0063,05/06/2025,584,59000.0
PO003370,NCC041,SP0218,19/02/2025,934,86500.0
PO003123,NCC042,SP0194,03/04/2025,714,99400.0
PO001180,NCC002,SP0031,13/05/2026,555,39000.0
PO001926,NCC008,SP0115,19/11/2024,853,20300.0
PO000532,NCC036,SP0130,22/08/2025,160,174800.0
PO002786,NCC034,SP0189,08/01/2025,97,78200.0
PO002633,NCC040,SP0118,05/12/2025,137,135500.0
PO001394,NCC037,SP0201,22/09/2025,751,558400.0
PO002977,NCC027,SP0021,27/08/2024,179,34600.0
PO000483,NCC038,SP0200,27/03/2026,391,277700.0
PO000874,NCC042,SP0203,18/05/2026,848,566900.0
PO000722,NCC039,SP0136,18/01/2025,294,498100.0
PO000551,NCC039,SP0038,22/08/2024,569,723000.0
PO001709,NCC004,SP0181,12/05/2026,257,494100.0
PO001327,NCC019,SP0162,12/06/2026,948,111000.0
PO003395,NCC010,SP0178,18/02/2026,299,148500.0
PO001975,NCC002,SP0057,27/05/2026,35,133200.0
PO000971,NCC007,SP0206,17/03/2025,934,34900.0
PO001191,NCC045,SP0168,29/01/2026,411,19200.0
PO000897,NCC038,SP0115,01/07/2026,655,20700.0
PO000480,NCC039,SP0185,23/03/2026,879,20800.0
PO002581,NCC006,SP0207,13/09/2025,790,19100.0
PO9900054,NCC033,SP0006,15/03/2025,763,616500.0
PO9900015,NCC902,SP0160,09/10/2024,85,42400.0
PO003020,NCC015,SP0146,02/19/2025,670,70000.0
PO003486,NCC034,SP0100,05/11/2024,730,148100.0
PO001007,NCC017,SP0173,04/02/2026,591,88500.0
PO002012,NCC043,SP0204,10/01/2026,219,769900.0
PO001495,NCC024,SP0047,21/10/2024,713,105600.0
PO002316,NCC001,SP0142,06/07/2026,714,339000.0
PO002050,NCC009,SP0030,2025-06-12,131,586700.0
PO000996,NCC028,SP0168,2025-10-27,116,22100.0
PO001272,NCC022,SP0211,26/02/2025,576,164500.0
PO002724,NCC016,SP0039,18/12/2025,827,14400.0
PO001877,NCC021,SP0160,15/09/2025,651,56300.0
PO002517,NCC008,SP0010,20/12/2024,655,553000.0
PO002979,NCC041,SP0045,07/06/2026,646,145500.0
PO002871,NCC032,SP0040,20/11/2025,401,146100.0
PO001356,NCC022,SP0123,01/06/2026,219,148000.0
PO001102,NCC015,SP0101,07/02/2026,276,222300.0
PO000275,NCC021,SP0111,20/09/2025,416,41300.0
PO001490,NCC023,SP0069,05/03/2026,944,37800.0
PO001774,NCC014,SP0179,17/02/2026,46,165600.0
PO002557,NCC034,SP0157,13/02/2026,198,188400.0
PO000021,NCC043,SP0084,24/01/2025,97,99300.0
PO001498,NCC032,SP0118,24/11/2024,659,134000.0
PO000287,NCC024,SP0122,29/01/2026,101,91500.0
PO002302,NCC039,SP0002,17/11/2025,911,26900.0
PO002586,NCC033,SP0027,02/05/2026,906,53100.0
PO002085,NCC023,SP0156,17/03/2025,747,66500.0
PO000495,NCC027,SP0098,15/12/2025,119,76000.0
PO001770,NCC020,SP0026,22/05/2025,949,66100.0
PO002086,NCC028,SP0208,06/02/2026,263,79200.0
PO000296,NCC034,SP0173,04/06/2025,933,97000.0
PO001813,NCC008,SP0138,04/11/2025,259,25500.0
PO000900,NCC003,SP0051,25/05/2025,80,141200.0
PO000067,NCC026,SP0051,06/03/2025,412,195500.0
PO002140,NCC013,SP0020,10/01/2026,143,64300.0
PO000484,NCC902,SP0216,25/07/2025,568,46800.0
PO001113,NCC014,SP0090,17/08/2025,992,508400.0
PO000602,NCC036,SP0001,25/06/2026,779,28300.0
PO002969,NCC029,,24/09/2024,629,35700.0
PO000504,NCC019,SP0203,08/04/2025,41,709200.0
PO002322,NCC029,SP0112,10/08/2025,351,86300.0
PO000587,NCC019,SP0211,24/03/2025,484,151700.0
PO000192,NCC035,SP0074,27/11/2025,836,624200.0
PO9900030,NCC005,SP0151,01/06/2026,282,126700.0
PO000342,NCC040,SP0028,06/09/2024,63,91000.0
PO001624,NCC013,SP0009,30/11/2025,742,300500.0
PO000206,NCC044,SP0011,27/09/2024,854,27500.0
PO002962,NCC021,SP0163,24/05/2025,447,120500.0
PO000773,NCC044,SP0104,17/10/2025,942,793800.0
PO003455,NCC026,SP0127,09/02/2025,391,28500.0
PO002657,NCC026,SP0018,03/07/2025,32,536500.0
PO003428,NCC030,SP0182,2025-05-11,232,75000.0
PO000557,NCC032,SP0140,11/07/2025,985,130200.0
PO001530,NCC002,SP0083,24/05/2025,554,50700.0
PO002744,NCC019,SP0106,27/06/2025,486,127700.0
PO002221,NCC027,SP0134,06/09/2025,997,114500.0
PO001734,NCC025,SP0174,05/09/2025,925,549700.0
PO003211,NCC022,,15/03/2025,948,74800.0
PO000139,NCC005,SP0005,15/03/2026,861,138400.0
PO002345,NCC004,SP0086,05/04/2025,973,118500.0
PO000537,NCC025,SP0092,04/12/2024,305,30800.0
PO002653,NCC040,SP0001,22/12/2024,76,29000.0
PO000102,NCC034,SP0018,10/08/2024,280,532300.0
PO000173,NCC014,SP0068,08/09/2025,347,34900.0
PO000128,NCC005,SP0069,13/09/2025,143,40600.0
PO001249,NCC011,SP0150,15/04/2026,829,117800.0
PO000873,NCC024,SP0170,25/09/2024,218,148100.0
PO000798,NCC029,SP0167,22/03/2025,759,30000.0
PO001512,NCC007,SP0131,19/06/2026,919,28100.0
PO002897,NCC008,,23/01/2026,373,117000.0
PO001255,NCC012,SP0097,09/06/2026,645,60800.0
PO002063,NCC017,SP0093,29/09/2024,157,771000.0
PO9900006,NCC028,SP0220,27/06/2025,747,41700.0
PO002443,NCC037,SP0158,07/03/2026,132,97700.0
PO001621,NCC007,SP0113,10/12/2025,591,113000.0
PO001633,NCC013,SP0020,21/01/2025,481,53200.0
PO001899,NCC035,SP0202,11/07/2026,312,250200.0
PO000410,NCC903,SP0170,11/10/2025,860,153500.0
PO000700,NCC039,SP0136,04/11/2025,212,662600.0
PO000672,NCC003,SP0151,01/02/2026,219,143600.0
PO000270,NCC036,SP0071,13/10/2024,502,539000.0
PO001435,NCC044,SP0150,2026-03-06,893,109200.0
PO000516,NCC006,SP0116,04/01/2025,340,410500.0
PO001365,NCC013,SP0041,13/06/2025,573,895900.0
PO001638,NCC044,SP0068,09/11/2024,93,38100.0
PO003113,NCC024,SP0009,04/05/2025,502,257100.0
PO000652,NCC035,SP0049,03/09/2025,139,117100.0
PO001938,NCC027,SP0183,29/06/2025,116,79900.0
PO001883,NCC010,SP0172,13/01/2025,515,454200.0
PO002775,NCC036,SP0047,25/04/2026,380,97300.0
PO002434,NCC036,SP0015,10/06/2025,232,66600.0
PO9900055,NCC045,SP0102,30/05/2025,70,499400.0
PO002056,NCC001,SP0189,19/03/2026,794,87000.0
PO002192,NCC023,SP0099,28/07/2025,198,145000.0
PO001472,NCC007,SP0196,06/11/2025,617,73300.0
PO001742,NCC005,SP0087,17/05/2025,528,104700.0
PO003060,NCC016,SP0135,28/07/2025,247,711500.0
PO003365,NCC007,SP0053,02/12/2025,221,127900.0
PO001418,NCC033,SP0087,08/01/2026,538,92800.0
PO000056,NCC040,SP0038,27/05/2025,312,630400.0
PO002704,NCC009,SP0007,03/05/2026,330,142400.0
PO001332,NCC042,SP0213,23/03/2025,28,24100.0
PO001194,NCC003,SP0195,12/12/2024,189,146300.0
PO002068,NCC045,SP0204,15/10/2024,329,840500.0
PO003375,NCC022,SP0092,16/11/2025,495,30600.0
PO002974,NCC016,SP0110,23/07/2026,673,40100.0
PO002670,NCC019,SP0177,18/02/2025,122,172400.0
PO000824,NCC028,SP0109,29/04/2026,943,653200.0
PO003401,NCC036,SP0099,25/08/2025,305,123500.0
PO001326,NCC001,SP0092,06/02/2025,712,33200.0
PO000941,NCC006,SP0189,06/11/2025,826,81300.0
PO000847,NCC018,SP0167,14/12/2024,114,31400.0
PO001843,NCC032,SP0031,28/07/2025,951,39400.0
PO002204,NCC002,SP0149,03/11/2024,840,837900.0
PO002567,NCC003,SP0010,10/12/2024,344,562000.0
PO000819,NCC020,SP0184,26/07/2025,580,123600.0
PO000305,NCC041,SP0017,02/09/2025,381,39400.0
PO002551,NCC034,SP0034,27/10/2025,109,161800.0
PO001852,NCC011,SP0013,28/06/2025,435,69300.0
PO001604,NCC038,SP0059,19/04/2026,647,472000.0
PO003406,NCC042,SP0088,02/17/2026,950,56400.0
PO000276,NCC017,SP0093,04/08/2025,751,596100.0
PO000749,NCC003,SP0021,16/10/2024,772,35200.0
PO000613,NCC007,SP0199,2025-04-15,385,101100.0
PO001682,NCC007,SP0090,09/12/2024,887,533600.0
PO002006,NCC024,SP0132,01/01/2026,153,294900.0
PO001235,NCC015,SP0155,29/12/2025,748,147200.0
PO003371,NCC010,SP0177,08/10/2025,162,153800.0
PO002694,NCC014,SP0178,01/01/2026,161,117000.0
PO003266,NCC006,SP0196,11/11/2025,582,78400.0
PO002230,NCC904,SP0209,13/08/2024,648,72200.0
PO000801,NCC026,SP0161,04/07/2025,121,62000.0
PO001572,NCC028,,23/07/2025,700,25100.0
PO001859,NCC029,SP0149,27/01/2026,927,784400.0
PO003462,NCC017,SP0088,20/04/2025,769,57100.0
PO001473,NCC027,SP0173,31/05/2026,639,87300.0
PO000507,NCC018,SP0157,08/11/2025,361,174300.0
PO002014,NCC003,SP0088,05/10/2025,857,60100.0
PO002402,NCC025,SP0155,11/01/2026,44,160500.0
PO003015,NCC036,SP0187,07/04/2026,365,141200.0
PO002857,NCC017,SP0093,03/11/2025,264,743900.0
PO000606,NCC034,SP0145,18/05/2026,686,104100.0
PO001716,NCC009,SP0200,27/11/2024,228,257800.0
PO000922,NCC004,SP0172,28/12/2024,979,503100.0
PO000181,NCC011,SP0139,02/05/2025,996,129700.0
PO002589,NCC001,SP0201,30/10/2024,135,538600.0
PO000142,NCC033,SP0006,15/03/2025,763,616500.0
PO003388,NCC045,SP0060,12/17/2024,744,19600.0
PO000842,NCC008,SP0209,16/08/2024,358,66200.0
PO001489,NCC009,SP0019,03/07/2026,937,90000.0
PO9900040,NCC045,SP0145,14/08/2025,213,97300.0
PO000946,NCC032,SP0127,18/05/2025,698,28100.0
PO003408,NCC025,SP0097,25/02/2025,87,55000.0
PO001279,NCC032,SP0134,11/12/2024,209,87600.0
PO003280,NCC037,SP0157,03/05/2025,863,163000.0
PO002846,NCC011,SP0105,09/08/2025,465,107500.0
PO002179,NCC016,SP0164,26/11/2024,223,544300.0
PO002200,NCC002,SP0212,11/10/2025,58,176100.0
PO002533,NCC028,SP0046,14/06/2025,218,25600.0
PO001361,NCC043,SP0050,20/06/2026,248,438800.0
PO000505,NCC044,SP0052,06/02/2026,678,27600.0
PO003189,NCC024,SP0066,11/17/2025,830,313000.0
PO002122,NCC012,SP0219,23/02/2025,744,37400.0
PO000006,NCC045,SP0190,26/07/2025,662,31500.0
PO003393,NCC012,SP0032,28/01/2026,170,107200.0
PO001120,NCC036,SP0220,09/07/2025,622,41400.0
PO003149,NCC028,,06/06/2026,79,98300.0
PO9900035,NCC039,SP0201,17/05/2025,861,499500.0
PO000515,NCC035,,01/01/2026,224,81300.0
PO002364,NCC033,SP0088,02/01/2026,840,54900.0
PO000573,NCC026,SP0027,01/11/2024,784,47100.0
PO001708,NCC030,SP0202,16/11/2024,953,312000.0
PO000341,NCC015,SP0159,17/03/2025,235,411600.0
PO001829,NCC908,SP0152,03/12/2024,47,102700.0
PO002410,NCC027,SP0086,13/07/2026,640,115700.0
PO001094,NCC005,SP0062,18/12/2024,673,165700.0
PO001006,NCC900,SP0155,04/06/2026,246,121200.0
PO001317,NCC037,SP0058,02/10/2025,640,33400.0
PO002806,NCC016,SP0051,2026-07-15,157,174700.0
PO002840,NCC033,,14/07/2025,786,69900.0
PO003392,NCC015,SP0033,19/07/2025,59,74900.0
PO002598,NCC037,SP0117,20/12/2024,928,30300.0
PO001050,NCC034,SP0154,13/12/2024,327,21900.0
PO001296,NCC016,SP0071,25/09/2025,436,584600.0
PO000362,NCC907,SP0081,18/04/2025,575,31200.0
PO000261,NCC045,SP0029,21/07/2025,251,139400.0
PO000134,NCC044,SP0087,09/11/2024,440,104900.0
PO003128,NCC041,SP0195,26/06/2025,399,158400.0
PO000331,NCC010,SP0049,12/06/2026,687,135800.0
PO000387,NCC003,SP0179,20/06/2025,479,139300.0
PO002582,NCC025,SP0202,31/12/2025,361,297100.0
PO000459,NCC045,SP0007,22/11/2025,579,140900.0
PO001151,NCC013,SP0049,05/11/2025,498,114600.0
PO001177,NCC016,SP0141,27/01/2025,603,44000.0
PO002294,NCC008,SP0109,13/04/2025,536,691800.0
PO002002,NCC027,SP0182,06/04/2025,616,77500.0
PO001456,NCC045,SP0167,14/03/2026,383,29500.0
PO003327,NCC037,SP0113,21/11/2024,745,120500.0
PO003464,NCC012,SP0039,11/12/2025,387,14500.0
PO001408,NCC025,SP0141,12/08/2024,102,42500.0
PO002022,NCC008,SP0071,29/05/2025,258,550100.0
PO002186,NCC006,SP0136,27/01/2025,877,638400.0
PO003288,NCC040,SP0208,29/10/2025,362,69200.0
PO000930,NCC044,SP0175,10/03/2025,405,20500.0
PO001779,NCC024,,30/12/2024,127,108200.0
PO000918,NCC904,SP0121,07/06/2026,690,131800.0
PO002654,NCC902,SP0041,13/09/2025,542,876600.0
PO002526,NCC033,SP0174,02/07/2026,202,549800.0
PO001520,NCC027,SP0074,17/08/2025,401,661700.0
PO001015,NCC036,SP0091,04/06/2026,899,47000.0
PO002360,NCC040,SP0095,10/01/2026,570,66900.0
PO003332,NCC021,SP0103,31/03/2026,797,126900.0
PO002218,NCC042,SP0217,02/02/2026,839,149800.0
PO003376,NCC020,SP0154,10/06/2025,163,24700.0
PO001668,NCC014,SP0218,14/08/2025,312,107300.0
PO002138,NCC035,SP0114,28/05/2026,856,61900.0
PO002918,NCC008,SP0064,24/12/2025,214,125900.0
PO002055,NCC034,SP0049,10/07/2026,550,131400.0
PO001013,NCC030,SP0069,23/05/2025,702,38000.0
PO002442,NCC037,SP0124,2025-05-26,56,41000.0
PO001697,NCC003,SP0069,25/03/2026,395,42600.0
PO001834,NCC032,SP0112,08/04/2025,948,103900.0
PO000070,NCC027,SP0082,03/07/2025,811,503200.0
PO000519,NCC009,SP0126,08/05/2026,456,67700.0
PO9900001,NCC002,SP0198,28/12/2024,353,19600.0
PO000390,NCC038,SP0095,06/10/2024,95,54800.0
PO000007,NCC008,SP0006,16/07/2025,527,599500.0
PO001224,NCC015,SP0027,22/04/2025,386,57200.0
PO000981,NCC043,SP0051,18/07/2025,139,153100.0
PO001353,NCC002,SP0071,15/02/2025,386,594900.0
PO001925,NCC039,SP0138,2025-07-15,744,25800.0
PO002254,NCC015,SP0093,19/02/2026,82,671800.0
PO003257,NCC903,SP0201,18/06/2025,358,484200.0
PO002429,NCC018,SP0216,01/07/2026,659,51000.0
PO001000,NCC032,SP0124,17/05/2025,260,52000.0
PO001893,NCC003,SP0004,26/04/2025,871,100600.0
PO001945,NCC028,SP0193,15/10/2024,777,82800.0
PO002565,NCC040,SP0147,23/09/2025,394,46300.0
PO002428,NCC010,SP0118,20/11/2025,176,110400.0
PO002369,NCC044,SP0019,17/12/2024,584,101300.0
PO003284,NCC020,SP0143,30/08/2025,220,90600.0
PO001018,NCC044,SP0056,05/07/2025,298,44100.0
PO003357,NCC012,SP0011,21/12/2024,889,27800.0
PO000277,NCC018,SP0083,01/08/2025,928,49600.0
PO002735,NCC020,SP0145,28/03/2026,899,97500.0
PO003133,NCC043,SP0161,03/04/2026,388,60000.0
PO002444,NCC033,SP0129,04/04/2025,749,155300.0
PO002257,NCC007,SP0172,18/04/2026,617,490700.0
PO003177,NCC039,SP0167,07/06/2025,612,29400.0
PO003115,NCC041,SP0028,09/03/2026,763,87700.0
PO001154,NCC029,SP0150,16/09/2025,53,91900.0
PO001414,NCC014,SP0157,03/04/2026,165,159500.0
PO001862,NCC028,SP0143,12/05/2025,428,96700.0
PO000511,NCC039,SP0206,13/01/2025,39,34900.0
PO002854,NCC035,SP0130,26/05/2026,968,174000.0
PO001335,NCC020,SP0148,31/08/2024,305,35900.0
PO001725,NCC028,SP0087,13/01/2025,416,105400.0
PO000607,NCC040,SP0095,10/10/2024,802,52300.0
PO000942,NCC006,SP0128,18/12/2025,271,150400.0
PO000244,NCC007,SP0167,29/12/2024,562,30200.0
PO002874,NCC033,SP0077,25/12/2025,108,91300.0
PO002344,NCC021,SP0175,12/10/2025,805,20300.0
PO002484,NCC043,SP0016,11/06/2026,875,568200.0
PO000297,NCC011,SP0203,12/07/2025,993,642100.0
PO002411,NCC018,SP0158,25/09/2025,392,84900.0
PO000787,NCC023,SP0180,19/09/2025,734,799300.0
PO002457,NCC024,SP0126,10/12/2024,524,63400.0
PO001387,NCC002,SP0159,10/26/2024,446,423600.0
PO001172,NCC017,SP0084,03/11/2025,379,94300.0
PO001992,NCC904,SP0177,19/10/2025,45,143000.0
PO000403,NCC023,SP0047,14/06/2025,885,91000.0
PO003132,NCC039,SP0088,01/07/2025,212,61200.0
PO003325,NCC003,SP0169,23/10/2025,874,527400.0
PO000896,NCC035,,13/11/2024,883,94300.0
PO001409,NCC025,SP0113,15/09/2025,930,100800.0
PO003106,NCC033,SP0146,13/10/2024,220,78600.0
PO002559,NCC015,SP0076,13/04/2026,938,67600.0
PO002538,NCC016,SP0068,11/02/2026,548,39000.0
PO001293,NCC045,SP0196,13/01/2025,652,96100.0
PO000530,NCC026,SP0067,04/05/2025,938,11500.0
PO001078,NCC020,,2026-02-02,918,588000.0
PO002928,NCC040,SP0213,24/06/2025,107,23700.0
PO000260,NCC001,SP0119,06/10/2024,955,157300.0
PO001609,NCC003,SP0192,27/03/2026,663,281300.0
PO000886,NCC017,,30/12/2025,493,150300.0
PO000913,NCC024,SP0072,20/12/2024,834,442700.0
PO000496,NCC027,SP0104,03/04/2025,654,802500.0
PO000934,NCC034,SP0150,17/04/2025,976,100200.0
PO003354,NCC017,SP0045,26/10/2025,457,104200.0
PO000808,NCC021,SP0027,03/07/2026,284,56700.0
PO001346,NCC903,SP0166,24/09/2025,261,233300.0
PO001084,NCC029,SP0077,11/26/2025,499,97000.0
PO003152,NCC010,SP0113,18/08/2024,440,106600.0
PO001700,NCC020,SP0209,30/01/2026,377,83400.0
PO000186,NCC030,SP0218,11/02/2025,613,117000.0
