MaDonHang,MaKhachHang,NgayDatHang,KenhBan,NhanVienBanHang,TrangThai
DH005206,KH0128,2025-10-20 16:51:00,Bán lẻ trực tiếp,NV23,Trả hàng
DH006628,KH0242,2025-10-20 18:32:00,TMĐT - Tiki,NV07,Đang xử lý
DH011287,KH0314,2025-10-20 18:34:00,Bán lẻ trực tiếp,NV15,Đang xử lý
DH009758,KH0391,2025-10-20 19:04:00,TMĐT - Lazada,NV16,Đã giao
DH001233,KH0365,2025-10-20 20:22:00,Showroom,NV06,Đã giao
DH006711,KH0215,2025-10-20 20:52:00,Đại lý,NV22,Đã giao
DH001867,KH0358,2025-10-20 23:27:00,Bán lẻ trực tiếp,NV25,Đã giao
DH003898,KH0113,2025-10-20 23:50:00,TMĐT - Tiki,NV07,Đã giao
DH011487,KH0006,2025-10-20 23:50:00,Showroom,NV05,Đã giao
DH008090,KH0242,2025-10-21 01:01:00,Bán lẻ trực tiếp,NV02,Đã giao
DH011581,KH0307,2025-10-21 02:26:00,TMĐT - Lazada,NV03,Đã hủy
DH011137,KH0345,2025-10-21 07:41:00,Đại lý,NV14,Đang xử lý
DH009362,KH0447,2025-10-21 08:21:00,Đại lý,NV04,Đã giao
DH003760,KH0384,2025-10-21 10:06:00,Showroom,NV03,Đã giao
DH008857,KH0412,2025-10-21 12:43:00,TMĐT - Shopee,NV24,Đã giao
DH011974,KH0447,2025-10-21 12:53:00,TMĐT - Shopee,NV11,Mới
DH007586,KH0400,2025-10-21 14:25:00,TMĐT - Tiki,NV08,Đã giao
DH008170,KH0028,2025-10-21 16:58:00,Đại lý,NV24,Đã giao
DH002761,KH0262,2025-10-21 18:00:00,Đại lý,NV17,Đã giao
DH007256,KH0131,2025-10-21 19:46:00,TMĐT - Lazada,NV19,Đã giao
DH005060,KH0432,2025-10-21 20:34:00,Showroom,NV20,Đã giao
DH004648,KH0442,2025-10-22 02:51:00,Showroom,NV23,Đã giao
DH011291,KH0446,2025-10-22 03:11:00,TMĐT - Tiki,NV27,Đã giao
DH009314,KH0421,2025-10-22 03:21:00,TMĐT - Lazada,NV13,Đã giao
DH007200,KH0002,2025-10-22 04:45:00,TMĐT - Lazada,NV29,Đã giao
DH005062,KH0171,2025-10-22 04:54:00,Đại lý,NV22,Đã giao
DH000351,KH0325,2025-10-22 05:30:00,Đại lý,NV22,Đang xử lý
DH011946,KH0304,2025-10-22 10:20:00,TMĐT - Lazada,NV12,Đã giao
DH004053,KH0098,2025-10-22 10:34:00,Đại lý,NV25,Đã giao
DH009201,KH0140,2025-10-22 13:03:00,TMĐT - Shopee,NV06,Đã giao
DH006013,KH0402,2025-10-22 17:48:00,TMĐT - Lazada,NV23,Đã hủy
DH009911,KH0199,2025-10-22 18:00:00,Đại lý,NV14,Đã hủy
DH003572,KH0193,2025-10-22 21:03:00,Bán lẻ trực tiếp,NV19,Đang xử lý
DH002072,KH0114,2025-10-22 21:05:00,Showroom,NV23,Mới
DH011612,KH0447,2025-10-22 23:32:00,Showroom,NV27,Đã giao
DH011181,KH0140,2025-10-22 23:55:00,TMĐT - Shopee,NV05,Đã giao
DH002322,KH0386,2025-10-23 00:56:00,Đại lý,NV12,Mới
DH005243,KH0328,2025-10-23 03:45:00,Showroom,NV30,Đã giao
DH006192,KH0420,2025-10-23 04:53:00,TMĐT - Lazada,NV16,Đã giao
DH005726,KH0140,2025-10-23 05:17:00,Showroom,NV27,Đã giao
DH006613,KH0070,2025-10-23 08:10:00,TMĐT - Lazada,NV20,Đã giao
DH000704,KH0242,2025-10-23 09:30:00,Bán lẻ trực tiếp,NV29,Đã giao
DH009279,KH0248,2025-10-23 10:56:00,TMĐT - Tiki,NV01,Đã giao
DH002850,KH0105,2025-10-23 12:25:00,TMĐT - Lazada,NV28,Đã giao
DH003369,KH0306,2025-10-23 12:45:00,TMĐT - Lazada,NV12,Đã giao
DH000140,KH0053,2025-10-23 12:46:00,Bán lẻ trực tiếp,NV17,Đã giao
DH004835,KH0151,2025-10-23 13:35:00,Đại lý,NV11,Đã giao
DH002425,KH0089,2025-10-23 13:38:00,Đại lý,NV13,Đang xử lý
DH002774,KH0447,2025-10-23 14:31:00,TMĐT - Shopee,NV09,Đã giao
DH000092,KH0153,2025-10-23 15:08:00,Bán lẻ trực tiếp,NV07,Đã giao
DH000072,KH0144,2025-10-23 16:58:00,Đại lý,NV06,Đã giao
DH005094,KH0077,2025-10-23 17:59:00,TMĐT - Lazada,NV17,Đã giao
DH008674,KH0365,2025-10-23 19:31:00,TMĐT - Shopee,NV09,Đã giao
DH011594,KH0051,2025-10-23 19:33:00,Showroom,NV26,Đã giao
DH000094,KH0359,2025-10-23 20:23:00,TMĐT - Shopee,NV09,Đã giao
DH001338,KH0368,2025-10-23 20:42:00,TMĐT - Lazada,NV25,Đã giao
DH009577,KH0070,2025-10-23 20:56:00,TMĐT - Shopee,NV19,Đã giao
DH001738,KH0111,2025-10-23 22:50:00,TMĐT - Lazada,NV28,Đã giao
DH006358,KH0447,2025-10-24 03:25:00,Bán lẻ trực tiếp,NV25,Đã giao
DH011468,KH0273,2025-10-24 04:49:00,TMĐT - Tiki,NV22,Đã giao
DH004118,KH0418,2025-10-24 04:58:00,TMĐT - Lazada,NV04,Đã giao
DH010051,KH0314,2025-10-24 07:12:00,Đại lý,NV13,Đã giao
DH011598,KH0179,2025-10-24 07:27:00,Đại lý,NV20,Đã giao
DH011434,KH0384,2025-10-24 09:52:00,Showroom,NV15,Đã giao
DH010480,KH0397,2025-10-24 09:57:00,Bán lẻ trực tiếp,NV03,Đã giao
DH001307,KH0129,2025-10-24 10:58:00,Bán lẻ trực tiếp,NV28,Đã giao
DH003636,KH0042,2025-10-24 11:38:00,Bán lẻ trực tiếp,NV05,Đã giao
DH006433,KH0442,2025-10-24 11:42:00,Showroom,NV25,Đã giao
DH004549,KH0115,2025-10-24 14:28:00,Bán lẻ trực tiếp,NV24,Đang xử lý
DH007284,KH0034,2025-10-24 15:10:00,TMĐT - Shopee,NV14,Đã giao
DH006121,KH0391,2025-10-24 15:50:00,TMĐT - Shopee,NV24,Đã giao
DH009002,KH0325,2025-10-24 17:41:00,Đại lý,NV22,Đã giao
DH001384,KH0442,2025-10-24 19:08:00,TMĐT - Shopee,NV12,Đã giao
DH004082,KH0224,2025-10-24 19:22:00,TMĐT - Shopee,NV14,Đã giao
DH007367,KH0137,2025-10-24 19:59:00,Bán lẻ trực tiếp,NV06,Đã giao
DH010153,KH0442,2025-10-24 20:37:00,Đại lý,NV12,Đã giao
DH006141,KH0368,2025-10-25 00:24:00,TMĐT - Lazada,NV23,Đã giao
DH000893,KH0374,2025-10-25 03:36:00,Bán lẻ trực tiếp,NV07,Đã giao
DH000248,KH0442,2025-10-25 03:52:00,Bán lẻ trực tiếp,NV22,Đã giao
DH009939,KH0359,2025-10-25 04:21:00,TMĐT - Shopee,NV17,Đã hủy
DH010651,KH0272,2025-10-25 05:57:00,Đại lý,NV20,Đã giao
DH004828,KH0412,2025-10-25 07:09:00,Đại lý,NV15,Đã giao
DH008396,KH0229,2025-10-25 07:53:00,TMĐT - Lazada,NV11,Đã giao
DH002957,KH0002,2025-10-25 12:08:00,TMĐT - Tiki,NV25,Đã giao
DH011484,KH0313,2025-10-25 12:41:00,TMĐT - Shopee,NV02,Đã giao
DH009428,KH0338,2025-10-25 13:00:00,Showroom,NV09,Đã giao
DH004473,KH0262,2025-10-25 15:16:00,TMĐT - Shopee,NV16,Đã giao
DH007400,KH0262,2025-10-25 16:24:00,TMĐT - Lazada,NV05,Đã giao
DH007253,KH0081,2025-10-25 17:00:00,Showroom,NV26,Đã giao
DH005740,KH0442,2025-10-25 17:29:00,TMĐT - Tiki,NV18,Đã giao
DH009804,KH0063,2025-10-25 18:43:00,TMĐT - Lazada,NV13,Đã giao
DH006156,KH0391,2025-10-25 19:02:00,TMĐT - Lazada,NV27,Đã giao
DH011768,KH0155,2025-10-25 19:24:00,Showroom,NV12,Mới
DH003594,KH0189,2025-10-25 23:08:00,Bán lẻ trực tiếp,NV22,Đã giao
DH010812,KH0192,2025-10-25 23:28:00,Bán lẻ trực tiếp,NV19,Đã giao
DH006857,KH0262,2025-10-25 23:46:00,Bán lẻ trực tiếp,NV30,Đã giao
DH003748,KH0012,2025-10-26 01:23:00,TMĐT - Lazada,NV17,Đã giao
DH004582,KH0446,2025-10-26 02:05:00,Bán lẻ trực tiếp,NV22,Đã hủy
DH008817,KH0002,2025-10-26 03:08:00,TMĐT - Lazada,NV26,Đã giao
DH002999,KH0012,2025-10-26 03:29:00,Showroom,NV03,Đã giao
DH005395,KH0119,2025-10-26 07:50:00,Showroom,NV20,Đã giao
DH011840,KH0402,2025-10-26 08:25:00,Showroom,NV24,Đã hủy
DH000969,KH0447,2025-10-26 09:29:00,TMĐT - Shopee,NV18,Mới
DH004952,KH0421,2025-10-26 11:35:00,Đại lý,NV13,Đã giao
DH003701,KH0096,2025-10-26 14:32:00,Bán lẻ trực tiếp,NV28,Đã giao
DH006995,KH0175,2025-10-26 18:27:00,Đại lý,NV01,Đã giao
DH000954,KH0442,2025-10-26 19:54:00,Đại lý,NV01,Đã giao
DH003937,KH0396,2025-10-26 20:39:00,Đại lý,NV18,Đã giao
DH011166,KH0051,2025-10-26 20:48:00,Bán lẻ trực tiếp,NV18,Đã giao
DH006940,KH0105,2025-10-26 21:30:00,Đại lý,NV11,Đã giao
DH006678,KH0233,2025-10-26 21:42:00,Showroom,NV02,Đã giao
DH001488,KH0166,2025-10-26 22:14:00,Đại lý,NV30,Đang xử lý
DH010410,KH0391,2025-10-26 22:16:00,Đại lý,NV22,Đã giao
DH000396,KH0354,2025-10-26 23:39:00,TMĐT - Tiki,NV13,Đã giao
DH006708,KH0197,2025-10-27 03:37:00,TMĐT - Tiki,NV29,Mới
DH006877,KH0370,2025-10-27 04:17:00,TMĐT - Shopee,NV16,Đã giao
DH005339,KH0281,2025-10-27 04:35:00,TMĐT - Shopee,NV27,Đã giao
DH004488,KH0365,2025-10-27 06:05:00,TMĐT - Tiki,NV19,Đã hủy
DH001098,KH0239,2025-10-27 08:47:00,Đại lý,NV04,Đã hủy
DH000021,KH0155,2025-10-27 09:00:00,Đại lý,NV17,Đã giao
DH009117,KH0047,2025-10-27 09:41:00,TMĐT - Lazada,NV21,Trả hàng
DH007765,KH0445,2025-10-27 10:15:00,TMĐT - Tiki,NV30,Đã giao
DH001799,KH0239,2025-10-27 10:20:00,TMĐT - Lazada,NV06,Đã giao
DH011707,KH0035,2025-10-27 11:26:00,TMĐT - Tiki,NV05,Đã giao
DH004493,KH0155,2025-10-27 12:11:00,Đại lý,NV01,Đã giao
DH010516,KH0447,2025-10-27 13:26:00,Đại lý,NV17,Đã giao
DH005183,KH0396,2025-10-27 14:38:00,Bán lẻ trực tiếp,NV24,Đang xử lý
DH001227,KH0276,2025-10-27 15:14:00,Bán lẻ trực tiếp,NV24,Đã giao
DH009603,KH0447,2025-10-27 19:36:00,Showroom,NV15,Trả hàng
DH009931,KH0091,2025-10-27 20:48:00,TMĐT - Tiki,NV28,Đã giao
DH007539,KH0150,2025-10-27 20:50:00,Showroom,NV16,Đang xử lý
DH005943,KH0122,2025-10-28 00:24:00,TMĐT - Tiki,NV25,Đã giao
DH000976,KH0365,2025-10-28 01:46:00,Bán lẻ trực tiếp,NV18,Đã hủy
DH008921,KH0248,2025-10-28 02:28:00,TMĐT - Tiki,NV10,Đang xử lý
DH008130,KH0239,2025-10-28 02:59:00,TMĐT - Shopee,NV16,Đã giao
DH008644,KH0179,2025-10-28 04:17:00,Bán lẻ trực tiếp,NV25,Đã giao
DH010915,KH0293,2025-10-28 06:00:00,Bán lẻ trực tiếp,NV01,Đã giao
DH010995,KH0374,2025-10-28 06:14:00,TMĐT - Lazada,NV04,Đang xử lý
DH006726,KH0034,2025-10-28 06:44:00,TMĐT - Shopee,NV24,Đã giao
DH011991,KH0135,2025-10-28 08:35:00,Đại lý,NV01,Đã giao
DH002488,KH0035,2025-10-28 10:01:00,Bán lẻ trực tiếp,NV14,Đã giao
DH009192,KH0249,2025-10-28 10:40:00,TMĐT - Tiki,NV22,Đã giao
DH004662,KH0155,2025-10-28 10:50:00,TMĐT - Shopee,NV18,Đã giao
DH004157,KH0319,2025-10-28 11:12:00,Đại lý,NV29,Đã giao
DH009786,KH0227,2025-10-28 13:30:00,TMĐT - Tiki,NV07,Đã giao
DH010246,KH0037,2025-10-28 13:52:00,TMĐT - Shopee,NV10,Đã giao
DH007684,KH0257,2025-10-28 16:22:00,TMĐT - Lazada,NV26,Đã giao
DH006279,KH0411,2025-10-28 16:33:00,Showroom,NV14,Đã giao
DH002922,KH0077,2025-10-28 16:42:00,TMĐT - Tiki,NV22,Đã giao
DH008545,KH0012,2025-10-28 17:27:00,Bán lẻ trực tiếp,NV03,Đã giao
DH010272,KH0306,2025-10-28 18:08:00,TMĐT - Shopee,NV20,Đã giao
DH005753,KH0034,2025-10-28 19:34:00,TMĐT - Lazada,NV04,Đang xử lý
DH006881,KH0442,2025-10-28 22:50:00,Showroom,NV29,Đã giao
DH006428,KH0023,2025-10-28 23:36:00,Showroom,NV21,Đã giao
DH000635,KH0327,2025-10-29 01:07:00,TMĐT - Tiki,NV08,Đã giao
DH006126,KH0140,2025-10-29 03:54:00,TMĐT - Lazada,NV16,Đã giao
DH009865,KH0268,2025-10-29 04:26:00,TMĐT - Shopee,NV20,Đang xử lý
DH001265,KH0314,2025-10-29 04:54:00,TMĐT - Tiki,NV03,Đã giao
DH011761,KH0447,2025-10-29 06:24:00,Showroom,NV27,Trả hàng
DH009145,KH0442,2025-10-29 06:50:00,TMĐT - Tiki,NV18,Đã giao
DH005571,KH0428,2025-10-29 07:05:00,TMĐT - Tiki,NV30,Đã hủy
DH007659,KH0402,2025-10-29 09:39:00,TMĐT - Shopee,NV26,Đã giao
DH009930,KH0236,2025-10-29 10:37:00,Đại lý,NV29,Đã giao
DH001155,KH0298,2025-10-29 12:30:00,TMĐT - Shopee,NV19,Đã giao
DH001508,KH0297,2025-10-29 14:00:00,TMĐT - Tiki,NV04,Đã giao
DH009592,KH0314,2025-10-29 15:43:00,TMĐT - Shopee,NV21,Mới
DH006947,KH0155,2025-10-29 17:18:00,Đại lý,NV16,Đã giao
DH009836,KH0215,2025-10-29 20:10:00,TMĐT - Lazada,NV07,Đã giao
DH001748,KH0016,2025-10-29 20:34:00,Đại lý,NV21,Đã giao
DH006466,KH0356,2025-10-29 21:51:00,Đại lý,NV15,Đã giao
DH011103,KH0119,2025-10-29 22:34:00,Đại lý,NV16,Đã giao
DH007766,KH0122,2025-10-29 23:03:00,TMĐT - Tiki,NV06,Đã giao
DH003008,KH0184,2025-10-29 23:29:00,Showroom,NV09,Đã giao
DH008608,KH0253,2025-10-29 23:58:00,TMĐT - Lazada,NV05,Đã giao
DH003176,KH0306,2025-10-30 00:17:00,Bán lẻ trực tiếp,NV08,Đã giao
DH004626,KH0065,2025-10-30 00:31:00,Bán lẻ trực tiếp,NV17,Đã giao
DH009283,KH0189,2025-10-30 00:34:00,TMĐT - Lazada,NV19,Đã giao
DH010561,KH0384,2025-10-30 03:59:00,TMĐT - Tiki,NV07,Đã giao
DH007030,KH0140,2025-10-30 04:06:00,TMĐT - Tiki,NV21,Đã giao
DH011689,KH0070,2025-10-30 08:18:00,Showroom,NV18,Đã giao
DH004793,KH0035,2025-10-30 08:29:00,Bán lẻ trực tiếp,NV30,Đã giao
DH001872,KH0367,2025-10-30 09:38:00,Đại lý,NV03,Đã giao
DH009771,KH0322,2025-10-30 09:46:00,TMĐT - Shopee,NV15,Mới
DH004403,KH0241,2025-10-30 09:59:00,Showroom,NV16,Đã giao
DH005562,KH0421,2025-10-30 13:05:00,TMĐT - Tiki,NV22,Đã giao
DH009791,KH0246,2025-10-30 13:53:00,TMĐT - Tiki,NV01,Đang xử lý
DH006228,KH0002,2025-10-30 15:11:00,Showroom,NV29,Mới
DH004892,KH0448,2025-10-30 15:11:00,TMĐT - Tiki,NV27,Đã giao
DH002179,KH0262,2025-10-30 15:51:00,TMĐT - Lazada,NV29,Đã giao
DH002088,KH0412,2025-10-30 17:11:00,Đại lý,NV24,Đã giao
DH003962,KH0154,2025-10-30 19:13:00,TMĐT - Lazada,NV26,Đã giao
DH011984,KH0227,2025-10-30 20:22:00,TMĐT - Lazada,NV26,Đã hủy
DH007116,KH0242,2025-10-30 20:54:00,TMĐT - Lazada,NV26,Đã hủy
DH004484,KH0365,2025-10-30 22:25:00,Bán lẻ trực tiếp,NV06,Đã giao
DH004061,KH0055,2025-10-31 01:49:00,TMĐT - Shopee,NV13,Đã giao
DH007134,KH0155,2025-10-31 02:06:00,Showroom,NV14,Đã giao
DH003193,KH0183,2025-10-31 02:17:00,TMĐT - Lazada,NV13,Đã giao
DH000142,KH0391,2025-10-31 05:24:00,Showroom,NV29,Đã giao
DH006101,KH0053,2025-10-31 05:55:00,Đại lý,NV24,Đã giao
DH002499,KH0367,2025-10-31 09:00:00,Đại lý,NV30,Đã giao
DH010926,KH0384,2025-10-31 09:27:00,Bán lẻ trực tiếp,NV27,Đã giao
DH010984,KH0077,2025-10-31 10:02:00,TMĐT - Tiki,NV07,Đã giao
DH010511,KH0342,2025-10-31 13:55:00,TMĐT - Lazada,NV12,Đã giao
DH007635,KH0018,2025-10-31 14:28:00,Bán lẻ trực tiếp,NV07,Đã giao
DH007139,KH0128,2025-10-31 14:43:00,Bán lẻ trực tiếp,NV20,Đã giao
DH011227,KH0035,2025-10-31 17:06:00,Đại lý,NV06,Đang xử lý
DH008430,KH0184,2025-11-01 00:21:00,TMĐT - Lazada,NV02,Đã giao
DH007137,KH0337,2025-11-01 04:21:00,TMĐT - Tiki,NV08,Đã giao
DH008420,KH0274,2025-11-01 04:34:00,TMĐT - Tiki,NV21,Đã giao
DH008709,KH0407,2025-11-01 06:19:00,TMĐT - Lazada,NV22,Đã giao
DH005224,KH0089,2025-11-01 06:38:00,TMĐT - Shopee,NV09,Đã giao
DH000346,KH0432,2025-11-01 07:27:00,Đại lý,NV21,Đã giao
DH001406,KH0405,2025-11-01 08:50:00,TMĐT - Shopee,NV28,Đã giao
DH011650,KH0446,2025-11-01 12:27:00,Showroom,NV11,Đã giao
DH000795,KH0449,2025-11-01 15:22:00,Đại lý,NV08,Đã giao
DH011586,KH0268,2025-11-01 15:44:00,Showroom,NV28,Đã hủy
DH008464,KH0135,2025-11-01 18:17:00,TMĐT - Tiki,NV16,Đã giao
DH002457,KH0311,2025-11-01 18:53:00,TMĐT - Lazada,NV21,Đã giao
DH002159,KH0212,2025-11-01 21:32:00,TMĐT - Shopee,NV26,Trả hàng
DH004897,KH0324,2025-11-01 22:36:00,Showroom,NV11,Đã giao
DH003029,KH0439,2025-11-01 23:10:00,TMĐT - Shopee,NV06,Mới
DH009642,KH0140,2025-11-02 01:39:00,TMĐT - Tiki,NV26,Đã giao
DH003618,KH0262,2025-11-02 03:33:00,TMĐT - Shopee,NV30,Đang xử lý
DH002388,KH0037,2025-11-02 03:34:00,TMĐT - Lazada,NV24,Đã giao
DH002374,KH0198,2025-11-02 04:15:00,Đại lý,NV14,Đã giao
DH003115,KH0386,2025-11-02 07:14:00,Đại lý,NV17,Đã giao
DH011868,KH0338,2025-11-02 11:04:00,Showroom,NV07,Đã giao
DH010274,KH0155,2025-11-02 11:24:00,TMĐT - Lazada,NV07,Đã giao
DH007538,KH0034,2025-11-02 12:15:00,TMĐT - Shopee,NV29,Đã giao
DH002835,KH0413,2025-11-02 14:17:00,Đại lý,NV11,Mới
DH004543,KH0155,2025-11-02 14:26:00,TMĐT - Lazada,NV24,Đã giao
DH006617,KH0257,2025-11-02 16:29:00,Bán lẻ trực tiếp,NV30,Đã giao
DH010870,KH0326,2025-11-02 19:40:00,Bán lẻ trực tiếp,NV01,Đã giao
DH010550,KH0221,2025-11-02 19:48:00,TMĐT - Shopee,NV04,Đã giao
DH001333,KH0419,2025-11-02 20:07:00,Bán lẻ trực tiếp,NV23,Đã giao
DH007460,KH0117,2025-11-02 20:44:00,Đại lý,NV16,Đã giao
DH011223,KH0056,2025-11-02 21:08:00,TMĐT - Tiki,NV17,Trả hàng
DH005710,KH0412,2025-11-02 21:28:00,TMĐT - Lazada,NV15,Đang xử lý
DH008983,KH0122,2025-11-03 01:09:00,Showroom,NV12,Đã giao
DH011829,KH0367,2025-11-03 01:47:00,TMĐT - Lazada,NV10,Đã giao
DH009654,KH0012,2025-11-03 03:35:00,Showroom,NV24,Đã giao
DH009372,KH0070,2025-11-03 04:14:00,Showroom,NV08,Đã giao
DH005302,KH0095,2025-11-03 04:59:00,Bán lẻ trực tiếp,NV14,Đã giao
DH002862,KH0385,2025-11-03 05:11:00,TMĐT - Lazada,NV29,Đã giao
DH004679,KH0227,2025-11-03 05:12:00,Đại lý,NV30,Đã giao
DH006543,KH0135,2025-11-03 06:32:00,Bán lẻ trực tiếp,NV03,Đã giao
DH010976,KH0051,2025-11-03 08:15:00,Đại lý,NV28,Đã giao
DH001166,KH0306,2025-11-03 09:29:00,Đại lý,NV06,Đang xử lý
DH009321,KH0227,2025-11-03 10:00:00,Đại lý,NV18,Đã giao
DH001938,KH0140,2025-11-03 10:01:00,Showroom,NV29,Đang xử lý
DH010232,KH0265,2025-11-03 10:05:00,TMĐT - Shopee,NV02,Đã giao
DH004699,KH0367,2025-11-03 10:37:00,TMĐT - Shopee,NV16,Đang xử lý
DH008664,KH0337,2025-11-03 10:50:00,Showroom,NV07,Mới
DH009753,KH0271,2025-11-03 10:53:00,Showroom,NV07,Đã giao
DH007866,KH0155,2025-11-03 12:22:00,Showroom,NV25,Đã giao
DH003077,KH0306,2025-11-03 17:36:00,TMĐT - Lazada,NV02,Đang xử lý
DH009019,KH0187,2025-11-03 18:13:00,TMĐT - Tiki,NV03,Đã giao
DH009121,KH0127,2025-11-03 18:14:00,Bán lẻ trực tiếp,NV27,Đang xử lý
DH001520,KH0306,2025-11-03 18:51:00,Đại lý,NV30,Đã giao
DH011833,KH0088,2025-11-03 19:44:00,Showroom,NV17,Đã giao
DH003524,KH0350,2025-11-03 19:53:00,TMĐT - Lazada,NV30,Đang xử lý
DH002924,KH0262,2025-11-03 22:17:00,TMĐT - Lazada,NV01,Đã giao
DH002591,KH0099,2025-11-03 23:42:00,TMĐT - Shopee,NV05,Đã giao
DH010770,KH0377,2025-11-04 00:19:00,Showroom,NV23,Đã hủy
DH002908,KH0242,2025-11-04 00:31:00,TMĐT - Shopee,NV11,Đã giao
DH010394,KH0391,2025-11-04 01:06:00,Bán lẻ trực tiếp,NV26,Đã giao
DH006813,KH0220,2025-11-04 02:11:00,TMĐT - Shopee,NV16,Đã giao
DH008727,KH0002,2025-11-04 02:13:00,Đại lý,NV12,Đã giao
DH002876,KH0070,2025-11-04 03:19:00,Bán lẻ trực tiếp,NV05,Đã giao
DH010938,KH0073,2025-11-04 03:56:00,TMĐT - Tiki,NV14,Đã giao
DH005479,KH0281,2025-11-04 04:59:00,TMĐT - Lazada,NV14,Đã giao
DH002702,KH0267,2025-11-04 06:38:00,TMĐT - Tiki,NV22,Đã giao
DH004492,KH0018,2025-11-04 07:02:00,TMĐT - Lazada,NV13,Đã hủy
DH003519,KH0322,2025-11-04 07:35:00,Đại lý,NV22,Đã giao
DH010659,KH0391,2025-11-04 07:37:00,TMĐT - Tiki,NV25,Đã giao
DH004957,KH0220,2025-11-04 07:40:00,Đại lý,NV12,Đã giao
DH006315,KH0394,2025-11-04 09:19:00,Showroom,NV11,Đã giao
DH009294,KH0257,2025-11-04 09:22:00,Showroom,NV02,Đã giao
DH011000,KH0011,2025-11-04 09:36:00,TMĐT - Tiki,NV28,Đã giao
DH010259,KH0262,2025-11-04 09:50:00,Showroom,NV11,Đã giao
DH011527,KH0390,2025-11-04 12:14:00,TMĐT - Tiki,NV13,Đã giao
DH011330,KH0155,2025-11-04 13:09:00,Showroom,NV11,Đã giao
DH008903,KH0034,2025-11-04 13:10:00,Showroom,NV18,Đã giao
DH007089,KH0412,2025-11-04 13:53:00,TMĐT - Shopee,NV21,Đã giao
DH005491,KH0070,2025-11-04 14:21:00,TMĐT - Tiki,NV02,Mới
DH001481,KH0155,2025-11-04 14:23:00,Bán lẻ trực tiếp,NV26,Trả hàng
DH005892,KH0155,2025-11-04 14:32:00,Đại lý,NV20,Đang xử lý
DH008450,KH0402,2025-11-04 18:10:00,TMĐT - Tiki,NV01,Đã giao
DH005703,KH0442,2025-11-04 20:36:00,TMĐT - Lazada,NV21,Đã giao
DH010547,KH0215,2025-11-04 20:44:00,Bán lẻ trực tiếp,NV19,Đã giao
DH003843,KH0049,2025-11-04 22:49:00,TMĐT - Shopee,NV04,Đã hủy
DH003502,KH0447,2025-11-04 23:13:00,Bán lẻ trực tiếp,NV21,Đang xử lý
DH005399,KH0052,2025-11-05 01:05:00,Showroom,NV11,Đã giao
DH004012,KH0122,2025-11-05 02:55:00,Showroom,NV02,Đã giao
DH011587,KH0155,2025-11-05 03:30:00,Showroom,NV10,Đã giao
DH010648,KH0227,2025-11-05 04:01:00,TMĐT - Tiki,NV12,Mới
DH002422,KH0442,2025-11-05 05:49:00,TMĐT - Lazada,NV12,Đã giao
DH001880,KH0035,2025-11-05 06:00:00,TMĐT - Lazada,NV16,Đang xử lý
DH007524,KH0104,2025-11-05 06:13:00,TMĐT - Shopee,NV05,Đã giao
DH000737,KH0394,2025-11-05 06:19:00,TMĐT - Tiki,NV02,Đã giao
DH010737,KH0089,2025-11-05 08:27:00,Bán lẻ trực tiếp,NV02,Đã giao
DH003097,KH0268,2025-11-05 08:46:00,Showroom,NV10,Đã giao
DH005214,KH0447,2025-11-05 09:09:00,TMĐT - Tiki,NV01,Trả hàng
DH005709,KH0446,2025-11-05 09:29:00,TMĐT - Tiki,NV09,Đã giao
DH000071,KH0229,2025-11-05 09:44:00,TMĐT - Shopee,NV22,Đã giao
DH005370,KH0403,2025-11-05 09:53:00,TMĐT - Tiki,NV14,Mới
DH009730,KH0242,2025-11-05 10:15:00,TMĐT - Lazada,NV26,Đã giao
DH004717,KH0227,2025-11-05 10:24:00,Đại lý,NV11,Đã giao
DH004932,KH0155,2025-11-05 10:59:00,Bán lẻ trực tiếp,NV23,Đã giao
DH009815,KH0029,2025-11-05 13:49:00,TMĐT - Shopee,NV17,Đã giao
DH011666,KH0052,2025-11-05 17:21:00,Đại lý,NV27,Mới
DH010146,KH0262,2025-11-05 17:25:00,TMĐT - Lazada,NV15,Đã giao
DH009469,KH0262,2025-11-05 18:52:00,Đại lý,NV29,Đang xử lý
DH002680,KH0120,2025-11-05 20:01:00,Bán lẻ trực tiếp,NV16,Đã giao
DH004310,KH0017,2025-11-05 21:17:00,Đại lý,NV23,Đã hủy
DH000376,KH0276,2025-11-05 23:46:00,TMĐT - Lazada,NV22,Đã giao
DH006960,KH0362,2025-11-06 00:23:00,TMĐT - Tiki,NV24,Đã giao
DH006090,KH0140,2025-11-06 00:24:00,TMĐT - Tiki,NV12,Đang xử lý
DH009904,KH0171,2025-11-06 01:51:00,TMĐT - Lazada,NV27,Đã giao
DH007871,KH0262,2025-11-06 04:37:00,TMĐT - Shopee,NV21,Đã giao
DH001213,KH0291,2025-11-06 04:47:00,TMĐT - Tiki,NV08,Đã giao
DH007435,KH0386,2025-11-06 04:59:00,TMĐT - Tiki,NV25,Đang xử lý
DH004107,KH0001,2025-11-06 05:59:00,TMĐT - Tiki,NV22,Đã giao
DH008982,KH0070,2025-11-06 07:22:00,TMĐT - Tiki,NV03,Đã giao
DH000965,KH0433,2025-11-06 08:43:00,TMĐT - Shopee,NV08,Đã giao
DH002531,KH0259,2025-11-06 09:10:00,TMĐT - Tiki,NV26,Đã giao
