MaHoaDon,MaDonHang,NgayXuatHoaDon,HanThanhToan,SoTien,DaThu,ConLai
HD006390,dh009611,02/10/2025,14/10/2025,797500.0,797500.0,0.0
hd006391,dh003482,30/09/2025,14/12/2025,190179100.0,114445400.0,75733700.0
hd006392,dh008924,02/10/2025,09/10/2025,1434000.0,1434000.0,0.0
HD006393,dh004068,30/09/2025,10/12/2025,1025000.0,1025000.0,0.0
hd006394,DH008383,2025-09-30,15/10/2025,7850000.0,7850000.0,0.0
HD006395,dh007145,02/10/2025,29/12/2025,106687000.0,46699300.0,59987700.0
hd006396,dh002307,01/10/2025,08/10/2025,2218500.0,2218500.0,0.0
hd006397,dh010198,03/10/2025,17/12/2025,168031900.0,168031900.0,0.0
HD006398,dh005006,01/10/2025,26/12/2025,64274400.0,64274400.0,0.0
hd006399,dh009051,01/10/2025,14/10/2025,2090800.0,2090800.0,0.0
hd006400,dh010877,02/10/2025,21/11/2025,325530500.0,305111300.0,20419200.0
hd006401,dh002941,03/10/2025,18/11/2025,417666500.0,417666500.0,0.0
hd006402,DH900007,30/09/2025,06/12/2025,347967000.0,196056100.0,151910900.0
hd006403,dh007904,04/10/2025,08/12/2025,379760500.0,256979200.0,122781300.0
hd006404,dh010265,01/10/2025,13/10/2025,1567300.0,1567300.0,0.0
hd006405,dh010293,03/10/2025,26/12/2025,132934600.0,132934600.0,0.0
hd006406,DH001145,01/10/2025,26/11/2025,456036400.0,378127900.0,77908500.0
hd006407,dh008468,04/10/2025,28/11/2025,286761400.0,49506900.0,237254500.0
hd006408,dh003001,01/10/2025,23/12/2025,171580800.0,171580800.0,0.0
HD006409,dh000397,01/10/2025,23/11/2025,238803000.0,238803000.0,0.0
HD006410,dh004116,04/10/2025,22/11/2025,596376200.0,596376200.0,0.0
hd006411,dh006979,04/10/2025,26/12/2025,23716300.0,22670300.0,1046000.0
hd006412,dh010813,03/10/2025,26/11/2025,57015400.0,34237900.0,22777500.0
hd006413,DH009412,01/10/2025,06/12/2025,293768800.0,293768800.0,0.0
HD006414,dh005026,04/10/2025,28/12/2025,442283100.0,442283100.0,0.0
hd006415,dh011344,01/10/2025,11/10/2025,799800.0,663300.0,136500.0
hd006416,dh000386,01/10/2025,14/10/2025,2246000.0,2246000.0,0.0
HD006417,dh002870,01/10/2025,13/10/2025,827900.0,265000.0,562900.0
hd006418,dh004343,01/10/2025,12/10/2025,1269200.0,1269200.0,0.0
hd006419,DH900000,01/10/2025,12/10/2025,2960400.0,2960400.0,0.0
hd006420,dh005432,03/10/2025,05/12/2025,480021800.0,480021800.0,0.0
hd006421,DH002450,2025-10-03,14/10/2025,432700.0,432700.0,0.0
hd006422,dh003837,04/10/2025,19/11/2025,407506700.0,407506700.0,0.0
hd006423,dh000445,04/10/2025,17/10/2025,1124700.0,1124700.0,0.0
HD006424,dh008604,02/10/2025,2025-10-16,3351000.0,3351000.0,0.0
hd006425,dh011700,03/10/2025,29/12/2025,403504000.0,36005500.0,367498500.0
hd006426,dh003098,02/10/2025,11/10/2025,171000.0,171000.0,0.0
HD006427,dh007446,02/10/2025,13/10/2025,1821200.0,1821200.0,0.0
HD006428,dh010184,05/10/2025,15/10/2025,9233100.0,9233100.0,0.0
hd006429,dh001978,03/10/2025,11/10/2025,864000.0,527200.0,336800.0
hd006430,dh008972,03/10/2025,11/10/2025,2661500.0,2643200.0,18300.0
hd006431,dh011536,05/10/2025,24/12/2025,278521400.0,245233300.0,33288100.0
HD006432,DH900007,02/10/2025,11/10/2025,1390000.0,1390000.0,0.0
hd006433,,05/10/2025,10/12/2025,4562000.0,4562000.0,0.0
hd006434,dh009697,05/10/2025,10/14/2025,4855000.0,4707300.0,147700.0
HD006435,dh006456,05/10/2025,20/12/2025,282421400.0,222529700.0,59891700.0
HD006436,DH900007,02/10/2025,2025-12-28,141927500.0,102468400.0,39459100.0
hd006437,dh005809,05/10/2025,13/10/2025,1493000.0,1493000.0,0.0
hd006438,dh002403,03/10/2025,24/12/2025,472280000.0,472280000.0,0.0
hd006439,dh010847,04/10/2025,12/12/2025,300672400.0,193567500.0,107104900.0
hd006440,dh011318,03/10/2025,10/10/2025,496300.0,496300.0,0.0
hd006441,dh008896,03/10/2025,07/12/2025,144240600.0,26669500.0,117571100.0
hd006442,dh005888,03/10/2025,14/10/2025,2473200.0,2473200.0,0.0
HD006443,dh002419,04/10/2025,18/11/2025,204673000.0,154747300.0,49925700.0
HD006444,dh004653,06/10/2025,19/12/2025,597148700.0,438739000.0,158409700.0
hd006445,dh005757,03/10/2025,13/10/2025,691200.0,691200.0,0.0
hd006446,dh000813,2025-10-03,12/10/2025,7885400.0,7885400.0,0.0
HD006447,dh001878,06/10/2025,08/12/2025,547517200.0,86951300.0,460565900.0
hd006448,dh002803,05/10/2025,27/11/2025,115075000.0,107380900.0,7694100.0
hd006449,dh003492,04/10/2025,23/11/2025,574920800.0,78920000.0,496000800.0
hd006450,dh004007,05/10/2025,13/12/2025,449730500.0,148744600.0,300985900.0
hd006451,dh000236,03/10/2025,14/10/2025,1545200.0,1545200.0,0.0
hd006452,dh001322,05/10/2025,19/12/2025,418869000.0,418869000.0,0.0
HD006453,dh008645,03/10/2025,14/10/2025,3564000.0,3564000.0,0.0
hd006454,dh002174,03/10/2025,17/10/2025,4178600.0,4178600.0,0.0
HD006455,dh004039,04/10/2025,11/10/2025,901000.0,901000.0,0.0
hd006456,dh000877,05/10/2025,18/10/2025,678000.0,678000.0,0.0
hd006457,dh010411,04/10/2025,13/10/2025,1602600.0,1602600.0,0.0
hd006458,dh010709,2025-10-06,2025-10-18,1899400.0,1899400.0,0.0
hd006459,dh002213,04/10/2025,21/11/2025,257850200.0,9204700.0,248645500.0
hd006460,dh000199,05/10/2025,19/10/2025,8942800.0,8942800.0,0.0
hd006461,,07/10/2025,03/01/2026,92827000.0,41271100.0,51555900.0
hd006462,dh011507,04/10/2025,12/04/2025,101151500.0,101151500.0,0.0
hd006463,dh000579,05/10/2025,19/10/2025,6474000.0,6474000.0,0.0
HD006464,dh010408,04/10/2025,04/12/2025,239155200.0,239155200.0,0.0
hd006465,DH900007,04/10/2025,16/12/2025,202438200.0,95273100.0,107165100.0
hd006466,dh002811,06/10/2025,2025-11-24,367577000.0,256323900.0,111253100.0
hd006467,dh010849,06/10/2025,12/28/2025,218512500.0,39053300.0,179459200.0
hd006468,dh003723,04/10/2025,08/12/2025,160898700.0,160898700.0,0.0
hd006469,dh004370,04/10/2025,23/11/2025,388759000.0,388759000.0,0.0
hd006470,DH900007,04/10/2025,19/12/2025,298543300.0,83555000.0,214988300.0
hd006471,dh002757,04/10/2025,10/12/2025,148469500.0,148469500.0,0.0
hd006472,dh009478,06/10/2025,19/12/2025,149825000.0,149825000.0,0.0
HD006473,dh009095,05/10/2025,19/11/2025,422042100.0,392936500.0,29105600.0
hd006474,dh000782,2025-10-07,08/12/2025,383813900.0,383813900.0,0.0
hd006475,dh004562,04/10/2025,20/12/2025,93487200.0,93487200.0,0.0
hd006476,DH008400,05/10/2025,29/11/2025,25407400.0,25407400.0,0.0
hd006477,dh006844,07/10/2025,14/10/2025,296700.0,296700.0,0.0
hd006478,dh011470,06/10/2025,20/10/2025,1550400.0,1550400.0,0.0
hd006479,dh004167,05/10/2025,11/12/2025,323240800.0,323240800.0,0.0
HD006480,dh003321,04/10/2025,20/11/2025,360347200.0,120339800.0,240007400.0
HD006481,dh007575,06/10/2025,08/12/2025,134170100.0,36894000.0,97276100.0
hd006482,,06/10/2025,14/10/2025,432000.0,432000.0,0.0
hd006483,dh004811,06/10/2025,15/10/2025,1044000.0,1044000.0,0.0
hd006484,DH007981,06/10/2025,02/12/2025,627951000.0,28885600.0,599065400.0
HD006485,DH008103,06/10/2025,10/12/2025,349899800.0,108802300.0,241097500.0
HD006486,dh003869,05/10/2025,07/12/2025,160575800.0,4610000.0,155965800.0
hd006487,dh011547,05/10/2025,28/11/2025,259494600.0,259494600.0,0.0
hd006488,dh006640,07/10/2025,09/12/2025,157576300.0,22179300.0,135397000.0
hd006489,DH010543,10/07/2025,20/10/2025,5405500.0,5405500.0,0.0
hd006490,dh005239,05/10/2025,08/12/2025,391201200.0,391201200.0,0.0
hd006491,dh003758,06/10/2025,14/10/2025,4027000.0,4027000.0,0.0
hd006492,dh008155,08/10/2025,26/12/2025,245059200.0,180837400.0,64221800.0
hd006493,dh008434,07/10/2025,14/10/2025,1719000.0,1719000.0,0.0
hd006494,dh004768,05/10/2025,13/10/2025,813200.0,813200.0,0.0
hd006495,dh002763,05/10/2025,16/10/2025,3594700.0,3594700.0,0.0
hd006496,dh008072,08/10/2025,28/12/2025,68709800.0,46379400.0,22330400.0
hd006497,dh007829,08/10/2025,2025-10-23,6230600.0,6230600.0,0.0
HD006498,dh002598,08/10/2025,24/12/2025,310000900.0,305952700.0,4048200.0
hd006499,dh003224,07/10/2025,08/12/2025,223822000.0,223822000.0,0.0
HD006500,dh004005,05/10/2025,24/12/2025,132116400.0,132116400.0,0.0
HD006501,dh002376,2025-10-08,20/10/2025,3364100.0,2534800.0,829300.0
hd006502,,06/10/2025,20/11/2025,448190700.0,165016000.0,283174700.0
hd006503,DH011922,05/10/2025,13/10/2025,1915000.0,1915000.0,0.0
hd006504,dh007488,08/10/2025,16/12/2025,127186800.0,1126000.0,126060800.0
hd006505,dh002398,09/10/2025,22/12/2025,397618600.0,72280200.0,325338400.0
hd006506,dh007895,07/10/2025,22/12/2025,413592400.0,413592400.0,0.0
hd006507,dh003951,08/10/2025,16/10/2025,1620000.0,1620000.0,0.0
hd006508,DH004291,07/10/2025,18/10/2025,502400.0,502400.0,0.0
hd006509,dh007743,09/10/2025,21/10/2025,190000.0,190000.0,0.0
hd006510,dh001182,09/10/2025,21/10/2025,3096400.0,3096400.0,0.0
hd006511,dh007125,09/10/2025,27/11/2025,170933900.0,170933900.0,0.0
hd006512,,06/10/2025,29/12/2025,288274800.0,58319900.0,229954900.0
hd006513,dh009302,09/10/2025,19/10/2025,2015100.0,2015100.0,0.0
hd006514,dh011665,09/10/2025,30/12/2025,231333200.0,98410200.0,132923000.0
hd006515,dh003688,06/10/2025,03/01/2026,750283000.0,750283000.0,0.0
HD006516,dh000102,07/10/2025,22/10/2025,2559100.0,2559100.0,0.0
hd006517,DH900009,06/10/2025,29/11/2025,884730100.0,703120800.0,181609300.0
hd006518,DH004796,08/10/2025,24/11/2025,309891200.0,65089600.0,244801600.0
hd006519,dh010304,09/10/2025,06/01/2026,145467800.0,22699100.0,122768700.0
hd006520,dh011211,09/10/2025,15/12/2025,210565600.0,83357500.0,127208100.0
HD006521,dh008897,06/10/2025,10/20/2025,2409800.0,2409800.0,0.0
hd006522,dh000595,08/10/2025,16/10/2025,1021800.0,1021800.0,0.0
hd006523,dh005768,08/10/2025,18/10/2025,1725000.0,1693800.0,31200.0
hd006524,dh011755,10/10/2025,29/11/2025,473803200.0,473803200.0,0.0
HD006525,dh002365,09/10/2025,18/10/2025,1736200.0,1736200.0,0.0
hd006526,dh008923,07/10/2025,16/12/2025,244674600.0,174198300.0,70476300.0
hd006527,dh001712,07/10/2025,16/10/2025,448200.0,448200.0,0.0
hd006528,dh005946,10/10/2025,20/10/2025,638400.0,638400.0,0.0
hd006529,DH000492,10/10/2025,24/11/2025,350274000.0,66324600.0,283949400.0
hd006530,dh005708,09/10/2025,21/10/2025,1620000.0,1477100.0,142900.0
hd006531,dh000026,07/10/2025,12/18/2025,669017900.0,230749100.0,438268800.0
hd006532,dh007491,08/10/2025,23/10/2025,750000.0,750000.0,0.0
hd006533,dh001407,10/10/2025,30/12/2025,136813200.0,136813200.0,0.0
hd006534,dh010202,09/10/2025,17/10/2025,3295200.0,16100.0,3279100.0
HD006535,dh007522,10/09/2025,16/10/2025,234600.0,234600.0,0.0
hd006536,dh009862,09/10/2025,23/10/2025,6567600.0,6567600.0,0.0
hd006537,dh004214,10/10/2025,18/10/2025,9786000.0,9786000.0,0.0
HD006538,dh008246,08/10/2025,04/12/2025,168577400.0,129188800.0,39388600.0
hd006539,dh000068,07/10/2025,14/10/2025,625000.0,625000.0,0.0
HD006540,dh004554,07/10/2025,13/12/2025,338753000.0,87557300.0,251195700.0
hd006541,DH006260,07/10/2025,17/10/2025,5344100.0,2280500.0,3063600.0
HD006542,dh011229,09/10/2025,01/01/2026,322360600.0,322360600.0,0.0
hd006543,dh007964,10/10/2025,2025-10-25,10004000.0,10004000.0,0.0
hd006544,dh000717,08/10/2025,22/10/2025,872600.0,872600.0,0.0
hd006545,dh011821,11/10/2025,08/12/2025,854469400.0,854469400.0,0.0
hd006546,dh002145,09/10/2025,03/12/2025,408927000.0,13651500.0,395275500.0
hd006547,dh009183,10/10/2025,21/10/2025,2689000.0,2689000.0,0.0
hd006548,dh007953,10/10/2025,28/12/2025,470241200.0,470241200.0,0.0
hd006549,dh011219,08/10/2025,13/12/2025,320766800.0,120159400.0,200607400.0
hd006550,dh000604,10/10/2025,11/12/2025,658552600.0,380761900.0,277790700.0
hd006551,dh007349,10/10/2025,20/10/2025,1846800.0,1846800.0,0.0
hd006552,dh007807,11/10/2025,01/12/2025,409028700.0,409028700.0,0.0
HD006553,DH010074,10/10/2025,25/10/2025,7098000.0,7098000.0,0.0
HD006554,,10/10/2025,2025-10-18,7735000.0,7735000.0,0.0
hd006555,dh000154,09/10/2025,22/10/2025,250800.0,250800.0,0.0
hd006556,dh011797,10/10/2025,07/01/2026,174711800.0,76421600.0,98290200.0
HD006557,dh005145,09/10/2025,24/10/2025,8542200.0,8542200.0,0.0
hd006558,dh009285,10/10/2025,28/12/2025,369987000.0,369987000.0,0.0
HD006559,dh001667,10/10/2025,18/10/2025,7085800.0,7085800.0,0.0
hd006560,dh006063,10/10/2025,26/12/2025,120644100.0,120644100.0,0.0
HD006561,dh009935,12/10/2025,07/12/2025,309214000.0,147447000.0,161767000.0
hd006562,DH900006,10/10/2025,09/12/2025,332037600.0,165962700.0,166074900.0
hd006563,dh006772,12/10/2025,08/12/2025,115749600.0,115749600.0,0.0
HD006564,dh001654,10/10/2025,28/11/2025,314176700.0,145077800.0,169098900.0
hd006565,dh010529,12/10/2025,26/12/2025,100557800.0,90861800.0,9696000.0
HD006566,,09/10/2025,24/12/2025,409745700.0,235460800.0,174284900.0
hd006567,dh001355,09/10/2025,18/12/2025,229617400.0,94184700.0,135432700.0
HD006568,dh005128,09/10/2025,17/10/2025,1818300.0,1249700.0,568600.0
hd006569,DH009313,11/10/2025,31/12/2025,97603000.0,97603000.0,0.0
HD006570,dh010680,12/10/2025,20/10/2025,4301400.0,4301400.0,0.0
HD006571,dh004001,10/10/2025,22/10/2025,2624000.0,2624000.0,0.0
hd006572,dh004221,2025-10-10,04/01/2026,515183000.0,155946700.0,359236300.0
hd006573,dh003650,13/10/2025,21/12/2025,390352600.0,31405100.0,358947500.0
hd006574,dh004629,13/10/2025,08/12/2025,169835000.0,169835000.0,0.0
hd006575,DH900007,12/10/2025,21/10/2025,1674000.0,1674000.0,0.0
hd006576,dh008123,12/10/2025,05/12/2025,173151700.0,25722200.0,147429500.0
hd006577,dh008845,11/10/2025,21/10/2025,1378800.0,1378800.0,0.0
hd006578,dh001974,10/10/2025,22/10/2025,2006200.0,2006200.0,0.0
HD006579,DH900008,10/10/2025,25/10/2025,1189000.0,1189000.0,0.0
hd006580,dh008500,12/10/2025,26/10/2025,2288000.0,2288000.0,0.0
hd006581,DH010616,12/10/2025,24/12/2025,439875700.0,32203900.0,407671800.0
hd006582,dh009148,10/10/2025,30/11/2025,157951700.0,2376200.0,155575500.0
hd006583,dh000796,10/10/2025,02/12/2025,409063800.0,409063800.0,0.0
hd006584,,10/10/2025,19/10/2025,42800.0,14700.0,28100.0
HD006585,dh002650,11/10/2025,19/10/2025,8178400.0,8178400.0,0.0
hd006586,dh000283,14/10/2025,26/10/2025,6056000.0,5069200.0,986800.0
hd006587,dh007906,12/10/2025,22/10/2025,4957600.0,4957600.0,0.0
hd006588,dh007875,11/10/2025,21/10/2025,4712400.0,4712400.0,0.0
hd006589,dh010052,11/10/2025,02/01/2026,239974200.0,239974200.0,0.0
HD006590,dh004641,2025-10-14,07/12/2025,236257500.0,236257500.0,0.0
HD006591,dh003598,14/10/2025,10/27/2025,1854600.0,949600.0,905000.0
hd006592,DH900001,12/10/2025,15/12/2025,302726900.0,302726900.0,0.0
hd006593,dh002562,13/10/2025,24/12/2025,350304200.0,55439500.0,294864700.0
hd006594,DH900006,13/10/2025,15/12/2025,296824600.0,296824600.0,0.0
hd006595,dh002687,13/10/2025,02/01/2026,538063400.0,538063400.0,0.0
hd006596,dh009370,15/10/2025,30/10/2025,3220500.0,3197300.0,23200.0
HD006597,dh002289,13/10/2025,27/12/2025,221274000.0,204161800.0,17112200.0
hd006598,dh011431,15/10/2025,09/01/2026,237349000.0,237349000.0,0.0
hd006599,dh002244,14/10/2025,06/01/2026,440123800.0,440123800.0,0.0
HD006600,dh008159,12/10/2025,24/12/2025,666129000.0,621310000.0,44819000.0
hd006601,dh005989,12/10/2025,20/10/2025,240000.0,240000.0,0.0
hd006602,dh002057,14/10/2025,28/10/2025,1586400.0,1586400.0,0.0
hd006603,dh008532,16/10/2025,03/01/2026,78366000.0,78058200.0,307800.0
hd006604,dh004561,14/10/2025,27/10/2025,10274100.0,10274100.0,0.0
hd006605,DH002206,15/10/2025,27/12/2025,442791600.0,10519200.0,432272400.0
hd006606,dh008372,13/10/2025,01/12/2025,525378900.0,325446500.0,199932400.0
HD006607,dh005793,16/10/2025,31/10/2025,5344000.0,5344000.0,0.0
hd006608,dh011080,15/10/2025,22/10/2025,2701200.0,2701200.0,0.0
hd006609,dh007476,16/10/2025,07/01/2026,436559700.0,420166000.0,16393700.0
HD006610,dh011013,16/10/2025,27/12/2025,135936500.0,135936500.0,0.0
hd006611,dh007753,16/10/2025,24/12/2025,439107800.0,439107800.0,0.0
HD006612,dh006663,15/10/2025,30/10/2025,192000.0,192000.0,0.0
hd006613,,13/10/2025,04/12/2025,183594000.0,63592600.0,120001400.0
hd006614,dh003273,15/10/2025,08/01/2026,382888800.0,335849600.0,47039200.0
hd006615,dh000993,15/10/2025,24/10/2025,1046000.0,1046000.0,0.0
hd006616,dh001260,14/10/2025,23/10/2025,5069400.0,5069400.0,0.0
HD006617,dh005407,14/10/2025,12/12/2025,885058200.0,592090900.0,292967300.0
hd006618,dh003485,16/10/2025,2025-10-28,4065700.0,4065700.0,0.0
HD006619,dh005734,17/10/2025,01/11/2025,1747600.0,1747600.0,0.0
hd006620,dh009385,15/10/2025,25/10/2025,1320000.0,1320000.0,0.0
hd006621,dh004576,15/10/2025,14/12/2025,401958400.0,133107200.0,268851200.0
HD006622,DH007455,16/10/2025,30/10/2025,1249200.0,1249200.0,0.0
hd006623,dh006966,15/10/2025,28/10/2025,1345800.0,1345800.0,0.0
hd006624,dh007034,17/10/2025,27/10/2025,6001200.0,6001200.0,0.0
HD006625,dh005671,15/10/2025,17/12/2025,669224800.0,364409900.0,304814900.0
hd006626,dh008262,16/10/2025,27/10/2025,81000.0,81000.0,0.0
hd006627,dh009757,15/10/2025,01/01/2026,415710600.0,135831000.0,279879600.0
hd006628,dh008003,10/14/2025,27/10/2025,1506000.0,1506000.0,0.0
hd006629,dh009744,17/10/2025,24/10/2025,1358000.0,1358000.0,0.0
hd006630,dh011613,16/10/2025,30/10/2025,2342000.0,2342000.0,0.0
hd006631,dh010700,15/10/2025,26/10/2025,352400.0,352400.0,0.0
hd006632,dh004852,18/10/2025,12/09/2025,160968800.0,120483800.0,40485000.0
hd006633,dh000463,16/10/2025,26/10/2025,1841000.0,1179100.0,661900.0
hd006634,dh004161,18/10/2025,10/26/2025,1561800.0,1561800.0,0.0
HD006635,dh002602,18/10/2025,28/10/2025,18619500.0,3247700.0,15371800.0
hd006636,dh008358,17/10/2025,25/10/2025,8668500.0,8668500.0,0.0
hd006637,DH003712,18/10/2025,28/10/2025,2871100.0,2871100.0,0.0
hd006638,dh005273,16/10/2025,15/12/2025,230272800.0,230272800.0,0.0
hd006639,dh001743,17/10/2025,12/12/2025,97142600.0,66667100.0,30475500.0
HD006640,dh004903,16/10/2025,26/10/2025,3957000.0,3957000.0,0.0
hd006641,dh007084,18/10/2025,02/11/2025,2350300.0,2350300.0,0.0
hd006642,dh007120,18/10/2025,11/12/2025,55347800.0,55347800.0,0.0
HD006643,dh001292,16/10/2025,27/10/2025,11058000.0,11058000.0,0.0
hd006644,dh007808,15/10/2025,01/08/2026,305010100.0,267449000.0,37561100.0
hd006645,dh005088,16/10/2025,23/10/2025,387600.0,387600.0,0.0
hd006646,dh008182,15/10/2025,15/12/2025,119700500.0,39651800.0,80048700.0
HD006647,dh011454,18/10/2025,29/10/2025,6575600.0,6575600.0,0.0
HD006648,dh008919,19/10/2025,03/11/2025,3696600.0,3696600.0,0.0
HD006649,dh002439,19/10/2025,03/12/2025,165485400.0,76675800.0,88809600.0
HD006650,dh002300,17/10/2025,10/30/2025,8100000.0,8100000.0,0.0
hd006651,dh007013,19/10/2025,31/10/2025,7214000.0,7214000.0,0.0
HD006652,dh004763,17/10/2025,23/12/2025,239636100.0,239636100.0,0.0
HD006653,dh009426,18/10/2025,10/12/2025,112579500.0,71524000.0,41055500.0
hd006654,dh005015,18/10/2025,11/01/2026,457710800.0,457710800.0,0.0
hd006655,dh007862,18/10/2025,27/10/2025,696000.0,696000.0,0.0
hd006656,dh007283,18/10/2025,01/11/2025,216000.0,216000.0,0.0
hd006657,dh004121,17/10/2025,28/10/2025,1420600.0,1420600.0,0.0
hd006658,dh011481,20/10/2025,04/11/2025,7315000.0,7315000.0,0.0
HD006659,dh002114,19/10/2025,14/01/2026,202238900.0,90084300.0,112154600.0
hd006660,dh003143,19/10/2025,03/11/2025,13525200.0,13525200.0,0.0
hd006661,dh004642,20/10/2025,29/10/2025,3628800.0,1377100.0,2251700.0
HD006662,dh011134,19/10/2025,30/10/2025,6905300.0,6905300.0,0.0
HD006663,dh007845,17/10/2025,14/12/2025,111655200.0,111655200.0,0.0
hd006664,dh004145,17/10/2025,25/10/2025,753000.0,753000.0,0.0
hd006665,DH002813,18/10/2025,26/10/2025,1507000.0,1507000.0,0.0
HD006666,dh005547,19/10/2025,07/01/2026,435960800.0,400801000.0,35159800.0
HD006667,,20/10/2025,31/10/2025,9668000.0,9668000.0,0.0
hd006668,DH900005,18/10/2025,22/12/2025,391472600.0,255996900.0,135475700.0
hd006669,dh009864,18/10/2025,31/10/2025,1164500.0,1164500.0,0.0
HD006670,dh002285,21/10/2025,03/11/2025,7928800.0,7928800.0,0.0
hd006671,dh003493,21/10/2025,2025-10-30,5426400.0,5426400.0,0.0
hd006672,dh007215,21/10/2025,05/11/2025,2042000.0,2042000.0,0.0
hd006673,dh004896,19/10/2025,12/01/2026,181385600.0,142415200.0,38970400.0
hd006674,dh008754,18/10/2025,02/01/2026,360703000.0,307971100.0,52731900.0
hd006675,dh005657,18/10/2025,31/10/2025,748000.0,748000.0,0.0
hd006676,dh011354,20/10/2025,31/10/2025,5530000.0,5530000.0,0.0
HD006677,dh000003,18/10/2025,29/10/2025,1315800.0,1315800.0,0.0
HD006678,dh011500,20/10/2025,30/10/2025,2930000.0,2930000.0,0.0
HD006679,dh000840,20/10/2025,2025-11-01,4110500.0,4110500.0,0.0
hd006680,dh002189,20/10/2025,17/12/2025,254887300.0,254887300.0,0.0
hd006681,dh008204,22/10/2025,10/01/2026,284455600.0,93048300.0,191407300.0
hd006682,dh006353,20/10/2025,31/10/2025,3892400.0,3892400.0,0.0
hd006683,dh002568,20/10/2025,01/11/2025,8046900.0,8046900.0,0.0
hd006684,dh011337,19/10/2025,31/10/2025,1050000.0,783600.0,266400.0
hd006685,dh001745,19/10/2025,01/01/2026,577067600.0,107566900.0,469500700.0
hd006686,dh005951,21/10/2025,01/11/2025,6421600.0,6421600.0,0.0
hd006687,dh001128,19/10/2025,29/10/2025,414000.0,414000.0,0.0
hd006688,DH006580,21/10/2025,02/11/2025,1948400.0,1948400.0,0.0
hd006689,dh009539,22/10/2025,31/12/2025,454404800.0,426405800.0,27999000.0
hd006690,dh009691,2025-10-22,11/12/2025,592763600.0,592763600.0,0.0
hd006691,,22/10/2025,31/10/2025,2885600.0,2824700.0,60900.0
hd006692,dh007651,20/10/2025,29/12/2025,362368200.0,362368200.0,0.0
hd006693,DH005874,21/10/2025,18/12/2025,394794000.0,394794000.0,0.0
hd006694,dh007428,22/10/2025,31/10/2025,598500.0,598500.0,0.0
HD006695,dh011905,22/10/2025,06/11/2025,1949400.0,1949400.0,0.0
hd006696,dh007004,20/10/2025,03/11/2025,7210800.0,7210800.0,0.0
hd006697,dh007707,19/10/2025,12/01/2026,436361000.0,76641200.0,359719800.0
hd006698,dh007824,20/10/2025,2025-11-02,1364100.0,1364100.0,0.0
hd006699,dh000985,21/10/2025,08/01/2026,370378800.0,95818000.0,274560800.0
hd006700,dh006794,22/10/2025,02/11/2025,620500.0,620500.0,0.0
hd006701,dh000384,21/10/2025,03/11/2025,3533000.0,3533000.0,0.0
hd006702,dh007603,20/10/2025,31/10/2025,4434400.0,4434400.0,0.0
HD006703,dh006900,20/10/2025,16/12/2025,206669000.0,101870200.0,104798800.0
hd006704,dh006724,20/10/2025,29/10/2025,2523300.0,2523300.0,0.0
hd006705,dh002454,20/10/2025,02/11/2025,1292800.0,1292800.0,0.0
hd006706,DH003039,23/10/2025,03/11/2025,3196500.0,3196500.0,0.0
hd006707,dh001199,20/10/2025,31/12/2025,363354800.0,145244200.0,218110600.0
hd006708,dh009657,21/10/2025,20/12/2025,549287700.0,549287700.0,0.0
hd006709,dh007597,20/10/2025,04/11/2025,405000.0,405000.0,0.0
hd006710,dh005206,20/10/2025,30/10/2025,1349700.0,1349700.0,0.0
hd006711,dh006628,22/10/2025,28/12/2025,383030200.0,383030200.0,0.0
HD006712,dh011287,21/10/2025,23/12/2025,169594400.0,106152100.0,63442300.0
hd006713,dh009758,10/22/2025,29/10/2025,866400.0,866400.0,0.0
hd006714,dh001233,22/10/2025,31/10/2025,1206600.0,1206600.0,0.0
hd006715,dh006711,22/10/2025,04/11/2025,13235800.0,13235800.0,0.0
HD006716,DH001867,22/10/2025,03/11/2025,1178600.0,1178600.0,0.0
hd006717,dh003898,21/10/2025,12/12/2025,348683400.0,289936200.0,58747200.0
hd006718,dh011487,20/10/2025,15/01/2026,213475600.0,213475600.0,0.0
HD006719,dh008090,22/10/2025,24/12/2025,127960700.0,81681700.0,46279000.0
hd006720,dh011137,23/10/2025,03/11/2025,3400800.0,3400800.0,0.0
hd006721,dh009362,23/10/2025,03/11/2025,877200.0,877200.0,0.0
hd006722,dh003760,24/10/2025,06/11/2025,627200.0,627200.0,0.0
hd006723,dh008857,23/10/2025,13/01/2026,236747400.0,64321200.0,172426200.0
hd006724,dh011974,22/10/2025,01/11/2025,156000.0,156000.0,0.0
hd006725,DH007586,23/10/2025,23/12/2025,778606400.0,322597900.0,456008500.0
hd006726,dh008170,24/10/2025,02/11/2025,1566000.0,1566000.0,0.0
hd006727,dh002761,22/10/2025,10/12/2025,93899100.0,93899100.0,0.0
hd006728,dh007256,22/10/2025,02/01/2026,467803900.0,376335700.0,91468200.0
HD006729,DH005060,21/10/2025,31/10/2025,1320000.0,1320000.0,0.0
hd006730,dh004648,22/10/2025,30/10/2025,971700.0,971700.0,0.0
hd006731,dh011291,22/10/2025,01/01/2026,79497200.0,62805100.0,16692100.0
hd006732,dh009314,22/10/2025,08/01/2026,94547000.0,94547000.0,0.0
HD006733,dh007200,24/10/2025,25/12/2025,463289500.0,70566600.0,392722900.0
hd006734,dh005062,24/10/2025,12/12/2025,72294400.0,22463000.0,49831400.0
hd006735,dh000351,25/10/2025,07/11/2025,5504400.0,5504400.0,0.0
