MaHoaDon,MaDonHang,NgayXuatHoaDon,HanThanhToan,SoTien,DaThu,ConLai
HD006919,DH003618,2025-11-04 03:33:00,2025-12-26 03:33:00,313153400.0,195729900.0,117423500.0
HD006920,DH002388,2025-11-05 03:34:00,2025-11-13 03:34:00,2757000.0,2757000.0,0.0
HD006921,DH002374,2025-11-05 04:15:00,2026-01-09 04:15:00,107603900.0,107603900.0,0.0
HD006922,DH003115,2025-11-03 07:14:00,2025-12-19 07:14:00,299359800.0,90267800.0,209092000.0
HD006923,DH011868,2025-11-05 11:04:00,2025-11-19 11:04:00,272800.0,272800.0,0.0
HD006924,DH010274,2025-11-03 11:24:00,2025-12-24 11:24:00,156981300.0,156981300.0,0.0
HD006925,DH007538,2025-11-03 12:15:00,2025-11-13 12:15:00,2076000.0,1727300.0,348700.0
HD006926,DH002835,2025-11-02 14:17:00,2025-11-09 14:17:00,4037200.0,4037200.0,0.0
HD006927,DH004543,2025-11-05 14:26:00,2026-01-31 14:26:00,98581200.0,98581200.0,0.0
HD006928,DH006617,2025-11-03 16:29:00,2025-11-18 16:29:00,9237600.0,5551900.0,3685700.0
HD006929,DH010870,2025-11-04 19:40:00,2025-11-15 19:40:00,295000.0,295000.0,0.0
HD006930,DH010550,2025-11-02 19:48:00,2026-01-13 19:48:00,391717600.0,74259600.0,317458000.0
HD006931,DH001333,2025-11-02 20:07:00,2025-11-12 20:07:00,729000.0,729000.0,0.0
HD006932,DH007460,2025-11-04 20:44:00,2025-11-19 20:44:00,4410600.0,4410600.0,0.0
HD006933,DH011223,2025-11-04 21:08:00,2025-11-13 21:08:00,5934600.0,5934600.0,0.0
HD006934,DH005710,2025-11-02 21:28:00,2026-01-01 21:28:00,155632600.0,155632600.0,0.0
HD006935,DH008983,2025-11-06 01:09:00,2026-01-09 01:09:00,389000000.0,389000000.0,0.0
HD006936,DH011829,2025-11-04 01:47:00,2025-11-14 01:47:00,96000.0,75900.0,20100.0
HD006937,DH009654,2025-11-03 03:35:00,2026-01-20 03:35:00,511596500.0,511596500.0,0.0
HD006938,DH009372,2025-11-03 04:14:00,2026-01-28 04:14:00,515681000.0,515681000.0,0.0
HD006939,DH005302,2025-11-05 04:59:00,2025-12-22 04:59:00,367904400.0,341468400.0,26436000.0
HD006940,DH002862,2025-11-06 05:11:00,2025-11-16 05:11:00,483000.0,483000.0,0.0
HD006941,DH004679,2025-11-03 05:12:00,2025-11-15 05:12:00,4446800.0,4446800.0,0.0
HD006942,DH006543,2025-11-04 06:32:00,2026-01-04 06:32:00,445592700.0,445592700.0,0.0
HD006943,DH010976,2025-11-06 08:15:00,2025-11-21 08:15:00,7908400.0,7908400.0,0.0
HD006944,DH001166,2025-11-03 09:29:00,2025-11-11 09:29:00,3468000.0,3468000.0,0.0
HD006945,DH009321,2025-11-03 10:00:00,2025-11-18 10:00:00,3172700.0,3172700.0,0.0
HD006946,DH001938,2025-11-05 10:01:00,2025-11-17 10:01:00,2312000.0,2312000.0,0.0
HD006947,DH010232,2025-11-05 10:05:00,2026-01-11 10:05:00,371473200.0,332649000.0,38824200.0
HD006948,DH004699,2025-11-03 10:37:00,2025-11-18 10:37:00,1697400.0,1697400.0,0.0
HD006949,DH008664,2025-11-06 10:50:00,2025-11-20 10:50:00,295200.0,295200.0,0.0
HD006950,DH009753,2025-11-06 10:53:00,2026-01-30 10:53:00,285736000.0,238484500.0,47251500.0
HD006951,DH007866,2025-11-04 12:22:00,2026-01-22 12:22:00,238598000.0,155382300.0,83215700.0
HD006952,DH003077,2025-11-04 17:36:00,2025-11-16 17:36:00,2731200.0,2731200.0,0.0
HD006953,DH009019,2025-11-03 18:13:00,2026-01-15 18:13:00,312835600.0,155134200.0,157701400.0
HD006954,DH009121,2025-11-03 18:14:00,2025-11-15 18:14:00,2068200.0,2068200.0,0.0
HD006955,DH001520,2025-11-04 18:51:00,2025-11-13 18:51:00,3856000.0,3856000.0,0.0
HD006956,DH011833,2025-11-03 19:44:00,2025-11-15 19:44:00,1659000.0,1659000.0,0.0
HD006957,DH003524,2025-11-05 19:53:00,2025-11-15 19:53:00,9605000.0,8992000.0,613000.0
HD006958,DH002924,2025-11-04 22:17:00,2025-12-31 22:17:00,237628500.0,163950400.0,73678100.0
HD006959,DH002591,2025-11-06 23:42:00,2025-12-30 23:42:00,193881400.0,193881400.0,0.0
HD006960,DH002908,2025-11-04 00:31:00,2025-12-25 00:31:00,136403300.0,65136900.0,71266400.0
HD006961,DH010394,2025-11-05 01:06:00,2025-11-20 01:06:00,3161300.0,3161300.0,0.0
HD006962,DH006813,2025-11-05 02:11:00,2025-11-16 02:11:00,1825000.0,702100.0,1122900.0
HD006963,DH008727,2025-11-06 02:13:00,2026-01-02 02:13:00,195597000.0,195597000.0,0.0
HD006964,DH002876,2025-11-06 03:19:00,2026-01-18 03:19:00,315805000.0,194747300.0,121057700.0
HD006965,DH010938,2025-11-04 03:56:00,2025-11-15 03:56:00,621000.0,621000.0,0.0
HD006966,DH005479,2025-11-07 04:59:00,2025-12-30 04:59:00,194019800.0,106179400.0,87840400.0
HD006967,DH002702,2025-11-04 06:38:00,2025-11-11 06:38:00,786600.0,289100.0,497500.0
HD006968,DH003519,2025-11-05 07:35:00,2025-11-12 07:35:00,2879800.0,2879800.0,0.0
HD006969,DH010659,2025-11-07 07:37:00,2025-11-15 07:37:00,1178000.0,1178000.0,0.0
HD006970,DH004957,2025-11-06 07:40:00,2025-11-21 07:40:00,1848000.0,1848000.0,0.0
HD006971,DH006315,2025-11-06 09:19:00,2025-11-19 09:19:00,1797000.0,1797000.0,0.0
HD006972,DH009294,2025-11-06 09:22:00,2025-11-13 09:22:00,4309800.0,4309800.0,0.0
HD006973,DH011000,2025-11-07 09:36:00,2026-01-22 09:36:00,246814100.0,246814100.0,0.0
HD006974,DH010259,2025-11-06 09:50:00,2025-12-29 09:50:00,490068000.0,490068000.0,0.0
HD006975,DH011527,2025-11-07 12:14:00,2025-11-14 12:14:00,7085600.0,7085600.0,0.0
HD006976,DH011330,2025-11-07 13:09:00,2026-01-30 13:09:00,139540100.0,92688300.0,46851800.0
HD006977,DH008903,2025-11-07 13:10:00,2025-11-18 13:10:00,212500.0,212500.0,0.0
HD006978,DH007089,2025-11-04 13:53:00,2025-12-28 13:53:00,685891200.0,276706000.0,409185200.0
HD006979,DH005491,2025-11-05 14:21:00,2025-12-26 14:21:00,192603000.0,161721500.0,30881500.0
HD006980,DH001481,2025-11-05 14:23:00,2025-12-31 14:23:00,367007000.0,252017600.0,114989400.0
HD006981,DH005892,2025-11-05 14:32:00,2026-01-20 14:32:00,378906200.0,378906200.0,0.0
HD006982,DH008450,2025-11-05 18:10:00,2025-11-13 18:10:00,604800.0,563100.0,41700.0
HD006983,DH005703,2025-11-05 20:36:00,2025-11-12 20:36:00,550800.0,550800.0,0.0
HD006984,DH010547,2025-11-06 20:44:00,2025-11-19 20:44:00,1004000.0,369100.0,634900.0
HD006985,DH003502,2025-11-07 23:13:00,2025-11-18 23:13:00,712500.0,712500.0,0.0
HD006986,DH005399,2025-11-07 01:05:00,2025-11-16 01:05:00,1410000.0,1410000.0,0.0
HD006987,DH004012,2025-11-06 02:55:00,2026-01-10 02:55:00,472492000.0,472492000.0,0.0
HD006988,DH011587,2025-11-06 03:30:00,2026-02-04 03:30:00,226594200.0,226594200.0,0.0
HD006989,DH010648,2025-11-05 04:01:00,2025-11-19 04:01:00,420000.0,420000.0,0.0
HD006990,DH002422,2025-11-08 05:49:00,2025-11-17 05:49:00,341200.0,341200.0,0.0
HD006991,DH001880,2025-11-05 06:00:00,2025-11-13 06:00:00,7099100.0,7099100.0,0.0
HD006992,DH007524,2025-11-07 06:13:00,2026-01-26 06:13:00,236650700.0,236650700.0,0.0
HD006993,DH000737,2025-11-07 06:19:00,2025-11-17 06:19:00,11633200.0,11633200.0,0.0
HD006994,DH010737,2025-11-05 08:27:00,2025-11-17 08:27:00,4700900.0,4700900.0,0.0
HD006995,DH003097,2025-11-06 08:46:00,2025-12-21 08:46:00,274478800.0,246025100.0,28453700.0
HD006996,DH005214,2025-11-05 09:09:00,2025-11-14 09:09:00,862800.0,862800.0,0.0
HD006997,DH005709,2025-11-07 09:29:00,2026-01-23 09:29:00,108362000.0,108362000.0,0.0
HD006998,DH000071,2025-11-08 09:44:00,2026-01-12 09:44:00,426890900.0,426890900.0,0.0
HD006999,DH005370,2025-11-07 09:53:00,2025-11-18 09:53:00,1575000.0,1575000.0,0.0
HD007000,DH009730,2025-11-07 10:15:00,2026-01-06 10:15:00,141912000.0,123967200.0,17944800.0
HD007001,DH004717,2025-11-08 10:24:00,2025-11-18 10:24:00,318000.0,318000.0,0.0
HD007002,DH004932,2025-11-06 10:59:00,2026-01-18 10:59:00,347542200.0,347542200.0,0.0
HD007003,DH009815,2025-11-07 13:49:00,2026-01-13 13:49:00,442800400.0,442800400.0,0.0
HD007004,DH011666,2025-11-07 17:21:00,2025-11-21 17:21:00,1954000.0,1954000.0,0.0
HD007005,DH010146,2025-11-07 17:25:00,2026-01-27 17:25:00,247428400.0,186119700.0,61308700.0
HD007006,DH009469,2025-11-06 18:52:00,2026-01-06 18:52:00,565810200.0,33857600.0,531952600.0
HD007007,DH002680,2025-11-05 20:01:00,2025-11-15 20:01:00,584000.0,75500.0,508500.0
HD007008,DH000376,2025-11-05 23:46:00,2026-01-27 23:46:00,177273400.0,51608900.0,125664500.0
HD007009,DH006960,2025-11-09 00:23:00,2025-12-28 00:23:00,211383900.0,211383900.0,0.0
HD007010,DH006090,2025-11-07 00:24:00,2025-11-18 00:24:00,8618000.0,8618000.0,0.0
HD007011,DH009904,2025-11-09 01:51:00,2025-12-27 01:51:00,86679900.0,86679900.0,0.0
HD007012,DH007871,2025-11-06 04:37:00,2026-01-25 04:37:00,328922400.0,58903000.0,270019400.0
HD007013,DH001213,2025-11-09 04:47:00,2026-01-02 04:47:00,330283000.0,330283000.0,0.0
HD007014,DH007435,2025-11-08 04:59:00,2026-01-31 04:59:00,428325700.0,309716000.0,118609700.0
HD007015,DH004107,2025-11-06 05:59:00,2026-01-18 05:59:00,263526700.0,14594000.0,248932700.0
HD007016,DH008982,2025-11-09 07:22:00,2026-01-08 07:22:00,287167800.0,44669100.0,242498700.0
HD007017,DH000965,2025-11-09 08:43:00,2026-01-02 08:43:00,91331500.0,56052500.0,35279000.0
HD007018,DH002531,2025-11-06 09:10:00,2026-01-18 09:10:00,182959000.0,182959000.0,0.0
HD007019,DH000593,2025-11-06 10:14:00,2025-12-24 10:14:00,682814400.0,682814400.0,0.0
HD007020,DH003856,2025-11-06 11:26:00,2025-11-17 11:26:00,1169100.0,1169100.0,0.0
HD007021,DH006996,2025-11-07 11:29:00,2025-11-18 11:29:00,7695000.0,3728500.0,3966500.0
HD007022,DH003887,2025-11-09 11:41:00,2025-11-23 11:41:00,1329000.0,1013300.0,315700.0
HD007023,DH004920,2025-11-07 11:42:00,2026-01-04 11:42:00,190361400.0,190361400.0,0.0
HD007024,DH005835,2025-11-06 16:36:00,2026-01-24 16:36:00,325711500.0,325711500.0,0.0
HD007025,DH001614,2025-11-08 16:51:00,2025-12-25 16:51:00,958237100.0,716430800.0,241806300.0
HD007026,DH002361,2025-11-08 20:18:00,2025-12-30 20:18:00,147561600.0,96057800.0,51503800.0
HD007027,DH005597,2025-11-09 20:37:00,2025-11-20 20:37:00,1386000.0,1386000.0,0.0
HD007028,DH005692,2025-11-07 21:48:00,2025-11-19 21:48:00,2002000.0,2002000.0,0.0
HD007029,DH009013,2025-11-07 02:30:00,2026-01-11 02:30:00,350815200.0,20865500.0,329949700.0
HD007030,DH010187,2025-11-10 02:36:00,2026-01-24 02:36:00,280748400.0,2503800.0,278244600.0
HD007031,DH007940,2025-11-08 03:47:00,2026-01-11 03:47:00,427488900.0,419819900.0,7669000.0
HD007032,DH001203,2025-11-10 03:52:00,2026-01-20 03:52:00,70717200.0,45697600.0,25019600.0
HD007033,DH000097,2025-11-08 07:02:00,2026-02-01 07:02:00,623400400.0,623400400.0,0.0
HD007034,DH005603,2025-11-10 08:07:00,2025-11-22 08:07:00,153000.0,153000.0,0.0
HD007035,DH002716,2025-11-10 08:11:00,2026-01-21 08:11:00,619664800.0,619664800.0,0.0
HD007036,DH001643,2025-11-10 09:27:00,2026-01-13 09:27:00,352217100.0,352217100.0,0.0
HD007037,DH001217,2025-11-09 09:36:00,2026-01-05 09:36:00,145976000.0,145976000.0,0.0
HD007038,DH007715,2025-11-09 09:56:00,2025-11-24 09:56:00,2226000.0,2226000.0,0.0
HD007039,DH002608,2025-11-09 11:13:00,2026-01-02 11:13:00,383173800.0,162792400.0,220381400.0
HD007040,DH010531,2025-11-08 11:38:00,2025-11-18 11:38:00,3680200.0,1776800.0,1903400.0
HD007041,DH011717,2025-11-09 11:39:00,2025-11-18 11:39:00,22646000.0,22646000.0,0.0
HD007042,DH011557,2025-11-08 12:51:00,2026-01-15 12:51:00,247142200.0,166610400.0,80531800.0
HD007043,DH006097,2025-11-09 14:04:00,2025-11-19 14:04:00,2242900.0,2242900.0,0.0
HD007044,DH003928,2025-11-08 15:07:00,2026-01-28 15:07:00,603190300.0,412834900.0,190355400.0
HD007045,DH010358,2025-11-10 15:08:00,2026-01-19 15:08:00,75974800.0,45336600.0,30638200.0
HD007046,DH003087,2025-11-09 17:52:00,2025-11-22 17:52:00,2610000.0,2610000.0,0.0
HD007047,DH008912,2025-11-10 18:54:00,2025-11-17 18:54:00,2479200.0,2479200.0,0.0
HD007048,DH003610,2025-11-10 22:27:00,2026-01-08 22:27:00,101273600.0,64960400.0,36313200.0
HD007049,DH005576,2025-11-09 23:45:00,2026-01-24 23:45:00,76602400.0,76602400.0,0.0
HD007050,DH008789,2025-11-09 00:00:00,2025-11-21 00:00:00,4981600.0,4981600.0,0.0
HD007051,DH010860,2025-11-10 02:22:00,2025-11-21 02:22:00,6763500.0,6763500.0,0.0
HD007052,DH009003,2025-11-11 03:08:00,2025-11-22 03:08:00,4632000.0,4632000.0,0.0
HD007053,DH003665,2025-11-10 03:24:00,2025-11-21 03:24:00,1225000.0,1225000.0,0.0
HD007054,DH009640,2025-11-09 03:36:00,2026-02-01 03:36:00,131489500.0,119360700.0,12128800.0
HD007055,DH006307,2025-11-09 04:41:00,2025-11-16 04:41:00,788400.0,788400.0,0.0
HD007056,DH006672,2025-11-10 05:31:00,2025-11-24 05:31:00,8648000.0,6127300.0,2520700.0
HD007057,DH009068,2025-11-08 05:37:00,2025-11-23 05:37:00,1055600.0,1055600.0,0.0
HD007058,DH004728,2025-11-10 06:31:00,2025-11-17 06:31:00,1403000.0,1403000.0,0.0
HD007059,DH000910,2025-11-10 07:15:00,2025-11-23 07:15:00,2513300.0,2513300.0,0.0
HD007060,DH003923,2025-11-09 07:37:00,2026-02-04 07:37:00,386958400.0,386958400.0,0.0
HD007061,DH005600,2025-11-10 07:47:00,2025-11-19 07:47:00,1010400.0,1010400.0,0.0
HD007062,DH008319,2025-11-08 09:11:00,2025-11-19 09:11:00,7730000.0,7730000.0,0.0
HD007063,DH008263,2025-11-11 11:05:00,2025-12-27 11:05:00,324606200.0,324606200.0,0.0
HD007064,DH005918,2025-11-08 12:33:00,2025-11-23 12:33:00,1656000.0,1656000.0,0.0
HD007065,DH010298,2025-11-11 13:48:00,2026-01-15 13:48:00,1160814800.0,165191900.0,995622900.0
HD007066,DH005341,2025-11-11 14:57:00,2026-01-11 14:57:00,641025400.0,641025400.0,0.0
HD007067,DH008274,2025-11-08 17:08:00,2025-11-15 17:08:00,6301900.0,6301900.0,0.0
HD007068,DH007662,2025-11-10 19:15:00,2026-01-09 19:15:00,241003500.0,241003500.0,0.0
HD007069,DH004995,2025-11-11 19:30:00,2026-01-02 19:30:00,198460000.0,198460000.0,0.0
HD007070,DH009057,2025-11-09 22:52:00,2025-11-24 22:52:00,746800.0,746800.0,0.0
HD007071,DH011664,2025-11-09 23:35:00,2025-11-16 23:35:00,986400.0,986400.0,0.0
HD007072,DH006668,2025-11-10 02:50:00,2026-01-10 02:50:00,368015700.0,368015700.0,0.0
HD007073,DH000265,2025-11-12 03:00:00,2026-01-11 03:00:00,566261600.0,566261600.0,0.0
HD007074,DH000973,2025-11-09 04:01:00,2026-02-02 04:01:00,225742100.0,165734300.0,60007800.0
HD007075,DH007228,2025-11-12 07:00:00,2026-01-07 07:00:00,519802600.0,98099400.0,421703200.0
HD007076,DH002123,2025-11-09 08:24:00,2025-12-29 08:24:00,62438600.0,10382200.0,52056400.0
HD007077,DH007398,2025-11-10 12:24:00,2026-01-18 12:24:00,98554600.0,98554600.0,0.0
HD007078,DH001459,2025-11-12 13:13:00,2026-01-09 13:13:00,72878000.0,39465500.0,33412500.0
HD007079,DH011695,2025-11-10 14:01:00,2026-01-05 14:01:00,461429100.0,39741500.0,421687600.0
HD007080,DH007390,2025-11-09 15:21:00,2026-01-14 15:21:00,69072300.0,27347900.0,41724400.0
HD007081,DH003867,2025-11-12 18:17:00,2026-01-17 18:17:00,164256300.0,68735400.0,95520900.0
HD007082,DH007837,2025-11-11 18:56:00,2025-12-28 18:56:00,603094200.0,428081300.0,175012900.0
HD007083,DH008666,2025-11-10 19:47:00,2025-12-26 19:47:00,426516200.0,426516200.0,0.0
HD007084,DH005824,2025-11-10 20:46:00,2026-02-07 20:46:00,111966200.0,111966200.0,0.0
HD007085,DH003182,2025-11-10 21:16:00,2025-11-20 21:16:00,26000.0,26000.0,0.0
HD007086,DH003913,2025-11-09 23:11:00,2025-11-21 23:11:00,6847800.0,6847800.0,0.0
HD007087,DH010090,2025-11-12 00:58:00,2025-11-21 00:58:00,258000.0,36800.0,221200.0
HD007088,DH009949,2025-11-10 02:32:00,2025-11-24 02:32:00,1016000.0,1016000.0,0.0
HD007089,DH011878,2025-11-10 04:00:00,2026-01-17 04:00:00,501474200.0,41219600.0,460254600.0
HD007090,DH011228,2025-11-13 06:21:00,2025-11-27 06:21:00,8117700.0,8117700.0,0.0
HD007091,DH004964,2025-11-13 07:48:00,2025-11-25 07:48:00,2736600.0,2736600.0,0.0
HD007092,DH009888,2025-11-13 08:04:00,2025-11-22 08:04:00,144000.0,144000.0,0.0
HD007093,DH004917,2025-11-10 11:05:00,2026-02-08 11:05:00,111032700.0,111032700.0,0.0
HD007094,DH011440,2025-11-10 12:56:00,2025-11-23 12:56:00,4809300.0,4809300.0,0.0
HD007095,DH010448,2025-11-11 14:42:00,2025-11-25 14:42:00,3055300.0,3055300.0,0.0
HD007096,DH010071,2025-11-12 15:03:00,2026-01-05 15:03:00,159203800.0,15282800.0,143921000.0
HD007097,DH008788,2025-11-12 16:04:00,2025-11-20 16:04:00,5490900.0,5490900.0,0.0
HD007098,DH006316,2025-11-12 16:33:00,2025-11-23 16:33:00,5662400.0,5662400.0,0.0
HD007099,DH000208,2025-11-11 16:35:00,2025-11-25 16:35:00,2016000.0,2016000.0,0.0
HD007100,DH007112,2025-11-12 17:32:00,2026-01-23 17:32:00,549634800.0,549634800.0,0.0
HD007101,DH007080,2025-11-10 17:45:00,2025-11-18 17:45:00,604400.0,604400.0,0.0
HD007102,DH005631,2025-11-13 20:14:00,2025-11-27 20:14:00,1476000.0,1476000.0,0.0
HD007103,DH009225,2025-11-11 01:44:00,2025-11-22 01:44:00,658800.0,658800.0,0.0
HD007104,DH008284,2025-11-13 01:56:00,2026-02-04 01:56:00,346888600.0,346888600.0,0.0
HD007105,DH007439,2025-11-13 05:13:00,2025-11-27 05:13:00,963900.0,963900.0,0.0
HD007106,DH006226,2025-11-12 05:34:00,2025-11-19 05:34:00,1360000.0,1360000.0,0.0
HD007107,DH008803,2025-11-14 07:19:00,2026-01-07 07:19:00,196450500.0,164550600.0,31899900.0
HD007108,DH009191,2025-11-14 07:32:00,2025-11-28 07:32:00,1821000.0,1821000.0,0.0
HD007109,DH009837,2025-11-12 12:45:00,2025-11-24 12:45:00,5943500.0,5943500.0,0.0
HD007110,DH005899,2025-11-12 13:07:00,2026-01-01 13:07:00,651455700.0,651455700.0,0.0
HD007111,DH000043,2025-11-12 15:55:00,2026-02-02 15:55:00,993937800.0,946660800.0,47277000.0
HD007112,DH004168,2025-11-14 16:16:00,2026-02-06 16:16:00,639049700.0,67409000.0,571640700.0
HD007113,DH010909,2025-11-14 17:02:00,2026-02-04 17:02:00,340783000.0,211795700.0,128987300.0
HD007114,DH004566,2025-11-13 17:56:00,2026-01-15 17:56:00,269259900.0,269259900.0,0.0
HD007115,DH009800,2025-11-14 19:31:00,2025-11-26 19:31:00,7262600.0,7262600.0,0.0
HD007116,DH008138,2025-11-13 22:43:00,2025-11-21 22:43:00,2245500.0,2245500.0,0.0
HD007117,DH000372,2025-11-15 01:02:00,2026-01-25 01:02:00,162701200.0,162701200.0,0.0
HD007118,DH010658,2025-11-13 01:13:00,2025-11-21 01:13:00,472000.0,472000.0,0.0
HD007119,DH008408,2025-11-14 02:31:00,2025-11-22 02:31:00,5692000.0,5692000.0,0.0
HD007120,DH002706,2025-11-14 03:57:00,2026-01-11 03:57:00,348563900.0,95264600.0,253299300.0
HD007121,DH000696,2025-11-15 04:23:00,2026-01-22 04:23:00,634898400.0,634898400.0,0.0
HD007122,DH006427,2025-11-13 05:13:00,2025-11-23 05:13:00,3176400.0,1245500.0,1930900.0
HD007123,DH006178,2025-11-14 05:15:00,2025-11-25 05:15:00,7074000.0,7074000.0,0.0
HD007124,DH010283,2025-11-12 05:33:00,2026-01-27 05:33:00,373894700.0,373894700.0,0.0
HD007125,DH008821,2025-11-13 08:09:00,2025-11-26 08:09:00,1952000.0,1952000.0,0.0
HD007126,DH000684,2025-11-14 09:29:00,2025-11-23 09:29:00,243000.0,243000.0,0.0
HD007127,DH006850,2025-11-12 09:41:00,2025-11-26 09:41:00,1353000.0,1353000.0,0.0
HD007128,DH003604,2025-11-12 11:49:00,2026-01-28 11:49:00,302558100.0,302558100.0,0.0
HD007129,DH003890,2025-11-15 12:55:00,2025-11-27 12:55:00,18552000.0,18552000.0,0.0
HD007130,DH001653,2025-11-12 15:20:00,2026-01-12 15:20:00,208054000.0,150264700.0,57789300.0
HD007131,DH010571,2025-11-13 15:58:00,2026-02-04 15:58:00,563169500.0,563169500.0,0.0
HD007132,DH010497,2025-11-12 16:18:00,2025-11-19 16:18:00,1689200.0,1689200.0,0.0
HD007133,DH000342,2025-11-12 17:03:00,2025-11-22 17:03:00,4415000.0,4415000.0,0.0
HD007134,DH010960,2025-11-13 22:39:00,2026-01-03 22:39:00,175460100.0,175460100.0,0.0
HD007135,DH004690,2025-11-13 23:15:00,2025-11-26 23:15:00,7555800.0,7555800.0,0.0
HD007136,DH008270,2025-11-15 00:47:00,2026-01-05 00:47:00,625844200.0,625844200.0,0.0
HD007137,DH005362,2025-11-16 02:06:00,2025-11-29 02:06:00,2019600.0,2019600.0,0.0
HD007138,DH002635,2025-11-16 03:12:00,2026-01-01 03:12:00,251752500.0,251752500.0,0.0
HD007139,DH007512,2025-11-14 03:22:00,2026-02-05 03:22:00,169393000.0,169393000.0,0.0
HD007140,DH000465,2025-11-16 05:41:00,2026-01-30 05:41:00,546013600.0,423028100.0,122985500.0
HD007141,DH010943,2025-11-16 06:00:00,2025-11-29 06:00:00,10702400.0,10702400.0,0.0
HD007142,DH010640,2025-11-14 07:02:00,2025-11-26 07:02:00,333000.0,333000.0,0.0
HD007143,DH007555,2025-11-13 07:36:00,2025-11-27 07:36:00,1935000.0,1935000.0,0.0
HD007144,DH004226,2025-11-13 08:07:00,2025-11-26 08:07:00,11600000.0,8179300.0,3420700.0
HD007145,DH000461,2025-11-14 10:03:00,2026-02-12 10:03:00,394252200.0,157087400.0,237164800.0
HD007146,DH000636,2025-11-14 11:29:00,2025-11-25 11:29:00,6777000.0,282300.0,6494700.0
HD007147,DH009979,2025-11-16 11:52:00,2025-11-27 11:52:00,12922000.0,12922000.0,0.0
HD007148,DH010740,2025-11-13 12:39:00,2026-01-24 12:39:00,297854600.0,233083800.0,64770800.0
HD007149,DH003108,2025-11-16 12:44:00,2026-01-18 12:44:00,416707200.0,21991400.0,394715800.0
HD007150,DH003520,2025-11-13 12:49:00,2025-11-22 12:49:00,7020000.0,7020000.0,0.0
HD007151,DH011659,2025-11-14 13:57:00,2026-01-28 13:57:00,289761000.0,227180300.0,62580700.0
HD007152,DH011799,2025-11-14 14:26:00,2026-01-07 14:26:00,230770000.0,230770000.0,0.0
HD007153,DH008421,2025-11-14 14:44:00,2025-11-24 14:44:00,2278200.0,2278200.0,0.0
HD007154,DH011520,2025-11-14 16:10:00,2025-11-21 16:10:00,374400.0,374400.0,0.0
HD007155,DH009879,2025-11-16 16:28:00,2025-11-28 16:28:00,1645200.0,1645200.0,0.0
HD007156,DH010872,2025-11-13 16:59:00,2026-01-12 16:59:00,335001100.0,49001100.0,286000000.0
HD007157,DH009178,2025-11-15 18:16:00,2025-11-22 18:16:00,1487000.0,1487000.0,0.0
HD007158,DH001632,2025-11-13 20:48:00,2025-12-29 20:48:00,521514500.0,136047800.0,385466700.0
HD007159,DH007553,2025-11-16 21:03:00,2025-11-30 21:03:00,4691500.0,4691500.0,0.0
HD007160,DH003816,2025-11-14 00:20:00,2025-11-26 00:20:00,1847000.0,1847000.0,0.0
HD007161,DH001123,2025-11-15 02:15:00,2026-01-21 02:15:00,148040800.0,76730000.0,71310800.0
HD007162,DH002139,2025-11-16 02:21:00,2026-01-22 02:21:00,291216500.0,291216500.0,0.0
HD007163,DH001025,2025-11-17 03:52:00,2025-11-26 03:52:00,2972000.0,2972000.0,0.0
HD007164,DH009789,2025-11-15 04:23:00,2026-02-12 04:23:00,308695200.0,308695200.0,0.0
HD007165,DH011452,2025-11-16 06:56:00,2025-11-30 06:56:00,1026200.0,1026200.0,0.0
HD007166,DH011505,2025-11-17 07:06:00,2025-12-01 07:06:00,6056000.0,6056000.0,0.0
HD007167,DH007745,2025-11-17 12:21:00,2026-01-27 12:21:00,303362800.0,85678900.0,217683900.0
HD007168,DH008603,2025-11-14 13:01:00,2025-11-25 13:01:00,8188000.0,8188000.0,0.0
HD007169,DH001693,2025-11-14 13:43:00,2025-11-23 13:43:00,3587100.0,3587100.0,0.0
HD007170,DH003641,2025-11-16 13:49:00,2025-11-23 13:49:00,1325000.0,1325000.0,0.0
HD007171,DH010261,2025-11-14 15:02:00,2025-11-26 15:02:00,2991300.0,1337400.0,1653900.0
HD007172,DH010590,2025-11-14 18:40:00,2025-11-27 18:40:00,7806500.0,7806500.0,0.0
HD007173,DH011512,2025-11-15 19:19:00,2026-01-23 19:19:00,326260600.0,310827100.0,15433500.0
HD007174,DH003766,2025-11-15 20:38:00,2025-11-25 20:38:00,4276000.0,4276000.0,0.0
HD007175,DH001724,2025-11-16 22:42:00,2026-01-10 22:42:00,76286000.0,76286000.0,0.0
HD007176,DH007844,2025-11-17 00:19:00,2026-02-12 00:19:00,197723900.0,167741700.0,29982200.0
HD007177,DH001073,2025-11-18 02:00:00,2025-12-02 02:00:00,1874200.0,1874200.0,0.0
HD007178,DH003929,2025-11-16 02:30:00,2026-01-27 02:30:00,366132100.0,366132100.0,0.0
HD007179,DH011432,2025-11-15 03:12:00,2025-11-27 03:12:00,289000.0,180900.0,108100.0
HD007180,DH003925,2025-11-18 03:34:00,2026-02-15 03:34:00,108977500.0,108977500.0,0.0
HD007181,DH004412,2025-11-18 03:42:00,2025-12-02 03:42:00,858500.0,858500.0,0.0
HD007182,DH005636,2025-11-18 04:01:00,2026-01-27 04:01:00,238987600.0,238987600.0,0.0
HD007183,DH005398,2025-11-16 04:45:00,2026-01-18 04:45:00,306020000.0,259961500.0,46058500.0
HD007184,DH001612,2025-11-15 07:23:00,2025-11-25 07:23:00,1121200.0,1121200.0,0.0
