MaDonMuaHang,MaNhaCungCap,MaSanPham,NgayDatHang,SoLuong,DonGiaMua
PO002437,NCC031,SP0034,2025-08-07 01:59:29,65,147100.0
PO002502,NCC042,SP0209,2025-08-07 09:28:27,863,76800.0
PO002677,NCC037,SP0124,2025-08-07 16:56:37,881,39300.0
PO000543,NCC045,SP0033,2025-08-07 22:53:23,927,64900.0
PO001942,NCC029,SP0149,2025-08-07 23:35:00,207,708300.0
PO002993,NCC045,SP0199,2025-08-08 12:48:43,890,75600.0
PO001884,NCC022,SP0212,2025-08-09 13:05:15,70,153700.0
PO001324,NCC029,SP0100,2025-08-09 14:49:49,161,132300.0
PO002846,NCC011,SP0105,2025-08-09 14:52:16,465,107500.0
PO000028,NCC002,SP0196,2025-08-09 17:13:55,336,88700.0
PO000047,NCC032,SP0127,2025-08-09 19:16:09,643,31500.0
PO003193,NCC015,SP0079,2025-08-09 19:19:54,488,20300.0
PO002066,NCC044,SP0118,2025-08-09 20:07:20,739,124200.0
PO001630,NCC028,SP0175,2025-08-09 23:57:36,364,20400.0
PO002468,NCC009,SP0092,2025-08-10 00:04:34,915,31900.0
PO000905,NCC034,SP0219,2025-08-10 16:44:18,753,38000.0
PO001673,NCC031,SP0096,2025-08-10 19:49:22,815,39500.0
PO001448,NCC001,SP0070,2025-08-10 22:46:17,484,90900.0
PO002322,NCC029,SP0112,2025-08-10 23:08:48,351,86300.0
PO001261,NCC016,SP0062,2025-08-11 07:31:47,490,142200.0
PO001028,NCC042,SP0144,2025-08-11 08:04:56,682,106800.0
PO000117,NCC006,SP0093,2025-08-11 09:00:13,661,684700.0
PO001581,NCC021,SP0104,2025-08-11 09:18:21,267,801200.0
PO002367,NCC014,SP0089,2025-08-11 09:43:18,289,97700.0
PO002637,NCC029,SP0087,2025-08-11 09:45:48,515,125800.0
PO001287,NCC032,SP0105,2025-08-11 11:01:44,680,137700.0
PO002980,NCC010,SP0044,2025-08-11 11:15:51,177,853400.0
PO001598,NCC030,SP0187,2025-08-11 18:13:11,401,136800.0
PO002007,NCC045,SP0218,2025-08-11 20:55:02,211,104900.0
PO000649,NCC002,SP0002,2025-08-11 21:03:26,685,28200.0
PO000669,NCC038,SP0101,2025-08-11 21:22:10,927,186600.0
PO001745,NCC022,SP0004,2025-08-12 05:17:15,497,132800.0
PO000478,NCC031,SP0210,2025-08-12 12:56:13,367,18100.0
PO002884,NCC035,SP0011,2025-08-12 16:42:00,926,28100.0
PO000687,NCC043,SP0156,2025-08-12 17:17:12,55,65400.0
PO001548,NCC042,SP0178,2025-08-12 17:33:05,80,122800.0
PO000140,NCC018,SP0137,2025-08-12 18:56:40,449,556400.0
PO000312,NCC004,SP0038,2025-08-13 00:04:43,790,643800.0
PO003220,NCC007,SP0096,2025-08-13 01:49:09,181,41000.0
PO001616,NCC003,SP0131,2025-08-13 03:02:18,591,27600.0
PO001973,NCC002,SP0171,2025-08-13 03:11:45,770,18800.0
PO000784,NCC004,SP0211,2025-08-13 05:49:25,608,139700.0
PO002726,NCC039,SP0185,2025-08-13 20:15:07,962,19400.0
PO002883,NCC037,SP0120,2025-08-13 22:23:01,579,93900.0
PO001668,NCC014,SP0218,2025-08-14 03:04:13,312,107300.0
PO003496,NCC024,SP0026,2025-08-14 03:28:00,681,61500.0
PO000059,NCC045,SP0145,2025-08-14 06:20:30,213,97300.0
PO003028,NCC031,SP0132,2025-08-14 20:31:03,952,315100.0
PO001372,NCC042,SP0141,2025-08-14 23:42:57,448,45900.0
PO002808,NCC004,SP0217,2025-08-15 06:19:00,382,161800.0
PO001809,NCC020,SP0129,2025-08-15 15:14:34,697,119400.0
PO000103,NCC028,SP0085,2025-08-16 14:18:59,842,68600.0
PO001415,NCC017,SP0060,2025-08-16 22:18:38,402,20800.0
PO001312,NCC025,SP0159,2025-08-16 23:18:12,909,419800.0
PO002821,NCC006,SP0033,2025-08-17 00:17:41,381,56500.0
PO003381,NCC030,SP0081,2025-08-17 02:57:48,144,30300.0
PO001092,NCC037,SP0170,2025-08-17 04:42:13,39,165300.0
PO001605,NCC026,SP0155,2025-08-17 07:06:24,549,122900.0
PO000170,NCC025,SP0123,2025-08-17 09:41:50,300,162700.0
PO001113,NCC014,SP0090,2025-08-17 10:09:01,992,508400.0
PO001520,NCC027,SP0074,2025-08-17 12:53:47,401,661700.0
PO003064,NCC001,SP0161,2025-08-17 17:22:49,794,70600.0
PO000943,NCC027,SP0060,2025-08-18 01:08:34,457,20600.0
PO003477,NCC017,SP0020,2025-08-18 05:05:30,756,58700.0
PO001098,NCC007,SP0159,2025-08-18 14:34:05,795,426400.0
PO001459,NCC030,SP0014,2025-08-19 05:17:12,94,494900.0
PO000642,NCC041,SP0110,2025-08-19 17:20:47,236,41100.0
PO001560,NCC018,SP0026,2025-08-19 22:41:22,217,68100.0
PO003153,NCC044,SP0214,2025-08-20 02:52:42,178,38300.0
PO003156,NCC019,SP0200,2025-08-20 13:24:09,636,330900.0
PO002800,NCC028,SP0155,2025-08-20 20:07:41,466,141800.0
PO001148,NCC016,SP0109,2025-08-21 00:18:21,373,622500.0
PO000907,NCC021,SP0034,2025-08-21 02:45:38,622,146400.0
PO002875,NCC033,SP0141,2025-08-21 07:55:15,781,45400.0
PO000633,NCC045,SP0175,2025-08-21 11:22:11,67,22500.0
PO002624,NCC038,SP0065,2025-08-21 15:49:42,205,539000.0
PO000771,NCC036,SP0201,2025-08-22 08:01:59,371,611100.0
PO000101,NCC034,SP0020,2025-08-22 12:05:02,650,59600.0
PO000532,NCC036,SP0130,2025-08-22 14:42:10,160,174800.0
PO001153,NCC001,SP0033,2025-08-22 16:51:48,781,65100.0
PO000036,NCC016,SP0075,2025-08-22 16:53:13,20,90800.0
PO001876,NCC041,SP0189,2025-08-22 19:20:39,363,95100.0
PO001928,NCC034,SP0162,2025-08-22 22:09:26,181,117200.0
PO000629,NCC043,SP0040,2025-08-22 23:48:10,607,112200.0
PO000831,NCC009,SP0042,2025-08-23 06:54:55,465,95200.0
PO000345,NCC021,SP0102,2025-08-23 23:43:38,824,425100.0
PO002772,NCC013,SP0009,2025-08-24 00:03:28,699,276000.0
PO000105,NCC023,SP0205,2025-08-24 03:16:42,200,323300.0
PO002330,NCC007,SP0027,2025-08-24 08:43:14,21,51600.0
PO002386,NCC033,SP0033,2025-08-24 18:52:21,441,52300.0
PO002725,NCC023,SP0102,2025-08-25 12:39:57,857,500700.0
PO003401,NCC036,SP0099,2025-08-25 21:32:29,305,123500.0
PO001738,NCC005,SP0070,2025-08-26 03:41:07,102,108000.0
PO001732,NCC036,SP0121,2025-08-26 06:33:29,387,105700.0
PO003077,NCC019,SP0018,2025-08-26 09:44:20,55,525700.0
PO002943,NCC014,SP0208,2025-08-26 11:29:40,903,83500.0
PO003300,NCC018,SP0157,2025-08-26 14:12:29,402,200700.0
PO000559,NCC022,SP0011,2025-08-26 16:09:49,20,28000.0
PO001424,NCC033,SP0201,2025-08-26 18:46:44,977,510200.0
PO001959,NCC039,SP0202,2025-08-27 06:10:07,296,288100.0
PO001793,NCC023,SP0133,2025-08-27 09:22:59,880,150900.0
PO001660,NCC021,SP0215,2025-08-27 19:58:02,482,66300.0
PO002680,NCC020,SP0195,2025-08-28 05:13:26,573,126400.0
PO003358,NCC041,SP0188,2025-08-28 05:54:48,84,82800.0
PO002797,NCC015,SP0168,2025-08-28 10:40:15,119,22000.0
PO000197,NCC027,SP0007,2025-08-28 12:47:14,548,161700.0
PO002671,NCC028,SP0191,2025-08-28 14:33:10,203,33600.0
PO000739,NCC023,SP0046,2025-08-29 00:48:18,34,25300.0
PO002261,NCC029,SP0220,2025-08-29 05:35:57,410,43200.0
PO002587,NCC044,SP0112,2025-08-29 14:55:16,74,103300.0
PO002105,NCC009,SP0020,2025-08-30 01:23:38,357,61300.0
PO001514,NCC022,SP0183,2025-08-30 05:28:12,542,93900.0
PO003284,NCC020,SP0143,2025-08-30 06:50:55,220,90600.0
PO000388,NCC031,SP0159,2025-08-30 12:30:19,628,412500.0
PO002409,NCC036,SP0106,2025-08-30 14:13:59,208,115700.0
PO002845,NCC023,SP0195,2025-08-31 08:15:22,612,141900.0
PO001577,NCC026,SP0070,2025-08-31 08:15:46,881,104600.0
PO002320,NCC029,SP0126,2025-08-31 08:21:43,510,59600.0
PO000396,NCC022,SP0068,2025-08-31 16:48:26,502,38900.0
PO001508,NCC017,SP0065,2025-08-31 20:28:42,240,510900.0
PO001068,NCC018,SP0078,2025-08-31 21:19:02,53,119300.0
PO001485,NCC025,SP0047,2025-09-01 02:59:22,771,98200.0
PO000456,NCC029,SP0019,2025-09-01 08:44:09,899,109500.0
PO002258,NCC009,SP0007,2025-09-01 12:28:02,164,123500.0
PO001087,NCC017,SP0115,2025-09-02 04:13:25,251,20700.0
PO001289,NCC001,SP0031,2025-09-02 09:07:52,676,40600.0
PO000305,NCC041,SP0017,2025-09-02 12:49:49,381,39400.0
PO002915,NCC038,SP0114,2025-09-02 16:52:21,769,64000.0
PO002174,NCC030,SP0054,2025-09-02 17:31:03,602,99000.0
PO002473,NCC026,SP0107,2025-09-02 18:11:55,814,187900.0
PO002968,NCC039,SP0120,2025-09-02 18:54:52,443,87200.0
PO000652,NCC035,SP0049,2025-09-03 04:14:26,139,117100.0
PO000712,NCC013,SP0083,2025-09-03 04:37:18,559,48500.0
PO000301,NCC037,SP0105,2025-09-03 08:18:28,772,98700.0
PO003328,NCC003,SP0220,2025-09-03 09:34:08,353,42600.0
PO001237,NCC009,SP0087,2025-09-03 17:49:50,849,111700.0
PO002083,NCC019,SP0009,2025-09-03 19:59:09,424,261900.0
PO002741,NCC030,SP0124,2025-09-04 00:18:41,203,56900.0
PO001474,NCC035,SP0140,2025-09-04 00:22:36,554,147500.0
PO002201,NCC032,SP0010,2025-09-04 04:40:19,85,497200.0
PO002476,NCC004,SP0144,2025-09-04 10:15:48,195,124400.0
PO001432,NCC004,SP0160,2025-09-04 15:22:08,177,46100.0
PO001704,NCC027,SP0167,2025-09-05 07:16:07,697,28700.0
PO000707,NCC007,SP0049,2025-09-05 08:05:43,847,136500.0
PO001734,NCC025,SP0174,2025-09-05 09:02:27,925,549700.0
PO000202,NCC034,SP0127,2025-09-05 18:40:01,791,30700.0
PO002992,NCC018,SP0170,2025-09-05 23:02:53,931,145200.0
PO002221,NCC027,SP0134,2025-09-06 10:50:54,997,114500.0
PO000866,NCC017,SP0063,2025-09-06 23:54:28,591,55100.0
PO002908,NCC022,SP0164,2025-09-07 00:50:48,630,454500.0
PO002785,NCC002,SP0047,2025-09-07 06:14:18,326,102500.0
PO000163,NCC021,SP0166,2025-09-08 08:58:09,944,241500.0
PO001220,NCC030,SP0101,2025-09-08 09:33:13,981,224000.0
PO000510,NCC041,SP0091,2025-09-08 09:53:26,917,48800.0
PO002973,NCC017,SP0168,2025-09-08 17:30:51,845,20900.0
PO000173,NCC014,SP0068,2025-09-08 19:42:15,347,34900.0
PO000432,NCC003,SP0158,2025-09-08 22:54:27,838,96800.0
PO000380,NCC020,SP0025,2025-09-08 23:48:56,492,25200.0
PO001183,NCC021,SP0033,2025-09-09 05:36:04,827,69500.0
PO001032,NCC003,SP0033,2025-09-09 07:09:31,436,72300.0
PO003083,NCC034,SP0104,2025-09-09 12:42:41,342,762900.0
PO002752,NCC045,SP0177,2025-09-09 15:34:53,713,148100.0
PO001004,NCC041,SP0058,2025-09-09 17:44:23,64,34800.0
PO002932,NCC045,SP0078,2025-09-09 22:55:13,222,115200.0
PO001544,NCC042,SP0026,2025-09-10 06:24:11,49,55600.0
PO000120,NCC042,SP0189,2025-09-10 11:09:03,41,97000.0
PO002026,NCC003,SP0203,2025-09-11 01:12:59,222,634800.0
PO003048,NCC001,SP0074,2025-09-11 01:17:46,140,688900.0
PO002886,NCC017,SP0173,2025-09-11 07:48:36,663,90300.0
PO002907,NCC029,SP0163,2025-09-11 13:06:08,597,122600.0
PO002479,NCC020,SP0218,2025-09-11 14:07:05,670,110800.0
PO003057,NCC028,SP0030,2025-09-11 21:50:12,918,674600.0
PO002356,NCC022,SP0187,2025-09-12 07:19:10,170,151100.0
PO001159,NCC034,SP0064,2025-09-12 10:16:53,141,122600.0
PO000590,NCC042,SP0124,2025-09-12 10:59:14,982,50800.0
PO003080,NCC043,SP0113,2025-09-12 12:07:26,199,106000.0
PO000077,NCC030,SP0123,2025-09-12 18:37:40,34,140800.0
PO000375,NCC026,SP0080,2025-09-12 19:52:15,76,97400.0
PO002669,NCC023,SP0187,2025-09-12 20:01:21,321,160700.0
PO001314,NCC044,SP0196,2025-09-12 20:39:54,903,90500.0
PO000168,NCC034,SP0193,2025-09-13 05:58:34,815,79200.0
PO000249,NCC036,SP0120,2025-09-13 06:27:32,111,111300.0
PO000128,NCC005,SP0069,2025-09-13 12:15:05,143,40600.0
PO002654,NCC025,SP0041,2025-09-13 14:17:17,542,876600.0
PO000239,NCC024,SP0121,2025-09-13 14:29:49,505,110400.0
PO002581,NCC006,SP0207,2025-09-13 17:16:08,790,19100.0
PO001574,NCC007,SP0070,2025-09-13 20:05:02,244,107000.0
PO000029,NCC018,SP0018,2025-09-14 02:40:06,885,570400.0
PO002492,NCC014,SP0163,2025-09-14 16:28:29,472,107900.0
PO000562,NCC035,SP0114,2025-09-14 17:45:15,39,58300.0
PO001877,NCC021,SP0160,2025-09-15 05:03:24,651,56300.0
PO001409,NCC025,SP0113,2025-09-15 21:32:30,930,100800.0
PO001154,NCC029,SP0150,2025-09-16 00:24:17,53,91900.0
PO001115,NCC011,SP0090,2025-09-16 03:40:26,440,540500.0
PO000433,NCC024,SP0025,2025-09-16 11:38:20,393,25600.0
PO002293,NCC026,SP0156,2025-09-16 13:39:19,572,64300.0
PO000406,NCC034,SP0195,2025-09-17 02:45:44,456,164000.0
PO003161,NCC001,SP0214,2025-09-17 03:01:06,920,38400.0
PO000547,NCC005,SP0036,2025-09-17 06:38:32,597,158500.0
PO001594,NCC012,SP0117,2025-09-17 06:43:25,108,33700.0
PO000165,NCC021,SP0007,2025-09-17 10:41:55,525,124700.0
PO002020,NCC035,SP0020,2025-09-17 11:44:30,72,74200.0
PO003019,NCC012,SP0189,2025-09-17 20:05:28,159,91800.0
PO001749,NCC022,SP0086,2025-09-17 20:22:11,910,111800.0
PO002358,NCC006,SP0210,2025-09-17 23:22:42,836,18900.0
PO002131,NCC014,SP0149,2025-09-18 02:01:51,566,738200.0
PO002464,NCC030,SP0086,2025-09-18 11:31:10,638,100700.0
PO002673,NCC010,SP0060,2025-09-18 12:42:32,445,19100.0
PO001653,NCC035,SP0064,2025-09-18 18:38:20,94,102600.0
PO002948,NCC013,SP0187,2025-09-18 20:30:34,298,149000.0
PO002765,NCC030,SP0176,2025-09-18 23:56:17,122,97400.0
PO000263,NCC010,SP0179,2025-09-19 01:22:30,795,161100.0
PO001080,NCC032,SP0017,2025-09-19 04:47:00,709,37400.0
PO003349,NCC041,SP0039,2025-09-19 06:17:00,146,14900.0
PO003500,NCC001,SP0072,2025-09-19 13:10:05,245,452800.0
PO001990,NCC040,SP0072,2025-09-19 17:23:05,393,414700.0
PO000787,NCC023,SP0180,2025-09-19 19:38:30,734,799300.0
PO000709,NCC002,SP0079,2025-09-19 20:33:23,856,20600.0
PO000517,NCC024,SP0120,2025-09-20 00:31:43,557,82300.0
PO001910,NCC041,SP0039,2025-09-20 01:50:12,234,15700.0
PO000275,NCC021,SP0111,2025-09-20 07:47:18,416,41300.0
PO003362,NCC020,SP0095,2025-09-20 08:10:19,632,50800.0
PO002700,NCC012,SP0178,2025-09-20 13:34:53,933,122400.0
PO001637,NCC020,SP0210,2025-09-20 20:00:12,741,21500.0
PO000803,NCC018,SP0172,2025-09-20 22:57:24,55,479300.0
PO003479,NCC045,SP0028,2025-09-21 04:33:16,69,119900.0
PO000890,NCC026,SP0158,2025-09-21 05:03:48,167,101000.0
PO001870,NCC042,SP0105,2025-09-21 05:54:07,270,106700.0
PO000022,NCC018,SP0135,2025-09-21 09:40:35,820,576700.0
PO001259,NCC004,SP0006,2025-09-21 12:31:45,584,686200.0
PO001880,NCC020,SP0196,2025-09-22 05:56:22,268,76600.0
PO001965,NCC033,SP0188,2025-09-22 06:10:58,299,86000.0
PO001394,NCC037,SP0201,2025-09-22 07:03:40,751,558400.0
PO001465,NCC037,SP0143,2025-09-22 08:06:29,175,89600.0
PO000644,NCC028,SP0133,2025-09-22 14:33:00,529,135400.0
PO002277,NCC007,SP0031,2025-09-22 17:21:20,75,41300.0
PO000132,NCC005,SP0142,2025-09-23 01:04:19,310,359200.0
PO001234,NCC024,SP0074,2025-09-23 01:06:25,202,640700.0
PO002565,NCC040,SP0147,2025-09-23 02:14:17,394,46300.0
PO000525,NCC001,SP0107,2025-09-23 15:19:34,780,179800.0
PO002207,NCC008,SP0202,2025-09-24 12:38:39,597,252700.0
PO001602,NCC034,SP0139,2025-09-24 14:28:56,746,135800.0
PO002019,NCC032,SP0144,2025-09-24 15:24:55,553,126900.0
PO001346,NCC041,SP0166,2025-09-24 18:13:42,261,233300.0
PO002104,NCC011,SP0017,2025-09-24 20:37:51,860,36700.0
PO002570,NCC027,SP0199,2025-09-24 22:03:03,769,74200.0
PO000506,NCC016,SP0053,2025-09-25 03:21:03,536,142500.0
PO001688,NCC011,SP0092,2025-09-25 06:15:21,202,30700.0
PO002285,NCC032,SP0123,2025-09-25 08:15:25,474,142800.0
PO002411,NCC018,SP0158,2025-09-25 09:11:27,392,84900.0
PO001011,NCC001,SP0125,2025-09-25 10:22:37,812,155000.0
PO000182,NCC005,SP0049,2025-09-25 11:37:20,333,115000.0
PO002788,NCC012,SP0102,2025-09-25 13:21:27,546,515900.0
PO003116,NCC032,SP0205,2025-09-25 15:24:13,756,256600.0
PO001296,NCC016,SP0071,2025-09-25 19:20:15,436,584600.0
PO001486,NCC036,SP0158,2025-09-25 22:03:03,67,108600.0
PO002818,NCC034,SP0116,2025-09-26 01:28:04,449,356900.0
PO002645,NCC021,SP0207,2025-09-26 08:19:26,980,21100.0
PO002405,NCC019,SP0163,2025-09-26 08:36:19,307,120800.0
PO003061,NCC010,SP0193,2025-09-26 09:36:10,583,88100.0
PO001607,NCC009,SP0099,2025-09-26 09:46:41,558,131600.0
PO001076,NCC009,SP0099,2025-09-26 14:39:40,523,149300.0
PO001864,NCC020,SP0205,2025-09-26 17:08:50,137,307700.0
PO001674,NCC010,SP0031,2025-09-26 19:42:13,930,42700.0
PO002490,NCC013,SP0032,2025-09-27 00:26:10,163,100700.0
PO002297,NCC040,SP0077,2025-09-27 04:52:08,648,107900.0
PO003459,NCC025,SP0109,2025-09-27 07:59:42,725,514900.0
PO001517,NCC030,SP0175,2025-09-27 08:36:57,55,20000.0
PO000768,NCC024,SP0025,2025-09-27 14:52:57,927,23100.0
PO003129,NCC037,SP0193,2025-09-27 16:22:09,552,74200.0
PO001956,NCC041,SP0188,2025-09-27 20:13:14,668,94300.0
PO000061,NCC040,SP0170,2025-09-27 21:16:13,317,133100.0
PO003445,NCC030,SP0177,2025-09-27 23:45:40,827,126700.0
PO003411,NCC036,SP0069,2025-09-28 07:14:08,607,42300.0
PO000180,NCC029,SP0098,2025-09-28 20:23:40,226,66000.0
PO001542,NCC033,SP0061,2025-09-28 23:10:40,940,131600.0
PO002488,NCC010,SP0218,2025-09-29 01:12:07,420,93300.0
PO003050,NCC012,SP0006,2025-09-29 02:07:45,155,671600.0
PO001678,NCC032,SP0031,2025-09-29 03:24:29,102,40900.0
PO001629,NCC023,SP0038,2025-09-29 04:24:08,879,698800.0
PO003147,NCC014,SP0170,2025-09-29 05:06:45,144,144700.0
PO002834,NCC027,SP0096,2025-09-29 05:34:54,218,41800.0
PO001497,NCC041,SP0090,2025-09-30 02:38:33,991,494500.0
PO000806,NCC042,SP0073,2025-09-30 03:37:22,559,59600.0
PO002865,NCC016,SP0146,2025-09-30 05:39:44,725,64200.0
PO003118,NCC043,SP0141,2025-09-30 07:52:28,644,53800.0
PO000451,NCC042,SP0187,2025-09-30 12:43:51,23,149500.0
PO001964,NCC002,SP0048,2025-09-30 21:54:32,555,43000.0
PO003229,NCC016,SP0032,2025-10-01 11:35:30,589,141300.0
PO002613,NCC042,SP0098,2025-10-01 16:25:28,979,65700.0
PO002868,NCC002,SP0006,2025-10-02 00:27:49,142,590700.0
PO001236,NCC011,SP0096,2025-10-02 01:05:55,402,45500.0
PO001389,NCC041,SP0104,2025-10-02 05:46:06,506,774200.0
PO002107,NCC014,SP0065,2025-10-02 10:09:14,568,487400.0
PO000603,NCC041,SP0007,2025-10-02 13:50:34,477,139300.0
PO001714,NCC039,SP0135,2025-10-02 17:53:27,565,647200.0
PO001317,NCC037,SP0058,2025-10-02 20:23:13,640,33400.0
PO000743,NCC016,SP0086,2025-10-02 21:10:10,844,129700.0
PO000761,NCC015,SP0126,2025-10-03 05:16:31,604,59700.0
PO001721,NCC036,SP0001,2025-10-03 07:25:45,72,27600.0
PO001541,NCC039,SP0138,2025-10-03 14:41:05,821,25200.0
PO000104,NCC045,SP0215,2025-10-03 20:28:50,471,50400.0
PO001780,NCC009,SP0162,2025-10-03 23:46:50,841,95400.0
PO000348,NCC012,SP0164,2025-10-04 12:02:04,140,459500.0
PO000428,NCC042,SP0007,2025-10-04 18:18:28,128,113800.0
PO001404,NCC010,SP0045,2025-10-05 00:37:12,108,126200.0
PO002014,NCC003,SP0088,2025-10-05 05:12:36,857,60100.0
PO001135,NCC034,SP0136,2025-10-05 06:10:56,961,546400.0
PO002073,NCC023,SP0026,2025-10-06 04:16:32,709,68300.0
PO002955,NCC013,SP0205,2025-10-06 19:40:11,370,261500.0
PO001330,NCC021,SP0024,2025-10-07 08:15:54,496,59400.0
PO001073,NCC013,SP0027,2025-10-07 08:56:20,235,51100.0
PO001805,NCC004,SP0181,2025-10-08 00:14:38,951,452000.0
PO001446,NCC007,SP0061,2025-10-08 12:56:33,552,117000.0
PO003251,NCC022,SP0158,2025-10-08 13:12:26,346,84800.0
PO003371,NCC010,SP0177,2025-10-08 17:48:26,162,153800.0
PO002317,NCC007,SP0196,2025-10-08 22:34:40,621,85600.0
PO001074,NCC044,SP0069,2025-10-09 06:03:19,939,36200.0
PO002863,NCC028,SP0044,2025-10-09 08:16:29,570,774800.0
PO002093,NCC031,SP0047,2025-10-09 09:34:12,394,97300.0
PO003209,NCC012,SP0183,2025-10-09 14:33:38,450,88800.0
PO001095,NCC032,SP0211,2025-10-09 21:58:50,296,156000.0
PO000811,NCC039,SP0001,2025-10-09 23:43:01,332,29400.0
PO001546,NCC023,SP0131,2025-10-09 23:57:11,734,29000.0
PO003252,NCC038,SP0208,2025-10-10 10:49:04,92,71400.0
PO003120,NCC040,SP0145,2025-10-10 15:56:10,83,107700.0
PO003412,NCC012,SP0142,2025-10-10 22:00:36,897,371600.0
PO000595,NCC037,SP0188,2025-10-11 01:15:17,186,82200.0
PO002200,NCC002,SP0212,2025-10-11 11:12:38,58,176100.0
PO002527,NCC010,SP0150,2025-10-11 11:34:16,573,131500.0
PO002924,NCC042,SP0018,2025-10-11 12:03:16,543,611800.0
PO000410,NCC039,SP0170,2025-10-11 17:39:38,860,153500.0
PO000034,NCC016,SP0060,2025-10-12 01:37:01,209,21300.0
PO002161,NCC025,SP0023,2025-10-12 04:01:13,720,92200.0
PO003337,NCC011,SP0174,2025-10-12 06:21:32,943,484700.0
PO000933,NCC042,SP0162,2025-10-12 06:44:32,858,96900.0
PO001501,NCC009,SP0182,2025-10-12 12:03:09,37,82700.0
PO003382,NCC038,SP0188,2025-10-12 16:44:48,399,111000.0
PO002338,NCC038,SP0168,2025-10-12 17:26:19,143,21800.0
PO002344,NCC021,SP0175,2025-10-12 22:19:44,805,20300.0
PO002773,NCC011,SP0170,2025-10-13 04:53:31,153,158000.0
PO000024,NCC038,SP0106,2025-10-14 07:38:17,872,130100.0
PO001381,NCC029,SP0177,2025-10-14 08:00:16,995,174100.0
PO002614,NCC021,SP0214,2025-10-14 13:43:53,120,41600.0
PO001759,NCC016,SP0207,2025-10-14 20:27:29,201,21000.0
PO001590,NCC015,SP0011,2025-10-15 06:50:17,997,30800.0
PO001223,NCC027,SP0183,2025-10-15 18:12:57,451,83200.0
PO001765,NCC023,SP0197,2025-10-15 20:14:04,773,492900.0
PO003127,NCC011,SP0119,2025-10-16 07:04:31,710,160800.0
PO002899,NCC033,SP0048,2025-10-16 07:15:37,187,41700.0
PO000344,NCC029,SP0115,2025-10-16 15:01:13,599,21700.0
PO002767,NCC014,SP0169,2025-10-16 16:34:20,748,526500.0
PO001328,NCC012,SP0213,2025-10-17 02:18:50,154,24200.0
PO000773,NCC044,SP0104,2025-10-17 06:49:44,942,793800.0
PO003499,NCC006,SP0105,2025-10-17 09:13:45,832,115400.0
PO000094,NCC020,SP0134,2025-10-17 10:19:56,68,90600.0
PO001908,NCC028,SP0079,2025-10-17 14:41:39,396,19500.0
PO002067,NCC023,SP0044,2025-10-17 15:13:37,44,809600.0
PO002916,NCC033,SP0108,2025-10-18 02:37:02,599,101900.0
PO002578,NCC018,SP0124,2025-10-18 04:55:23,395,42500.0
PO003099,NCC033,SP0084,2025-10-18 05:25:57,731,108900.0
PO003293,NCC024,SP0084,2025-10-18 05:49:44,773,100100.0
PO001426,NCC024,SP0211,2025-10-18 09:40:14,913,160200.0
PO003295,NCC007,SP0181,2025-10-18 13:47:46,498,482000.0
PO000198,NCC033,SP0059,2025-10-18 19:39:45,633,442800.0
PO001875,NCC016,SP0108,2025-10-18 21:59:48,175,80900.0
PO000020,NCC019,SP0220,2025-10-18 22:14:35,466,41600.0
PO001992,NCC006,SP0177,2025-10-19 06:03:04,45,143000.0
PO001547,NCC012,SP0201,2025-10-19 11:58:48,936,555900.0
PO001930,NCC024,SP0081,2025-10-19 14:26:18,595,29400.0
PO001003,NCC004,SP0072,2025-10-19 20:36:31,697,442000.0
PO003282,NCC002,SP0159,2025-10-20 02:58:37,65,463300.0
PO002037,NCC042,SP0128,2025-10-20 17:44:12,530,164900.0
PO000482,NCC020,SP0131,2025-10-21 02:26:26,513,27400.0
PO003340,NCC023,SP0188,2025-10-21 08:11:04,104,91500.0
PO003269,NCC006,SP0032,2025-10-21 09:54:18,864,110100.0
PO002216,NCC030,SP0115,2025-10-21 15:10:42,268,19800.0
PO001929,NCC007,SP0049,2025-10-21 19:18:25,345,137800.0
PO000512,NCC033,SP0154,2025-10-22 01:13:10,291,24100.0
PO003104,NCC036,SP0156,2025-10-22 16:02:59,590,62500.0
PO002248,NCC028,SP0152,2025-10-22 16:38:49,475,110700.0
PO000119,NCC029,SP0042,2025-10-22 18:58:47,447,130700.0
PO003325,NCC003,SP0169,2025-10-23 10:59:21,874,527400.0
PO002239,NCC021,SP0176,2025-10-23 11:07:44,418,68100.0
PO000419,NCC003,SP0137,2025-10-23 21:27:45,355,650100.0
PO000033,NCC004,SP0183,2025-10-23 22:14:23,434,100700.0
PO000688,NCC011,SP0007,2025-10-24 04:05:10,532,142500.0
PO001628,NCC013,SP0034,2025-10-24 11:26:40,61,142200.0
PO002743,NCC011,SP0089,2025-10-24 15:04:57,717,103200.0
PO001569,NCC042,SP0202,2025-10-24 16:38:42,706,260000.0
PO001690,NCC042,SP0137,2025-10-24 20:48:50,406,725400.0
PO002842,NCC019,SP0155,2025-10-24 21:50:16,670,135100.0
PO000988,NCC032,SP0023,2025-10-25 00:11:18,160,123600.0
PO002713,NCC010,SP0165,2025-10-25 03:52:03,340,23100.0
PO002566,NCC003,SP0075,2025-10-25 07:40:43,872,90000.0
PO000553,NCC029,SP0135,2025-10-25 13:17:41,386,595200.0
PO001558,NCC041,SP0010,2025-10-26 02:08:17,152,577600.0
PO001100,NCC016,SP0159,2025-10-26 08:39:02,724,491900.0
