MaChiTiet,MaDonHang,MaSanPham,SoLuong,GiaBanThucTe,ChietKhau
CT0016128,DH007546,SP0210,100,25000.0,0.1
CT0016129,DH009464,SP0124,178,96000.0,0.1
CT0016130,DH009464,SP0131,265,38000.0,0.0
CT0016131,DH009464,SP0027,158,93000.0,0.0
CT0016132,DH009464,,123,229000.0,0.0
CT0016133,DH009464,SP0030,254,1105000.0,0.0
CT0016134,DH009464,SP0075,273,176000.0,0.05
CT0016135,DH009464,SP0120,95,174000.0,0.15
CT0016136,DH004338,SP0036,6,274000.0,0.15
CT0016137,DH004338,SP0153,6,212000.0,0.0
CT0016138,DH006548,SP0131,172,30300.0,0.1
CT0016139,DH006548,SP0124,72,83000.0,0.0
CT0016140,DH006548,SP0013,219,138800.0,0.0
CT0016141,DH006548,SP0147,90,100200.0,0.0
CT0016142,DH002020,SP0191,183,41400.0,0.0
CT0016143,DH002020,SP0014,170,699500.0,0.0
CT0016144,DH002020,SP0093,228,942700.0,0.0
CT0016145,DH002020,SP0141,289,83600.0,0.1
CT0016146,DH002020,SP0170,284,314200.0,0.05
CT0016147,DH002020,SP0052,134,29700.0,0.0
CT0016148,DH002020,SP0036,115,222800.0,0.1
CT0016149,DH002020,SP0182,153,125400.0,0.0
CT0016150,DH002379,SP0068,3,41800.0,0.0
CT0016151,DH003804,SP0104,5,1251000.0,0.05
CT0016152,DH003804,SP0015,3,119000.0,0.1
CT0016153,DH004919,SP0131,3,38000.0,0.0
CT0016154,DH004919,SP0069,1,82000.0,0.1
CT0016155,DH001658,SP0004,124,193500.0,0.0
CT0016156,DH001658,SP0028,250,219900.0,0.0
CT0016157,DH001658,SP0191,294,39200.0,0.0
CT0016158,DH004727,SP0112,1,155500.0,0.1
CT0016159,DH001452,SP0187,61,258000.0,0.0
CT0016160,DH001452,SP0007,234,262000.0,0.0
CT0016161,DH001452,SP0189,52,164000.0,0.0
CT0016162,DH001452,SP0111,119,52000.0,0.0
CT0016163,DH001452,SP0118,292,242000.0,0.1
CT0016164,DH001452,SP0167,105,38000.0,0.0
CT0016165,DH004546,SP0129,53,238100.0,0.0
CT0016166,DH004546,SP0181,118,714600.0,0.0
CT0016167,DH004546,SP0208,102,116800.0,0.0
CT0016168,DH008780,,295,226400.0,0.1
CT0016169,DH008780,SP0073,244,152300.0,0.0
CT0016170,DH008780,SP0020,242,106500.0,0.0
CT0016171,DH008780,SP0092,289,36700.0,0.0
CT0016172,DH008780,SP0031,294,49100.0,0.0
CT0016173,DH006938,SP0139,2,257000.0,0.0
CT0016174,DH006938,SP0164,2,879000.0,0.15
CT0016175,DH006938,SP0132,5,493000.0,0.05
CT0016176,DH004312,SP0062,10,326000.0,0.0
CT0016177,DH004312,SP0146,6,134000.0,0.0
CT0016178,DH004312,SP0189,8,164000.0,0.1
CT0016179,DH001007,SP0184,10,293000.0,0.0
CT0016180,DH001007,SP0163,6,207000.0,0.15
CT0016181,DH001007,SP0149,6,1399000.0,0.05
CT0016182,DH008890,SP0142,190,511900.0,0.0
CT0016183,DH008890,SP0184,215,229600.0,0.0
CT0016184,DH008890,SP0124,183,81400.0,0.0
CT0016185,DH008890,SP0100,158,217200.0,0.0
CT0016186,DH008947,SP0143,150,174000.0,0.0
CT0016187,DH008947,SP0048,116,54000.0,0.0
CT0016188,DH008947,SP0100,212,289000.0,0.0
CT0016189,DH008947,SP0030,219,1105000.0,0.0
CT0016190,DH008947,SP0207,197,26000.0,0.0
CT0016191,DH008947,SP0181,168,852000.0,0.15
CT0016192,DH008947,SP0051,210,333000.0,0.0
CT0016193,DH008947,SP0219,229,82000.0,0.1
CT0016194,DH006020,SP0145,3,189000.0,0.1
CT0016195,DH006020,SP0059,6,782000.0,0.0
CT0016196,DH005424,SP0186,131,886400.0,0.0
CT0016197,DH005424,SP0189,249,135200.0,0.15
CT0016198,DH005424,SP0008,148,1516000.0,0.0
CT0016199,DH005424,SP0086,225,248300.0,0.0
CT0016200,DH005424,SP0187,72,238200.0,0.1
CT0016201,DH004052,SP0114,1,109000.0,0.0
CT0016202,DH006506,SP0199,191,165000.0,0.05
CT0016203,DH006506,SP0212,74,306000.0,0.0
CT0016204,DH006506,SP0220,192,54000.0,0.0
CT0016205,DH006506,SP0191,126,47000.0,0.05
CT0016206,DH006506,SP0036,157,274000.0,0.0
CT0016207,DH006506,SP0110,213,51000.0,0.05
CT0016208,DH007700,SP0154,10,27800.0,0.1
CT0016209,DH007700,SP0131,10,29300.0,0.05
CT0016210,DH003375,SP0041,8,1377000.0,0.0
CT0016211,DH003375,SP0134,4,197000.0,0.0
CT0016212,DH003375,SP0106,4,265000.0,0.15
CT0016213,DH007070,,10,30000.0,0.1
CT0016214,DH007070,SP0142,6,595000.0,0.0
CT0016215,DH007070,SP0191,6,47000.0,0.1
CT0016216,DH005284,SP0015,141,119000.0,0.0
CT0016217,DH005284,SP0079,140,27000.0,0.15
CT0016218,DH005284,SP0147,132,93000.0,0.1
CT0016219,DH005284,SP0168,57,27000.0,0.0
CT0016220,DH005284,SP0102,230,885000.0,0.0
CT0016221,DH005284,SP0178,250,264000.0,0.0
CT0016222,DH005284,SP0042,106,226000.0,0.1
CT0016223,DH002885,SP0086,141,229000.0,0.0
CT0016224,DH002885,SP0206,67,48000.0,0.0
CT0016225,DH002885,SP0056,235,56000.0,0.1
CT0016226,DH002885,SP0017,135,50000.0,0.15
CT0016227,DH002885,SP0187,173,258000.0,0.0
CT0016228,DH002885,SP0050,69,786000.0,0.05
CT0016229,DH002885,SP0019,118,197000.0,0.0
CT0016230,DH002885,SP0055,247,297000.0,0.0
CT0016231,DH006759,SP0211,7,265000.0,0.0
CT0016232,DH006759,SP0048,2,54000.0,0.1
CT0016233,DH006759,SP0162,8,196000.0,0.15
CT0016234,DH005623,SP0027,5,93000.0,0.0
CT0016235,DH009330,SP0047,6,194000.0,0.0
CT0016236,DH009330,SP0110,3,51000.0,0.0
CT0016237,DH005551,SP0169,7,922000.0,0.0
CT0016238,DH005551,SP0109,2,1045000.0,0.1
CT0016239,DH005551,SP9010,5,164000.0,0.05
CT0016240,DH002096,SP0027,1,75700.0,0.1
CT0016241,DH002096,,2,48200.0,0.0
CT0016242,DH002096,SP0109,8,1076700.0,0.0
CT0016243,DH003921,SP0087,80,231000.0,0.15
CT0016244,DH003921,SP0041,297,1377000.0,0.15
CT0016245,DH003921,SP0091,293,59000.0,0.0
CT0016246,DH003921,SP0078,60,213000.0,0.1
CT0016247,DH003921,SP0164,142,879000.0,0.0
CT0016248,DH003921,,78,101000.0,0.0
CT0016249,DH003921,SP0140,62,295000.0,0.15
CT0016250,DH003921,SP0104,242,1251000.0,0.1
CT0016251,DH005715,SP0215,4,112000.0,0.0
CT0016252,DH004117,SP9000,65,130100.0,0.0
CT0016253,DH004117,SP0030,168,1144600.0,0.1
CT0016254,DH004117,SP0089,169,164600.0,0.0
CT0016255,DH004117,SP0076,113,101400.0,0.15
CT0016256,DH004117,SP0123,168,243200.0,0.0
CT0016257,DH004117,SP0024,102,95300.0,0.0
CT0016258,DH004807,SP0196,213,172000.0,0.0
CT0016259,DH004807,SP0150,282,228000.0,0.15
CT0016260,DH004807,SP0080,166,203000.0,0.0
CT0016261,DH007495,SP0016,259,978000.0,0.05
CT0016262,DH007495,SP0051,300,333000.0,0.05
CT0016263,DH007495,SP0108,284,172000.0,0.0
CT0016264,DH003064,SP0054,208,175000.0,0.1
CT0016265,DH003064,SP0039,192,19000.0,0.0
CT0016266,DH003064,SP0143,244,174000.0,0.0
CT0016267,DH003064,SP9002,199,1328000.0,0.0
CT0016268,DH003064,SP0192,232,579000.0,0.15
CT0016269,DH003064,SP0121,136,228000.0,0.05
CT0016270,DH008574,SP0016,6,978000.0,0.0
CT0016271,DH008574,SP9000,10,375000.0,0.1
CT0016272,DH008574,SP0147,2,93000.0,0.0
CT0016273,DH005179,,227,150000.0,0.0
CT0016274,DH005179,SP0069,220,82000.0,0.0
CT0016275,DH005179,SP0047,205,194000.0,0.0
CT0016276,DH005179,SP0122,76,150000.0,0.05
CT0016277,DH006247,SP0027,248,93000.0,0.0
CT0016278,DH006247,SP0087,245,231000.0,0.0
CT0016279,DH006247,SP0051,147,333000.0,0.0
CT0016280,DH006247,SP0161,106,127000.0,0.0
CT0016281,DH006247,SP0175,56,26000.0,0.0
CT0016282,DH006247,SP0101,51,375000.0,0.0
CT0016283,DH006247,SP0066,128,572000.0,0.15
CT0016284,DH006247,SP0072,139,719000.0,0.15
CT0016285,DH011702,SP0012,9,210000.0,0.0
CT0016286,DH007899,SP0081,1,40000.0,0.1
CT0016287,DH009842,SP0132,251,404400.0,0.0
CT0016288,DH009842,SP0137,67,1017700.0,0.0
CT0016289,DH009842,SP0192,124,609600.0,0.1
CT0016290,DH009842,SP0176,153,147500.0,0.0
CT0016291,DH009842,,226,87200.0,0.1
CT0016292,DH009842,SP0187,155,201100.0,0.05
CT0016293,DH004755,SP0139,218,257000.0,0.0
CT0016294,DH004755,SP0066,78,572000.0,0.1
CT0016295,DH004755,SP0212,252,306000.0,0.0
CT0016296,DH004755,SP0068,173,48000.0,0.0
CT0016297,DH004755,,147,900000.0,0.0
CT0016298,DH004755,SP0017,272,50000.0,0.0
CT0016299,DH003639,SP0029,10,281000.0,0.0
CT0016300,DH003639,SP0128,3,263000.0,0.05
CT0016301,DH003639,SP0139,1,257000.0,0.0
CT0016302,DH008095,,278,224000.0,0.0
CT0016303,DH008095,SP0002,219,33000.0,0.1
CT0016304,DH008095,SP0194,55,188000.0,0.0
CT0016305,DH008095,SP0185,209,25000.0,0.0
CT0016306,DH003391,SP0080,6,203000.0,0.1
CT0016307,DH003391,SP0035,5,1000000.0,0.15
CT0016308,DH002838,SP0130,228,276100.0,0.1
CT0016309,DH002838,SP0064,76,179000.0,0.0
CT0016310,DH002838,,86,153700.0,0.0
CT0016311,DH002838,SP0150,58,258200.0,0.0
CT0016312,DH010840,SP0127,121,31700.0,0.0
CT0016313,DH010840,SP0004,229,193900.0,0.0
CT0016314,DH010840,SP0022,151,1510300.0,0.0
CT0016315,DH010840,SP0048,228,49500.0,0.0
CT0016316,DH010840,SP0176,131,139100.0,0.05
CT0016317,DH010840,SP0067,175,12200.0,0.0
CT0016318,DH010840,SP0173,279,139100.0,0.0
CT0016319,DH010546,SP0044,97,1422000.0,0.0
CT0016320,DH010546,SP0153,275,212000.0,0.1
CT0016321,DH010546,SP0032,234,243000.0,0.0
CT0016322,DH010546,SP0116,261,714000.0,0.0
CT0016323,DH010546,SP0027,276,93000.0,0.0
CT0016324,DH010546,SP0043,50,252000.0,0.1
CT0016325,DH010546,SP0064,99,216000.0,0.0
CT0016326,DH010546,SP0187,108,258000.0,0.05
CT0016327,DH008107,SP0131,9,38000.0,0.05
CT0016328,DH008107,SP0164,10,879000.0,0.0
CT0016329,DH008107,,5,165000.0,0.1
CT0016330,DH009153,SP0056,253,56000.0,0.05
CT0016331,DH009153,SP0008,145,1434000.0,0.05
CT0016332,DH009153,SP0101,225,375000.0,0.1
CT0016333,DH010620,SP0006,1,1160000.0,0.15
CT0016334,DH002700,SP0156,10,138000.0,0.15
CT0016335,DH002700,SP0010,8,1008000.0,0.0
CT0016336,DH002700,SP0064,7,216000.0,0.05
CT0016337,DH001483,SP0099,95,254000.0,0.0
CT0016338,DH001483,SP0021,99,46000.0,0.0
CT0016339,DH001483,SP0060,266,26000.0,0.0
CT0016340,DH001483,SP0069,110,82000.0,0.0
CT0016341,DH001483,SP0047,227,194000.0,0.0
CT0016342,DH001483,SP0143,197,174000.0,0.0
CT0016343,DH009672,SP0045,60,232000.0,0.0
CT0016344,DH009672,SP0125,70,289000.0,0.15
CT0016345,DH009672,SP0035,259,1000000.0,0.0
CT0016346,DH009672,SP0187,235,258000.0,0.0
CT0016347,DH009672,SP0206,122,48000.0,0.0
CT0016348,DH002438,SP0146,214,134000.0,0.15
CT0016349,DH002438,SP0029,83,281000.0,0.0
CT0016350,DH002438,SP0194,88,188000.0,0.1
CT0016351,DH002438,SP0109,115,1045000.0,0.0
CT0016352,DH002438,SP0031,131,52000.0,0.05
CT0016353,DH007955,SP0024,244,104000.0,0.05
CT0016354,DH007955,SP0153,276,212000.0,0.1
CT0016355,DH007955,SP0102,157,885000.0,0.0
CT0016356,DH007955,SP0212,144,306000.0,0.0
CT0016357,DH007955,SP0045,304,232000.0,0.0
CT0016358,DH007955,SP0062,169,326000.0,0.05
CT0016359,DH007955,SP0197,86,943000.0,0.05
CT0016360,DH007955,SP0035,151,1000000.0,0.15
CT0016361,DH002689,SP0002,6,33000.0,0.1
CT0016362,DH002689,SP0091,1,59000.0,0.1
CT0016363,DH002689,SP0093,5,1218000.0,0.15
CT0016364,DH002918,SP0053,154,288000.0,0.1
CT0016365,DH002918,SP0028,136,200000.0,0.0
CT0016366,DH002918,SP0004,74,224000.0,0.05
CT0016367,DH002918,SP0056,122,56000.0,0.1
CT0016368,DH002918,SP0220,290,54000.0,0.1
CT0016369,DH002918,SP0069,264,82000.0,0.15
CT0016370,DH002918,SP0080,260,203000.0,0.0
CT0016371,DH004606,SP0156,9,138000.0,0.15
CT0016372,DH011615,SP0129,3,269000.0,0.05
CT0016373,DH011615,SP0020,9,125000.0,0.1
CT0016374,DH006969,SP0182,1,150000.0,0.0
CT0016375,DH006969,SP0159,3,755000.0,0.0
CT0016376,DH006969,SP0214,7,50000.0,0.1
CT0016377,DH011226,SP0091,1,59000.0,0.05
CT0016378,DH011226,SP0023,3,215000.0,0.1
CT0016379,DH011226,SP0156,6,138000.0,0.0
CT0016380,DH001521,SP0007,298,262000.0,0.0
CT0016381,DH001521,SP0095,59,117000.0,0.05
CT0016382,DH001521,SP0045,274,232000.0,0.0
CT0016383,DH001521,SP0006,275,1160000.0,0.05
CT0016384,DH008572,SP0203,177,1183000.0,0.0
CT0016385,DH008572,SP0038,233,1190000.0,0.0
CT0016386,DH008572,SP0144,121,231000.0,0.15
CT0016387,DH009323,SP0130,247,331000.0,0.0
CT0016388,DH009323,SP0006,68,1160000.0,0.0
CT0016389,DH009323,SP0167,161,38000.0,0.0
CT0016390,DH009323,SP0199,259,165000.0,0.0
CT0016391,DH009323,SP0144,298,231000.0,0.1
CT0016392,DH007927,SP0127,3,33300.0,0.0
CT0016393,DH007927,SP0067,5,14000.0,0.0
CT0016394,DH001423,SP0068,9,44500.0,0.0
CT0016395,DH001423,SP0190,8,35100.0,0.0
CT0016396,DH001545,SP0201,251,967000.0,0.05
CT0016397,DH001545,SP0151,229,242000.0,0.0
CT0016398,DH001545,SP9014,107,174000.0,0.1
CT0016399,DH001545,SP0008,159,1434000.0,0.0
CT0016400,DH001545,SP0076,162,112000.0,0.1
CT0016401,DH001545,SP0082,229,1015000.0,0.0
CT0016402,DH001545,SP0118,281,242000.0,0.05
CT0016403,DH003084,,232,274000.0,0.15
CT0016404,DH003084,SP0124,222,96000.0,0.1
CT0016405,DH003084,SP0176,227,172000.0,0.1
CT0016406,DH003084,SP0040,143,258000.0,0.1
CT0016407,DH003084,SP0030,64,1105000.0,0.0
CT0016408,DH003084,SP0121,123,228000.0,0.0
CT0016409,DH003084,SP0110,117,51000.0,0.0
CT0016410,DH003084,SP9011,291,146000.0,0.0
CT0016411,DH004936,,10,28500.0,0.05
CT0016412,DH005389,SP0217,8,291000.0,0.0
CT0016413,DH005389,SP0015,10,119000.0,0.0
CT0016414,DH005811,SP9005,1,136000.0,0.1
CT0016415,DH005811,SP0123,9,292000.0,0.0
CT0016416,DH005811,SP0001,1,38000.0,0.05
CT0016417,DH009352,SP0062,133,372700.0,0.0
CT0016418,DH009352,SP0146,248,153700.0,0.0
CT0016419,DH009352,SP0125,249,221600.0,0.1
CT0016420,DH009352,SP0056,51,61500.0,0.1
CT0016421,DH007801,SP0171,156,29200.0,0.15
CT0016422,DH007801,SP0054,181,141400.0,0.0
CT0016423,DH007801,SP0023,253,237300.0,0.1
CT0016424,DH007801,SP0134,212,151800.0,0.15
CT0016425,DH003071,SP9008,5,47000.0,0.15
CT0016426,DH003071,SP0017,7,50000.0,0.1
CT0016427,DH001845,SP0101,149,375000.0,0.0
CT0016428,DH001845,SP0097,199,112000.0,0.0
CT0016429,DH001845,SP0185,223,25000.0,0.1
CT0016430,DH001845,SP0183,227,170000.0,0.0
CT0016431,DH009517,SP0150,2,228000.0,0.1
CT0016432,DH008716,SP0001,201,33000.0,0.15
CT0016433,DH008716,SP0123,161,266600.0,0.0
CT0016434,DH008716,SP0060,119,23800.0,0.15
CT0016435,DH008716,SP0161,325,119200.0,0.0
CT0016436,DH008716,SP0042,207,176000.0,0.05
CT0016437,DH008716,SP0197,227,868600.0,0.0
CT0016438,DH008716,SP0025,121,27900.0,0.1
CT0016439,DH008716,SP0133,172,235100.0,0.0
CT0016440,DH009120,SP0175,130,19900.0,0.0
CT0016441,DH009120,SP0023,164,199000.0,0.0
CT0016442,DH009120,SP0117,174,31700.0,0.15
CT0016443,DH009120,,236,211700.0,0.0
CT0016444,DH009120,SP0188,288,156100.0,0.15
CT0016445,DH009120,SP0125,151,249200.0,0.1
CT0016446,DH006825,SP0110,5,51000.0,0.05
CT0016447,DH006825,,8,103000.0,0.15
CT0016448,DH006825,SP0007,12,262000.0,0.0
CT0016449,DH011583,SP0015,186,119000.0,0.0
CT0016450,DH011583,SP0023,227,215000.0,0.05
CT0016451,DH011583,SP0208,222,145000.0,0.1
CT0016452,DH011583,SP0162,192,196000.0,0.0
CT0016453,DH011583,SP0049,228,237000.0,0.0
CT0016454,DH011583,SP0144,130,231000.0,0.1
CT0016455,DH011583,SP0203,97,1183000.0,0.0
CT0016456,DH011583,SP0178,80,264000.0,0.05
CT0016457,DH006653,SP0190,265,39000.0,0.0
CT0016458,DH006653,SP0084,149,187000.0,0.05
CT0016459,DH006653,SP0149,200,1399000.0,0.05
CT0016460,DH010727,SP0209,6,146000.0,0.15
CT0016461,DH010435,SP0149,274,1399000.0,0.1
CT0016462,DH010435,SP0211,228,265000.0,0.0
CT0016463,DH010435,SP0117,150,42000.0,0.1
CT0016464,DH010435,SP0172,118,803000.0,0.1
CT0016465,DH010435,SP0145,73,189000.0,0.0
CT0016466,DH010435,SP0051,220,333000.0,0.0
CT0016467,DH006185,SP0096,121,54000.0,0.15
CT0016468,DH006185,SP0033,64,128000.0,0.15
CT0016469,DH006185,SP0151,252,242000.0,0.0
CT0016470,DH006185,SP0171,139,26000.0,0.15
CT0016471,DH006185,SP0091,124,59000.0,0.0
CT0016472,DH006185,,125,164000.0,0.0
CT0016473,DH006185,SP0220,129,54000.0,0.0
CT0016474,DH006185,SP0211,316,265000.0,0.0
CT0016475,DH006442,,4,25000.0,0.0
CT0016476,DH006442,,7,1126000.0,0.15
CT0016477,DH005259,SP0090,9,855000.0,0.1
CT0016478,DH005259,SP0030,10,1105000.0,0.1
CT0016479,DH001389,SP0007,340,262000.0,0.15
CT0016480,DH001389,SP0051,116,333000.0,0.0
CT0016481,DH001389,SP0102,85,885000.0,0.1
CT0016482,DH001389,SP0170,188,294000.0,0.0
CT0016483,DH001389,SP0212,160,306000.0,0.1
CT0016484,DH000497,SP0213,9,31000.0,0.15
CT0016485,DH000497,SP0212,4,306000.0,0.0
CT0016486,DH000382,SP0098,3,138000.0,0.0
CT0016487,DH001941,SP0006,4,1160000.0,0.15
CT0016488,DH002824,SP0087,80,231000.0,0.0
CT0016489,DH002824,SP0131,144,38000.0,0.0
CT0016490,DH002824,SP0158,152,185000.0,0.15
CT0016491,DH002824,SP0069,94,82000.0,0.0
CT0016492,DH002824,,230,150000.0,0.1
CT0016493,DH002824,SP0034,281,279000.0,0.0
CT0016494,DH002824,SP0145,154,189000.0,0.15
CT0016495,DH003704,,1,297000.0,0.1
CT0016496,DH002410,SP0197,8,943000.0,0.0
CT0016497,DH005277,SP0102,129,925500.0,0.0
CT0016498,DH005277,SP9001,79,300800.0,0.0
CT0016499,DH005277,SP0124,150,77200.0,0.1
CT0016500,DH005277,SP0111,225,43200.0,0.0
CT0016501,DH005277,SP0023,306,192000.0,0.15
CT0016502,DH005277,SP0033,216,98300.0,0.0
CT0016503,DH005277,SP0071,254,1010200.0,0.05
CT0016504,DH005277,SP0013,102,102500.0,0.05
CT0016505,DH011322,SP0153,139,225800.0,0.15
CT0016506,DH011322,SP0146,64,140400.0,0.0
CT0016507,DH011322,SP0160,267,82300.0,0.1
CT0016508,DH011322,SP0163,239,212100.0,0.1
CT0016509,DH011322,SP0076,227,97300.0,0.0
CT0016510,DH011322,SP0147,170,84600.0,0.05
CT0016511,DH011322,SP0178,96,249200.0,0.1
CT0016512,DH011322,SP0158,124,169700.0,0.15
CT0016513,DH003582,SP0098,1,138000.0,0.1
CT0016514,DH003582,SP0116,7,714000.0,0.0
CT0016515,DH003582,SP0065,7,930000.0,0.15
CT0016516,DH001368,SP0008,272,1090900.0,0.15
CT0016517,DH001368,SP0204,95,1136900.0,0.1
CT0016518,DH001368,SP0043,137,224900.0,0.15
CT0016519,DH008002,,277,262000.0,0.0
CT0016520,DH008002,SP0058,104,41000.0,0.0
CT0016521,DH008002,SP0077,80,195000.0,0.05
CT0016522,DH008002,SP0152,149,231000.0,0.0
CT0016523,DH008002,SP0050,172,786000.0,0.1
CT0016524,DH008002,SP0089,319,207000.0,0.15
CT0016525,DH010652,SP0126,236,127000.0,0.1
CT0016526,DH010652,SP0101,246,375000.0,0.1
CT0016527,DH010652,SP0122,93,150000.0,0.1
CT0016528,DH010652,SP0153,162,212000.0,0.0
CT0016529,DH010652,SP0156,70,138000.0,0.1
CT0016530,DH010652,SP0063,306,108000.0,0.1
CT0016531,DH010652,SP0108,147,172000.0,0.05
CT0016532,DH000851,SP0063,9,108000.0,0.05
CT0016533,DH000851,SP0073,5,135000.0,0.0
CT0016534,DH000851,SP0126,6,127000.0,0.0
CT0016535,DH008433,SP0051,126,333000.0,0.15
CT0016536,DH008433,SP0161,93,127000.0,0.1
CT0016537,DH008433,SP0208,59,145000.0,0.0
CT0016538,DH008433,SP0056,95,56000.0,0.1
CT0016539,DH008433,SP0078,66,213000.0,0.0
CT0016540,DH008433,SP0175,198,26000.0,0.0
CT0016541,DH008166,SP9003,10,37000.0,0.0
CT0016542,DH008166,SP0213,3,31000.0,0.0
CT0016543,DH003441,SP0067,204,13600.0,0.05
CT0016544,DH003441,SP0129,106,224300.0,0.0
CT0016545,DH003441,SP0015,138,96200.0,0.05
CT0016546,DH003441,,130,930600.0,0.0
CT0016547,DH003441,SP0086,93,240100.0,0.05
CT0016548,DH003441,SP0093,275,955000.0,0.0
CT0016549,DH002748,SP0036,10,274000.0,0.0
CT0016550,DH002748,SP0192,8,579000.0,0.0
CT0016551,DH002748,SP0108,1,172000.0,0.15
CT0016552,DH006611,SP0147,59,93000.0,0.1
CT0016553,DH006611,SP0100,126,289000.0,0.0
CT0016554,DH006611,SP0118,319,242000.0,0.1
CT0016555,DH003246,SP0182,7,150000.0,0.1
CT0016556,DH003246,SP9006,8,1123000.0,0.0
CT0016557,DH003246,SP0003,4,59000.0,0.1
CT0016558,DH010469,SP0130,8,331000.0,0.1
CT0016559,DH005237,SP0158,12,201100.0,0.15
CT0016560,DH005237,SP0164,2,994300.0,0.15
CT0016561,DH005237,SP0186,8,898200.0,0.0
CT0016562,DH010525,SP0087,187,231000.0,0.0
CT0016563,DH010525,SP0047,141,194000.0,0.0
CT0016564,DH010525,SP0143,113,174000.0,0.05
CT0016565,DH010525,SP9006,202,47000.0,0.1
CT0016566,DH006036,,8,331000.0,0.0
CT0016567,DH010270,SP0007,309,294900.0,0.05
CT0016568,DH010270,SP0046,263,34900.0,0.0
CT0016569,DH010270,SP0054,118,156000.0,0.0
CT0016570,DH010270,SP0217,77,253200.0,0.0
CT0016571,DH010270,SP0202,124,364400.0,0.0
CT0016572,DH010270,SP0149,250,1501900.0,0.15
CT0016573,DH010270,SP0201,144,1054200.0,0.0
CT0016574,DH010270,SP0121,177,201100.0,0.0
CT0016575,DH001900,SP0132,4,493000.0,0.0
CT0016576,DH001900,SP0210,9,25000.0,0.1
CT0016577,DH001900,SP0130,10,331000.0,0.05
CT0016578,DH011141,SP0202,226,478000.0,0.1
CT0016579,DH011141,SP0186,189,1126000.0,0.0
CT0016580,DH011141,SP0030,79,1105000.0,0.0
CT0016581,DH011141,SP0011,243,36000.0,0.1
CT0016582,DH011141,SP0095,53,117000.0,0.1
CT0016583,DH011141,SP0119,222,285000.0,0.0
CT0016584,DH011141,SP0083,154,60000.0,0.05
CT0016585,DH011141,SP0068,259,48000.0,0.15
CT0016586,DH007935,SP0186,9,1126000.0,0.1
CT0016587,DH003370,SP0168,78,28900.0,0.0
CT0016588,DH003370,SP0155,296,282800.0,0.05
CT0016589,DH003370,SP0028,86,159200.0,0.0
CT0016590,DH003370,,110,237600.0,0.1
CT0016591,DH003370,SP0031,223,49300.0,0.0
CT0016592,DH003370,SP0040,298,242800.0,0.0
CT0016593,DH003370,SP0131,77,30800.0,0.0
CT0016594,DH001288,SP0209,327,146000.0,0.0
CT0016595,DH001288,SP0162,115,196000.0,0.0
CT0016596,DH001288,SP0073,206,135000.0,0.05
CT0016597,DH001288,SP0008,264,1434000.0,0.1
CT0016598,DH001288,SP0176,64,172000.0,0.0
CT0016599,DH006070,SP0011,6,36000.0,0.0
CT0016600,DH006070,SP0085,1,135000.0,0.1
CT0016601,DH010728,SP0035,157,1000000.0,0.1
CT0016602,DH010728,SP0187,209,258000.0,0.05
CT0016603,DH010728,SP0126,187,127000.0,0.0
CT0016604,DH010728,SP0115,65,27000.0,0.0
CT0016605,DH010728,,163,1403000.0,0.05
CT0016606,DH010728,SP0142,158,595000.0,0.0
CT0016607,DH007024,SP0014,5,763000.0,0.15
CT0016608,DH007024,,10,340000.0,0.0
CT0016609,DH005944,SP0123,279,292000.0,0.15
CT0016610,DH005944,SP0174,152,855000.0,0.1
CT0016611,DH005944,SP0079,261,27000.0,0.05
CT0016612,DH005944,SP0095,190,117000.0,0.0
CT0016613,DH005944,SP0063,174,108000.0,0.15
CT0016614,DH005944,SP0121,74,228000.0,0.15
CT0016615,DH005944,SP0154,153,31000.0,0.1
CT0016616,DH005944,SP0096,86,54000.0,0.1
CT0016617,DH006829,SP0079,207,27000.0,0.15
CT0016618,DH006829,SP0031,145,52000.0,0.1
CT0016619,DH006829,SP0116,187,714000.0,0.15
CT0016620,DH001805,SP0056,4,56000.0,0.0
CT0016621,DH001805,SP0011,1,36000.0,0.0
CT0016622,DH001805,SP0061,5,251000.0,0.05
CT0016623,DH004111,SP0101,1,375000.0,0.0
CT0016624,DH004111,SP0011,9,36000.0,0.0
CT0016625,DH001422,SP0016,162,978000.0,0.0
CT0016626,DH001422,SP0054,51,175000.0,0.05
CT0016627,DH001422,SP0143,209,174000.0,0.15
CT0016628,DH001422,SP0072,262,719000.0,0.1
CT0016629,DH001422,SP0174,292,855000.0,0.05
CT0016630,DH010163,SP0200,2,523000.0,0.05
CT0016631,DH006834,SP0111,285,52000.0,0.0
CT0016632,DH006834,SP0115,113,27000.0,0.15
CT0016633,DH006834,SP0214,70,50000.0,0.0
CT0016634,DH006834,SP0219,288,82000.0,0.15
CT0016635,DH005230,SP0183,1,170000.0,0.1
CT0016636,DH009407,SP0091,76,59000.0,0.0
CT0016637,DH009407,SP0214,57,50000.0,0.0
CT0016638,DH009407,SP0148,92,47000.0,0.0
CT0016639,DH009407,SP0119,305,285000.0,0.05
CT0016640,DH009407,SP0170,107,294000.0,0.0
CT0016641,DH009463,SP0020,5,129300.0,0.1
CT0016642,DH009463,SP0097,2,124600.0,0.0
CT0016643,DH009463,SP0052,1,32100.0,0.0
CT0016644,DH010512,SP0035,8,1000000.0,0.0
CT0016645,DH009171,SP0166,94,396000.0,0.05
