MaDonHang,MaKhachHang,NgayDatHang,KenhBan,NhanVienBanHang,TrangThai
DH007407,KH0274,30/11/2024 19:58:00,Đại lý,NV07,Đã giao
DH000465,KH0314,13/11/2025 05:41:00,Showroom,NV27,Đang xử lý
DH009418,KH0203,29/05/2026 19:42:00,TMĐT - Lazada,NV26,Đã giao
DH010964,KH0412,02/09/2025 19:39:00,TMĐT - Tiki,NV17,Đã giao
DH001383,KH0071,13/12/2025 15:53:00,Showroom,NV16,Đã giao
DH010398,KH0155,23/09/2024 07:36:00,Ban le,NV18,Đã giao
DH002315,KH0257,22/01/2026 17:55:00,TMĐT - Tiki,NV26,Đang xử lý
DH010537,KH0368,04/12/2024 07:23:00,Sàn Lazada,NV25,Đã giao
DH000748,KH0056,19/06/2026 09:31:00,Ban le,NV06,Đã hủy
DH003045,KH0447,05/08/2024 20:36:00,Sàn Shopee,NV25,Đã giao
DH008353,KH0241,31/08/2025 11:07:00,TMĐT - Tiki,NV17,Đã giao
DH005847,KH0396,13/12/2025 05:22:00,Showroom,NV21,Đã giao
DH002614,KH0411,16/06/2025 20:29:00,Sàn Shopee,NV28,Đã giao
DH007207,KH0306,13/11/2024 05:21:00,Sàn Lazada,NV13,Đã giao
DH009071,KH9006,28/08/2024 19:03:00,Sàn Shopee,NV05,Đang xử lý
DH003917,KH0193,02/11/2024 19:17:00,TMĐT - Tiki,NV20,Đã giao
DH000440,KH0070,27/12/2024 02:00:00,Showroom,NV19,Mới
DH007208,KH0189,11/04/2025 00:13:00,Showroom,NV20,Đang xử lý
DH007355,KH0116,27/08/2025 03:05:00,TMĐT - Tiki,NV07,Đang xử lý
DH005277,KH0158,04/05/2025 09:23:00,Sàn Shopee,NV19,Đang xử lý
DH011841,KH0155,14/04/2025 02:19:00,Sàn Shopee,NV10,Đã giao
DH001958,KH0315,20/01/2025 03:55:00,Showroom,NV26,Đã giao
DH003453,KH0325,01/01/2025 08:44:00,Showroom,NV02,Đã giao
DH003501,KH0079,03/09/2024 18:09:00,TMĐT - Tiki,NV27,Đã giao
DH009954,KH0415,25/10/2024 23:08:00,Shopee,NV24,Đã giao
DH006348,KH0039,12/12/2024 15:29:00,Lazada,NV09,Đã giao
DH006895,KH0243,07/03/2025 14:45:00,Sàn Shopee,NV09,Đã hủy
DH006902,KH0255,17/07/2026 21:16:00,TMĐT - Tiki,NV25,Đã giao
DH005513,KH0054,19/09/2024 23:44:00,TMĐT - Lazada,NV26,Đã giao
DH004747,KH0171,14/08/2025 07:13:00,Đại lý,NV30,Đã giao
DH004582,KH0446,26/10/2025 02:05:00,Bán lẻ,NV22,Đã hủy
DH003230,KH0395,27/09/2024 18:02:00,TMĐT - Tiki,NV07,Đã giao
DH002545,KH0116,03/08/2025 21:26:00,Ban le,NV16,Đã giao
DH008437,KH0070,20/11/2025 14:05:00,Lazada,NV22,Mới
DH010459,KH0227,17/11/2025 11:31:00,Showroom,NV05,Đã giao
DH009177,KH0396,07/05/2025 16:52:00,Showroom,NV06,Đã giao
DH000833,KH0012,06/11/2024 11:24:00,Sàn Shopee,NV01,Trả hàng
DH011311,KH0070,19/09/2024 00:47:00,Bán lẻ,NV05,Đã giao
DH004475,KH0198,23/04/2026 12:02:00,TMĐT - Tiki,NV18,Đã giao
DH008423,KH0242,30/12/2024 04:49:00,Lazada,NV22,Đang xử lý
DH009505,KH0086,28/01/2026 14:18:00,Shopee,NV07,Đã giao
DH003728,KH0038,21/07/2026 15:27:00,Showroom,NV13,Trả hàng
DH005908,KH0136,14/06/2025 00:56:00,Sàn Lazada,NV26,Mới
DH005363,KH0379,03/12/2025 02:50:00,Đại lý,NV20,Trả hàng
DH004448,KH0241,17/02/2025 05:32:00,Showroom,NV23,Đã giao
DH007726,KH0325,24/06/2025 22:43:00,Showroom,NV29,Đang xử lý
DH011421,KH0138,15/12/2024 14:46:00,TMĐT - Tiki,NV28,Đã giao
DH001012,KH0447,12/04/2026 21:07:00,Showroom,NV22,Đã giao
DH006627,KH0070,07/22/2025 22:48:00,Đại lý,NV26,Đang xử lý
DH004113,,21/09/2024 11:58:00,Bán lẻ,NV11,Đã giao
DH010101,KH0235,2025-06-23 05:38:00,Sàn Lazada,NV30,Mới
DH011093,KH0262,19/07/2026 05:11:00,Sàn Lazada,NV01,Đã giao
DH001670,,18/06/2025 08:00:00,Ban le,NV25,Đã giao
DH007694,KH0227,24/07/2026 19:14:00,Bán lẻ,NV30,Đã giao
DH010240,KH0116,13/09/2024 20:33:00,Showroom,NV18,Đang xử lý
DH008953,KH0192,27/03/2026 13:45:00,TMĐT - Tiki,NV26,Mới
DH007527,KH0314,01/08/2025 20:06:00,Sàn Shopee,NV09,Đã giao
DH000794,KH0306,27/01/2026 04:59:00,Shopee,NV18,Đã giao
DH003923,KH0246,08/11/2025 07:37:00,Sàn Lazada,NV22,Đã giao
DH005075,KH0070,20/04/2025 07:47:00,TMĐT - Tiki,NV24,Đã giao
DH002237,KH0447,18/06/2025 15:51:00,Đại lý,NV11,Đã giao
DH002804,KH0325,27/09/2024 07:42:00,Bán lẻ,NV27,Đã giao
DH004932,KH9008,05/11/2025 10:59:00,Bán lẻ,NV23,Đã giao
DH011011,KH0070,12/07/2026 04:49:00,Showroom,NV08,Đã giao
DH004626,KH0065,30/10/2025 00:31:00,Ban le,NV17,Đã giao
DH9900041,KH0406,06/06/2025 10:27:00,Bán lẻ,NV22,Trả hàng
DH000346,KH0432,01/11/2025 07:27:00,Đại lý,NV21,Đã giao
DH009028,KH0359,11/05/2026 04:42:00,Shopee,NV24,Đã giao
DH010203,KH0262,10/12/2025 21:16:00,Shopee,NV29,Đã giao
DH011964,KH0253,02/10/2024 22:46:00,TMĐT - Tiki,NV25,Đã giao
DH002746,KH0262,13/01/2026 09:38:00,Bán lẻ,NV10,Mới
DH008241,KH0352,11/12/2025 03:50:00,Lazada,NV29,Đã giao
DH003423,KH0241,24/12/2025 00:19:00,TMĐT - Tiki,NV12,Đã giao
DH002376,KH0325,05/10/2025 20:38:00,Đại lý,NV28,Đã giao
DH006240,KH0241,31/01/2025 12:54:00,TMĐT - Tiki,NV07,Đã giao
DH001400,KH0155,07/12/2024 19:34:00,Ban le,NV12,Đã giao
DH006943,KH0414,27/08/2024 09:12:00,Đại lý,NV21,Mới
DH007301,KH0447,07/03/2025 01:17:00,Sàn Shopee,NV11,Đã giao
DH000076,KH0413,06/01/2025 10:04:00,Bán lẻ,NV30,Đã giao
DH008571,KH0155,15/03/2026 04:45:00,Showroom,NV12,Đã giao
DH011224,KH0243,23/02/2025 22:40:00,Sàn Shopee,NV03,Mới
DH006878,KH0127,20/05/2025 07:21:00,Bán lẻ,NV08,Đã giao
DH000612,KH0325,08/09/2024 02:35:00,Đại lý,NV26,Đã giao
DH006484,KH0412,12/01/2025 04:49:00,TMĐT - Tiki,NV26,Đã giao
DH004633,KH9001,03/09/2024 10:35:00,Shopee,NV22,Đã giao
DH005696,KH0262,11/11/2024 03:05:00,Sàn Shopee,NV23,Đang xử lý
DH006785,KH9001,02/09/2025 10:50:00,Sàn Shopee,NV28,Đã giao
DH006056,KH0048,02/02/2025 14:26:00,TMĐT - Tiki,NV07,Đã giao
DH003333,KH0365,03/07/2025 22:44:00,Lazada,NV06,Đã giao
DH009625,KH0241,17/10/2024 20:05:00,Lazada,NV12,Đã giao
DH002189,KH0013,18/10/2025 23:22:00,TMĐT - Tiki,NV20,Đã giao
DH011526,KH9009,22/06/2025 22:10:00,Showroom,NV17,Mới
DH004902,KH0035,16/07/2026 13:53:00,Sàn Lazada,NV24,Trả hàng
DH008850,KH0193,25/04/2026 12:43:00,Sàn Shopee,NV20,Đã giao
DH006425,,26/09/2025 18:20:00,Showroom,NV01,Đã giao
DH002764,KH0222,29/12/2025 17:58:00,Đại lý,NV17,Đã giao
DH005235,KH0051,2025-07-01 16:32:00,Ban le,NV04,Đã giao
DH001199,KH0063,20/10/2025 11:44:00,Showroom,NV17,Đã giao
DH007675,,22/04/2026 17:41:00,Đại lý,NV02,Đã giao
DH004529,KH0189,30/10/2024 15:59:00,Sàn Lazada,NV27,Đã giao
DH010922,KH0413,11/12/2025 02:40:00,Shopee,NV05,Đã giao
DH009280,KH0220,25/11/2025 06:49:00,Showroom,NV10,Đã giao
DH003030,KH0135,08/07/2025 03:42:00,Đại lý,NV11,Đã giao
DH004023,KH0162,14/01/2026 12:51:00,Đại lý,NV08,Đang xử lý
DH002445,KH0095,30/12/2024 13:15:00,Lazada,NV29,Đã hủy
DH003175,KH0070,24/09/2024 07:08:00,Đại lý,NV22,Đang xử lý
DH004855,KH0249,06/12/2024 03:02:00,Đại lý,NV17,Đã giao
DH007330,KH0051,20/11/2024 12:25:00,Lazada,NV03,Đã giao
DH002871,KH0105,08/05/2025 15:07:00,Bán lẻ,NV13,Đã giao
DH000257,KH0135,17/06/2025 21:47:00,Showroom,NV14,Đã giao
DH006436,KH0035,21/01/2025 23:32:00,Lazada,NV20,Đã hủy
DH004196,KH0290,29/11/2025 15:29:00,Ban le,NV18,Đã giao
DH004742,KH0138,17/04/2025 09:21:00,Ban le,NV24,Đã giao
DH001567,KH0413,17/06/2026 20:48:00,Showroom,NV25,Mới
DH009047,KH0108,19/01/2025 20:06:00,Ban le,NV15,Đã giao
DH009041,KH0088,23/01/2026 03:04:00,Sàn Lazada,NV02,Đã giao
DH001186,KH0126,15/04/2026 21:28:00,Đại lý,NV29,Đã giao
DH9900158,KH0198,23/09/2025 15:12:00,Lazada,NV11,Đã giao
DH007524,KH0104,05/11/2025 06:13:00,Sàn Shopee,NV05,Đã giao
DH010482,KH0274,21/06/2025 11:18:00,Đại lý,NV02,Đã giao
DH002012,KH9010,18/08/2024 06:54:00,Shopee,NV24,Đã giao
DH001499,KH0314,06/11/2024 02:37:00,TMĐT - Tiki,NV28,Đã giao
DH006656,KH0091,2026-06-30 05:32:00,Showroom,NV16,Đã giao
DH001675,KH0442,16/07/2026 20:32:00,TMĐT - Tiki,NV19,Đã giao
DH004508,KH0044,08/02/2025 05:40:00,TMĐT - Tiki,NV15,Đang xử lý
DH007576,KH0309,06/01/2025 13:10:00,Đại lý,NV23,Đã giao
DH008683,KH0407,06/06/2026 23:04:00,Showroom,NV05,Đã giao
DH010767,KH0243,06/11/2024 05:17:00,Showroom,NV23,Đang xử lý
DH002956,KH0135,19/03/2025 09:03:00,Lazada,NV10,Đã giao
DH008463,KH0248,24/06/2025 21:46:00,Sàn Lazada,NV27,Mới
DH000581,KH0384,29/12/2025 07:04:00,Showroom,NV24,Đã giao
DH004282,KH0031,24/10/2024 07:20:00,Đại lý,NV07,Đã giao
DH008424,KH0325,02/07/2025 01:38:00,Đại lý,NV01,Đã giao
DH007414,KH0052,28/02/2026 14:11:00,TMĐT - Tiki,NV03,Đã giao
DH010638,KH0070,03/11/2024 10:40:00,Sàn Shopee,NV23,Đã giao
DH004741,KH0315,04/01/2025 19:08:00,TMĐT - Lazada,NV30,Mới
DH010651,KH0272,25/10/2025 05:57:00,Đại lý,NV20,Đã giao
DH011516,KH9008,27/07/2026 06:33:00,Sàn Shopee,NV08,Đã giao
DH001553,KH0051,11/06/2025 20:43:00,Ban le,NV10,Đã giao
DH000278,KH0413,14/12/2024 12:11:00,Đại lý,NV19,Đã hủy
DH006131,KH0034,01/08/2025 15:50:00,Shopee,NV10,Đã giao
DH007324,KH0155,13/07/2025 19:02:00,Bán lẻ,NV24,Đã giao
DH000236,KH0413,03/10/2025 15:56:00,Đại lý,NV25,Đã giao
DH006226,KH0413,2025-11-11 05:34:00,TMĐT - Tiki,NV12,Đã giao
DH003436,KH0306,01/03/2025 12:49:00,Đại lý,NV24,Đã giao
DH006397,KH0012,09/08/2024 21:57:00,TMĐT - Tiki,NV30,Đang xử lý
DH007424,KH0447,27/05/2025 03:19:00,Đại lý,NV27,Đã giao
DH008820,KH0179,17/10/2024 03:21:00,Bán lẻ,NV25,Đã giao
DH000347,KH0081,23/03/2026 18:25:00,Showroom,NV25,Đã giao
DH003633,KH0365,19/05/2025 18:44:00,TMĐT - Lazada,NV30,Đã giao
DH003821,KH0132,29/08/2024 20:24:00,Lazada,NV03,Đã hủy
DH011924,KH9009,06/02/2026 03:44:00,Sàn Shopee,NV01,Đã giao
DH000017,KH0262,25/11/2025 23:54:00,TMĐT - Tiki,NV20,Đã giao
DH010850,KH0397,13/05/2026 03:30:00,Sàn Shopee,NV18,Đã giao
DH011279,KH0257,19/12/2025 07:05:00,Sàn Shopee,NV28,Đã giao
DH011842,KH0447,24/11/2025 09:30:00,Ban le,NV29,Đã giao
DH010476,KH0309,03/09/2025 13:35:00,Sàn Shopee,NV04,Đã giao
DH000268,KH0422,18/09/2024 11:35:00,Đại lý,NV30,Đã giao
DH001728,KH0012,22/08/2024 14:17:00,Đại lý,NV27,Đã giao
DH001347,KH0164,04/06/2026 04:45:00,Sàn Shopee,NV06,Đã giao
DH010776,KH0391,04/09/2025 04:52:00,Ban le,NV16,Trả hàng
DH007666,KH0229,19/04/2025 08:56:00,Đại lý,NV01,Đã hủy
DH004600,KH0149,29/06/2025 07:07:00,TMĐT - Tiki,NV24,Đã giao
DH005572,KH0051,11/04/2025 05:11:00,Sàn Shopee,NV30,Đã giao
DH006721,,2026-05-30 05:23:00,TMĐT - Lazada,NV20,Đã giao
DH009759,KH0051,07/07/2025 17:14:00,Bán lẻ,NV20,Đã giao
DH001164,KH0359,30/07/2026 15:33:00,TMĐT - Tiki,NV06,Đang xử lý
DH011466,KH0165,23/01/2025 02:48:00,Đại lý,NV29,Đã giao
DH011120,KH0297,16/08/2025 17:37:00,Showroom,NV10,Đang xử lý
DH009787,KH0126,26/01/2025 11:32:00,Sàn Shopee,NV22,Đã giao
DH003591,KH0053,03/06/2025 23:15:00,TMĐT - Tiki,NV06,Đã giao
DH008048,KH0320,09/05/2025 09:20:00,Showroom,NV27,Đã giao
DH007282,KH0035,02/06/2026 21:06:00,Ban le,NV04,Đang xử lý
DH001340,KH0242,12/07/2026 09:18:00,Đại lý,NV13,Đang xử lý
DH001879,KH0198,23/09/2025 15:12:00,Sàn Lazada,NV11,Đã giao
DH005395,KH0119,26/10/2025 07:50:00,Showroom,NV20,Đã giao
DH001109,KH0127,16/02/2026 08:10:00,Ban le,NV03,Đã giao
DH000216,,16/10/2024 01:41:00,TMĐT - Tiki,NV28,Đang xử lý
DH001072,KH0352,19/10/2024 21:41:00,Ban le,NV25,Đã giao
DH003704,KH0193,04/05/2025 05:27:00,Showroom,NV15,Đã giao
DH002969,KH0141,23/03/2026 06:33:00,Sàn Shopee,NV04,Đã giao
DH001133,KH0170,20/07/2026 21:00:00,Showroom,NV06,Đã giao
DH006621,KH0339,06/01/2026 21:42:00,TMĐT - Shopee,NV14,Đã giao
DH002072,KH0114,22/10/2025 21:05:00,Showroom,NV23,Mới
DH008408,KH0367,12/11/2025 02:31:00,Lazada,NV04,Đang xử lý
DH005443,KH0430,14/09/2024 23:51:00,TMĐT - Tiki,NV08,Đã giao
DH003586,KH0306,24/07/2026 02:11:00,Showroom,NV01,Đã giao
DH009553,KH0446,13/09/2024 21:17:00,Bán lẻ,NV11,Đã giao
DH011816,KH0105,17/06/2026 04:15:00,Shopee,NV23,Đang xử lý
DH004599,KH0399,09/03/2025 22:54:00,Đại lý,NV27,Đã giao
DH003689,KH0262,17/04/2025 03:29:00,Showroom,NV02,Đã giao
DH000706,KH0405,19/09/2025 21:09:00,Showroom,NV27,Trả hàng
DH003717,KH0442,22/09/2024 09:49:00,Shopee,NV07,Đã giao
DH007840,KH0140,07/01/2025 23:47:00,TMĐT - Tiki,NV27,Đã giao
DH008827,KH0243,26/01/2025 09:27:00,Sàn Lazada,NV02,Đã hủy
DH005062,KH0171,10/22/2025 04:54:00,Đại lý,NV22,Đã giao
DH011108,KH0257,11/04/2025 10:39:00,Bán lẻ,NV25,Đang xử lý
DH003830,KH0204,15/05/2026 14:15:00,Ban le,NV22,Đang xử lý
DH001690,KH0070,31/03/2026 23:00:00,Showroom,NV14,Đã giao
DH007037,KH0261,27/05/2025 00:45:00,Bán lẻ,NV21,Mới
DH011915,KH0108,10/01/2025 17:48:00,Sàn Lazada,NV02,Đã giao
DH002155,KH0155,12/05/2025 23:43:00,TMĐT - Tiki,NV02,Đã giao
DH001168,KH0158,26/03/2026 15:19:00,Ban le,NV20,Đã giao
DH002925,KH0242,05/10/2024 23:12:00,Ban le,NV29,Đã giao
DH011214,KH0001,08/04/2026 23:31:00,Showroom,NV25,Đã giao
DH003907,KH0199,31/12/2025 10:32:00,Shopee,NV03,Đã giao
DH005000,,22/09/2025 04:37:00,Showroom,NV16,Đã giao
DH009108,KH0447,01/08/2025 19:44:00,Sàn Lazada,NV11,Đã giao
DH000320,KH0391,11/08/2024 17:06:00,Đại lý,NV30,Đã hủy
DH004683,KH0140,25/11/2025 02:12:00,Showroom,NV26,Đã giao
DH005445,KH0135,19/01/2025 17:18:00,Sàn Shopee,NV12,Đã giao
DH009059,KH9013,22/12/2025 10:44:00,TMĐT - Tiki,NV26,Đã giao
DH004609,,06/11/2024 14:57:00,Đại lý,NV21,Đã giao
DH010448,KH0249,10/11/2025 14:42:00,Shopee,NV02,Đã giao
DH003554,KH0391,21/08/2025 17:51:00,Sàn Shopee,NV15,Đã giao
DH004510,KH0422,24/03/2026 14:01:00,Showroom,NV08,Đã giao
DH008296,KH0306,12/03/2025 07:51:00,TMĐT - Tiki,NV27,Đã giao
DH000233,KH0081,04/09/2024 09:45:00,Bán lẻ,NV16,Đang xử lý
DH000441,KH0391,14/12/2024 03:33:00,Đại lý,NV06,Đã giao
DH010302,KH9001,22/03/2026 18:35:00,TMĐT - Shopee,NV01,Đã giao
DH9900098,KH0068,27/04/2026 04:56:00,Đại lý,NV16,Đã hủy
DH006259,KH0325,08/11/2024 06:06:00,Sàn Lazada,NV18,Đã giao
DH007786,KH0070,24/11/2025 03:53:00,Showroom,NV20,Mới
DH002577,KH0243,03/02/2026 09:55:00,Showroom,NV10,Trả hàng
DH010745,KH0201,26/09/2025 21:31:00,TMĐT - Tiki,NV17,Đã giao
DH000298,KH0141,12/16/2025 00:04:00,Sàn Shopee,NV11,Đã giao
DH006590,KH0225,11/17/2024 01:51:00,Sàn Lazada,NV10,Đang xử lý
DH001071,KH0391,15/01/2025 07:23:00,Đại lý,NV04,Đang xử lý
DH004319,KH0350,18/05/2026 18:12:00,Showroom,NV16,Mới
DH010394,KH0391,04/11/2025 01:06:00,Ban le,NV26,Đã giao
DH006097,KH0447,07/11/2025 14:04:00,Sàn Shopee,NV30,Đã giao
DH006827,KH0035,30/05/2026 00:59:00,TMĐT - Shopee,NV12,Đã giao
DH008425,KH0248,11/05/2026 07:25:00,Sàn Lazada,NV16,Mới
DH011349,KH0077,09/01/2025 08:20:00,Showroom,NV23,Đã giao
DH007562,KH0227,06/03/2025 20:42:00,Đại lý,NV29,Đã giao
DH009317,KH0155,13/05/2026 20:54:00,TMĐT - Tiki,NV22,Đã giao
DH008199,KH0304,20/04/2026 18:16:00,Showroom,NV09,Đang xử lý
DH008256,KH0267,30/05/2026 23:36:00,Lazada,NV27,Đã giao
DH001946,KH0051,17/05/2026 08:59:00,Sàn Lazada,NV23,Đã giao
DH006427,KH0391,12/11/2025 05:13:00,TMĐT - Tiki,NV30,Trả hàng
DH009025,KH0211,12/12/2024 07:46:00,Đại lý,NV19,Đã giao
DH009421,KH0113,26/05/2025 23:35:00,Sàn Lazada,NV15,Đã giao
DH009528,KH0366,18/05/2025 23:05:00,Sàn Shopee,NV10,Đã hủy
DH010620,KH0326,01/05/2025 01:17:00,Lazada,NV05,Đã giao
DH002515,KH0248,25/08/2024 22:10:00,TMĐT - Tiki,NV14,Đang xử lý
DH009601,KH0187,15/06/2026 02:18:00,Ban le,NV09,Mới
DH000694,KH0285,07/04/2025 17:45:00,Showroom,NV19,Đã giao
DH005034,KH0126,03/01/2026 02:16:00,Sàn Lazada,NV25,Đã giao
DH009074,KH0314,10/09/2025 13:17:00,Sàn Lazada,NV05,Đã giao
DH003339,,31/08/2025 20:40:00,Showroom,NV30,Đã giao
DH011447,KH0236,12/10/2024 05:40:00,Đại lý,NV15,Đã giao
DH007714,KH0397,12/04/2025 01:56:00,Đại lý,NV05,Đã giao
DH003206,KH0204,08/05/2026 01:45:00,Bán lẻ,NV25,Đã giao
DH007909,KH0162,05/07/2025 21:00:00,Đại lý,NV12,Đã giao
DH005487,KH0359,21/12/2025 02:04:00,Ban le,NV21,Đã giao
DH004501,KH0209,11/06/2025 01:36:00,Shopee,NV22,Đã giao
DH008644,KH0179,28/10/2025 04:17:00,Ban le,NV25,Đã giao
DH002174,KH0442,03/10/2025 20:05:00,TMĐT - Tiki,NV09,Mới
DH005202,KH0119,09/06/2026 11:58:00,TMĐT - Tiki,NV27,Đang xử lý
DH004853,KH0302,20/05/2025 20:42:00,Shopee,NV23,Đã giao
DH002326,KH0402,28/11/2025 07:18:00,Showroom,NV06,Đã giao
DH008968,KH0009,02/11/2024 17:00:00,Showroom,NV09,Đã hủy
DH004592,KH0391,10/05/2025 09:06:00,TMĐT - Lazada,NV24,Đang xử lý
DH008752,KH0257,10/12/2024 17:00:00,TMĐT - Tiki,NV05,Đã giao
DH011070,,28/03/2026 19:27:00,Ban le,NV25,Đã giao
DH007913,KH0412,21/03/2025 16:30:00,Đại lý,NV27,Đã giao
DH000230,KH0044,21/08/2024 17:53:00,Ban le,NV04,Mới
DH006540,KH0384,19/06/2026 00:55:00,Bán lẻ,NV13,Đã giao
DH010672,KH0074,06/09/2025 22:37:00,Shopee,NV13,Trả hàng
DH000402,KH0117,24/04/2026 03:38:00,Sàn Lazada,NV15,Đã giao
DH008234,KH0365,17/12/2025 17:12:00,Sàn Lazada,NV03,Đã giao
DH011717,KH0365,07/11/2025 11:39:00,Lazada,NV30,Đã giao
DH003915,KH0320,08/04/2025 07:44:00,TMĐT - Tiki,NV25,Đã giao
DH008372,KH0155,13/10/2025 09:48:00,Ban le,NV03,Đang xử lý
DH007627,KH0277,12/23/2025 01:16:00,TMĐT - Tiki,NV27,Đã giao
DH008610,KH0040,05/12/2024 18:47:00,Đại lý,NV27,Đã giao
DH010465,KH0262,10/07/2026 19:07:00,TMĐT - Tiki,NV21,Đã giao
DH000968,,07/06/2025 00:15:00,Sàn Lazada,NV05,Đã hủy
DH006889,KH0249,30/01/2026 21:23:00,Sàn Shopee,NV12,Đã giao
DH010921,KH0236,21/08/2025 07:16:00,Đại lý,NV04,Đang xử lý
DH002549,KH0337,24/01/2025 07:44:00,Ban le,NV20,Đã giao
DH000083,KH0281,27/12/2024 20:59:00,Đại lý,NV11,Đã giao
DH000954,KH0442,26/10/2025 19:54:00,Đại lý,NV01,Đã giao
DH008762,,19/04/2026 01:50:00,Đại lý,NV03,Đã giao
DH003058,KH0051,06/12/2025 21:46:00,Shopee,NV03,Mới
DH011334,KH0367,27/05/2026 19:09:00,Showroom,NV29,Đã giao
DH005040,KH0419,19/10/2024 05:42:00,Shopee,NV04,Đang xử lý
DH005195,KH0337,02/15/2026 22:51:00,Shopee,NV26,Trả hàng
DH010606,KH0142,12/09/2024 07:40:00,TMĐT - Tiki,NV13,Đang xử lý
DH000174,KH0444,26/11/2024 17:11:00,Lazada,NV24,Đã giao
DH003506,KH0447,21/01/2025 12:21:00,Showroom,NV09,Đã giao
DH006265,KH0442,28/12/2024 10:02:00,Showroom,NV04,Đã giao
DH001751,KH0070,24/06/2026 06:58:00,Đại lý,NV13,Đã giao
DH009084,KH0367,24/12/2024 16:17:00,Sàn Shopee,NV05,Trả hàng
DH010814,KH0262,14/06/2026 20:14:00,Sàn Shopee,NV06,Đã giao
DH007723,KH0442,01/01/2025 09:14:00,Bán lẻ,NV16,Đã giao
DH003139,KH0029,29/05/2026 13:45:00,Showroom,NV12,Đã giao
DH006215,KH0442,27/03/2026 19:18:00,TMĐT - Shopee,NV14,Đang xử lý
DH011967,KH0339,05/12/2024 23:07:00,TMĐT - Tiki,NV28,Đã giao
DH003679,KH0391,03/09/2025 20:14:00,Showroom,NV30,Mới
DH008362,KH0328,26/03/2026 03:48:00,Bán lẻ,NV20,Đã giao
DH002811,KH9001,04/10/2025 10:13:00,TMĐT - Tiki,NV30,Đang xử lý
DH004543,KH0155,02/11/2025 14:26:00,Lazada,NV24,Đã giao
DH001522,KH0420,23/09/2024 13:04:00,Sàn Shopee,NV25,Đã giao
DH011913,KH0365,18/05/2025 06:54:00,Sàn Lazada,NV16,Đã hủy
DH002255,KH0183,09/08/2025 22:15:00,TMĐT - Tiki,NV29,Đã giao
DH008701,KH0374,24/08/2025 20:55:00,Ban le,NV20,Đã giao
DH001549,KH0406,22/01/2025 19:00:00,TMĐT - Tiki,NV24,Đã giao
DH008592,KH0246,18/04/2025 04:35:00,Sàn Shopee,NV29,Đã hủy
DH005293,KH0198,26/06/2025 19:29:00,TMĐT - Tiki,NV24,Mới
DH009455,KH0035,20/01/2026 17:27:00,Sàn Shopee,NV10,Đã giao
DH007023,KH0128,09/09/2024 05:10:00,Sàn Lazada,NV21,Đã giao
DH004021,KH0181,24/12/2025 00:08:00,TMĐT - Shopee,NV20,Đã giao
DH003813,KH0259,08/09/2024 04:39:00,Sàn Shopee,NV27,Đã giao
DH001622,KH0140,08/02/2024 19:37:00,TMĐT - Tiki,NV07,Đã giao
DH001333,KH0419,02/11/2025 20:07:00,Ban le,NV23,Đã giao
DH011486,KH9012,22/03/2025 14:33:00,Đại lý,NV06,Đã giao
DH001845,KH0281,02/05/2025 21:15:00,Shopee,NV09,Đang xử lý
DH000894,,22/09/2025 15:42:00,Shopee,NV03,Đã giao
DH001009,KH0076,30/06/2025 21:15:00,Showroom,NV11,Đã giao
DH003749,KH0155,19/12/2025 15:13:00,Đại lý,NV27,Đã giao
DH004452,KH0432,08/08/2025 22:20:00,TMĐT - Tiki,NV30,Mới
DH008316,KH0324,20/10/2024 13:49:00,Đại lý,NV04,Đã giao
DH002422,KH0442,05/11/2025 05:49:00,Sàn Lazada,NV12,Đã giao
DH002082,KH0314,23/12/2024 23:06:00,Showroom,NV03,Đã giao
DH001424,KH0249,04/07/2026 10:09:00,TMĐT - Tiki,NV11,Đã hủy
DH003949,KH0146,01/09/2024 10:57:00,Sàn Lazada,NV09,Đã giao
DH011484,KH0313,25/10/2025 12:41:00,TMĐT - Shopee,NV02,Đã giao
DH011549,KH0051,15/04/2026 08:04:00,Sàn Shopee,NV12,Đã giao
DH004218,,17/09/2025 03:49:00,TMĐT - Tiki,NV01,Đã giao
DH006737,KH0309,24/11/2024 00:55:00,Đại lý,NV23,Đang xử lý
DH004596,,30/12/2024 19:26:00,Shopee,NV23,Mới
DH002396,KH0135,22/12/2025 22:52:00,Sàn Shopee,NV19,Đã giao
DH010543,KH0306,05/10/2025 05:49:00,TMĐT - Shopee,NV09,Đang xử lý
DH011346,KH0280,20/12/2024 23:39:00,TMĐT - Tiki,NV18,Đã giao
DH010438,KH0249,27/02/2026 18:06:00,Bán lẻ trực tiếp,NV30,Đã giao
DH9900007,KH0389,10/06/2026 19:40:00,Shopee,NV06,Đã giao
DH008663,KH0221,31/12/2024 03:09:00,TMĐT - Tiki,NV16,Đã giao
DH008680,KH0399,11/09/2025 21:37:00,Đại lý,NV29,Đã giao
DH008265,KH0274,24/08/2024 16:34:00,Showroom,NV19,Đã giao
DH007074,KH0143,14/06/2025 18:20:00,Sàn Shopee,NV14,Đã hủy
DH007427,KH0044,26/06/2025 01:28:00,TMĐT - Tiki,NV22,Đã giao
DH000433,KH0412,21/12/2024 18:25:00,TMĐT - Tiki,NV12,Đã giao
DH008635,KH0359,06/10/2024 05:20:00,Đại lý,NV01,Đã giao
DH005940,KH9004,29/08/2025 06:23:00,TMĐT - Tiki,NV30,Đang xử lý
